date,location,source,value,class
2020-05-14,Miami,venues google,-22.0,grocery_and_pharmacy
2020-05-14,Miami,venues google,-61.0,transit_stations
2020-05-14,Miami,venues google,-43.0,workplaces
2020-05-14,Miami,venues google,-65.0,parks
2020-05-15,Miami,venues google,25.0,residential
2020-05-15,Miami,venues google,-46.0,retail_and_recreation
2020-05-15,Miami,venues google,-24.0,grocery_and_pharmacy
2020-05-15,Miami,venues google,-64.0,transit_stations
2020-05-15,Miami,venues google,-43.0,workplaces
2020-05-15,Miami,venues google,-69.0,parks
2020-05-16,Miami,venues google,15.0,residential
2020-05-16,Miami,venues google,-44.0,retail_and_recreation
2020-05-16,Miami,venues google,-15.0,grocery_and_pharmacy
2020-05-16,Miami,venues google,-59.0,transit_stations
2020-05-16,Miami,venues google,-32.0,workplaces
2020-05-16,Miami,venues google,-60.0,parks
2020-05-17,Miami,venues google,13.0,residential
2020-05-17,Miami,venues google,-47.0,retail_and_recreation
2020-05-17,Miami,venues google,-24.0,grocery_and_pharmacy
2020-05-17,Miami,venues google,-65.0,transit_stations
2020-05-17,Miami,venues google,-32.0,workplaces
2020-05-17,Miami,venues google,-60.0,parks
2020-05-18,Miami,venues google,19.0,residential
2020-05-18,Miami,venues google,-40.0,retail_and_recreation
2020-05-18,Miami,venues google,-25.0,grocery_and_pharmacy
2020-05-18,Miami,venues google,-61.0,transit_stations
2020-05-18,Miami,venues google,-39.0,workplaces
2020-05-18,Miami,venues google,-59.0,parks
2020-05-19,Miami,venues google,20.0,residential
2020-05-19,Miami,venues google,-37.0,retail_and_recreation
2020-05-19,Miami,venues google,-19.0,grocery_and_pharmacy
2020-05-19,Miami,venues google,-58.0,transit_stations
2020-05-19,Miami,venues google,-39.0,workplaces
2020-05-19,Miami,venues google,-57.0,parks
2020-05-20,Miami,venues google,19.0,residential
2020-05-20,Miami,venues google,-35.0,retail_and_recreation
2020-05-20,Miami,venues google,-17.0,grocery_and_pharmacy
2020-05-20,Miami,venues google,-56.0,transit_stations
2020-05-20,Miami,venues google,-39.0,workplaces
2020-05-20,Miami,venues google,-52.0,parks
2020-05-21,Miami,venues google,19.0,residential
2020-05-21,Miami,venues google,-36.0,retail_and_recreation
2020-05-21,Miami,venues google,-17.0,grocery_and_pharmacy
2020-05-21,Miami,venues google,-57.0,transit_stations
2020-05-21,Miami,venues google,-39.0,workplaces
2020-05-21,Miami,venues google,-53.0,parks
2020-05-22,Miami,venues google,19.0,residential
2020-05-22,Miami,venues google,-34.0,retail_and_recreation
2020-05-22,Miami,venues google,-12.0,grocery_and_pharmacy
2020-05-22,Miami,venues google,-56.0,transit_stations
2020-05-22,Miami,venues google,-37.0,workplaces
2020-05-22,Miami,venues google,-47.0,parks
2020-05-23,Miami,venues google,12.0,residential
2020-05-23,Miami,venues google,-38.0,retail_and_recreation
2020-05-23,Miami,venues google,-17.0,grocery_and_pharmacy
2020-05-23,Miami,venues google,-56.0,transit_stations
2020-05-23,Miami,venues google,-26.0,workplaces
2020-05-23,Miami,venues google,-59.0,parks
2020-05-24,Miami,venues google,14.0,residential
2020-05-24,Miami,venues google,-50.0,retail_and_recreation
2020-05-24,Miami,venues google,-33.0,grocery_and_pharmacy
2020-05-24,Miami,venues google,-70.0,transit_stations
2020-05-24,Miami,venues google,-34.0,workplaces
2020-05-24,Miami,venues google,-81.0,parks
2020-05-25,Miami,venues google,29.0,residential
2020-05-25,Miami,venues google,-47.0,retail_and_recreation
2020-05-25,Miami,venues google,-31.0,grocery_and_pharmacy
2020-05-25,Miami,venues google,-71.0,transit_stations
2020-05-25,Miami,venues google,-68.0,workplaces
2020-05-25,Miami,venues google,-76.0,parks
2020-05-26,Miami,venues google,19.0,residential
2020-05-26,Miami,venues google,-38.0,retail_and_recreation
2020-05-26,Miami,venues google,-24.0,grocery_and_pharmacy
2020-05-26,Miami,venues google,-58.0,transit_stations
2020-05-26,Miami,venues google,-37.0,workplaces
2020-05-26,Miami,venues google,-63.0,parks
2020-05-27,Miami,venues google,18.0,residential
2020-05-27,Miami,venues google,-31.0,retail_and_recreation
2020-05-27,Miami,venues google,-14.0,grocery_and_pharmacy
2020-05-27,Miami,venues google,-54.0,transit_stations
2020-05-27,Miami,venues google,-37.0,workplaces
2020-05-27,Miami,venues google,-53.0,parks
2020-05-28,Miami,venues google,17.0,residential
2020-05-28,Miami,venues google,-30.0,retail_and_recreation
2020-05-28,Miami,venues google,-12.0,grocery_and_pharmacy
2020-05-28,Miami,venues google,-54.0,transit_stations
2020-05-28,Miami,venues google,-36.0,workplaces
2020-05-28,Miami,venues google,-49.0,parks
2020-05-29,Miami,venues google,18.0,residential
2020-05-29,Miami,venues google,-31.0,retail_and_recreation
2020-05-29,Miami,venues google,-12.0,grocery_and_pharmacy
2020-05-29,Miami,venues google,-54.0,transit_stations
2020-05-29,Miami,venues google,-34.0,workplaces
2020-05-29,Miami,venues google,-47.0,parks
2020-05-30,Miami,venues google,10.0,residential
2020-05-30,Miami,venues google,-34.0,retail_and_recreation
2020-05-30,Miami,venues google,-14.0,grocery_and_pharmacy
2020-05-30,Miami,venues google,-51.0,transit_stations
2020-05-30,Miami,venues google,-19.0,workplaces
2020-05-30,Miami,venues google,-51.0,parks
2020-05-31,Miami,venues google,10.0,residential
2020-05-31,Miami,venues google,-38.0,retail_and_recreation
2020-05-31,Miami,venues google,-20.0,grocery_and_pharmacy
2020-05-31,Miami,venues google,-63.0,transit_stations
2020-05-31,Miami,venues google,-23.0,workplaces
2020-05-31,Miami,venues google,-55.0,parks
2020-06-01,Miami,venues google,16.0,residential
2020-06-01,Miami,venues google,-29.0,retail_and_recreation
2020-06-01,Miami,venues google,-15.0,grocery_and_pharmacy
2020-06-01,Miami,venues google,-53.0,transit_stations
2020-06-01,Miami,venues google,-34.0,workplaces
2020-06-01,Miami,venues google,-47.0,parks
2020-06-02,Miami,venues google,17.0,residential
2020-06-02,Miami,venues google,-30.0,retail_and_recreation
2020-06-02,Miami,venues google,-15.0,grocery_and_pharmacy
2020-06-02,Miami,venues google,-53.0,transit_stations
2020-06-02,Miami,venues google,-35.0,workplaces
2020-06-02,Miami,venues google,-54.0,parks
2020-06-03,Miami,venues google,18.0,residential
2020-06-03,Miami,venues google,-30.0,retail_and_recreation
2020-06-03,Miami,venues google,-16.0,grocery_and_pharmacy
2020-06-03,Miami,venues google,-55.0,transit_stations
2020-06-03,Miami,venues google,-35.0,workplaces
2020-06-03,Miami,venues google,-55.0,parks
2020-06-04,Miami,venues google,18.0,residential
2020-06-04,Miami,venues google,-31.0,retail_and_recreation
2020-06-04,Miami,venues google,-16.0,grocery_and_pharmacy
2020-06-04,Miami,venues google,-56.0,transit_stations
2020-06-04,Miami,venues google,-35.0,workplaces
2020-06-04,Miami,venues google,-61.0,parks
2020-06-05,Miami,venues google,17.0,residential
2020-06-05,Miami,venues google,-29.0,retail_and_recreation
2020-06-05,Miami,venues google,-11.0,grocery_and_pharmacy
2020-06-05,Miami,venues google,-52.0,transit_stations
2020-06-05,Miami,venues google,-33.0,workplaces
2020-06-05,Miami,venues google,-51.0,parks
2020-06-06,Miami,venues google,11.0,residential
2020-06-06,Miami,venues google,-32.0,retail_and_recreation
2020-06-06,Miami,venues google,-13.0,grocery_and_pharmacy
2020-06-06,Miami,venues google,-51.0,transit_stations
2020-06-06,Miami,venues google,-20.0,workplaces
2020-06-06,Miami,venues google,-57.0,parks
2020-06-07,Miami,venues google,9.0,residential
2020-06-07,Miami,venues google,-34.0,retail_and_recreation
2020-06-07,Miami,venues google,-17.0,grocery_and_pharmacy
2020-06-07,Miami,venues google,-56.0,transit_stations
2020-06-07,Miami,venues google,-22.0,workplaces
2020-06-07,Miami,venues google,-55.0,parks
2020-06-08,Miami,venues google,15.0,residential
2020-06-08,Miami,venues google,-28.0,retail_and_recreation
2020-06-08,Miami,venues google,-17.0,grocery_and_pharmacy
2020-06-08,Miami,venues google,-52.0,transit_stations
2020-06-08,Miami,venues google,-33.0,workplaces
2020-06-08,Miami,venues google,-48.0,parks
2020-06-09,Miami,venues google,15.0,residential
2020-06-09,Miami,venues google,-26.0,retail_and_recreation
2020-06-09,Miami,venues google,-13.0,grocery_and_pharmacy
2020-06-09,Miami,venues google,-50.0,transit_stations
2020-06-09,Miami,venues google,-33.0,workplaces
2020-06-09,Miami,venues google,-43.0,parks
2020-06-10,Miami,venues google,15.0,residential
2020-06-10,Miami,venues google,-26.0,retail_and_recreation
2020-06-10,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-10,Miami,venues google,-50.0,transit_stations
2020-06-10,Miami,venues google,-33.0,workplaces
2020-06-10,Miami,venues google,-37.0,parks
2020-06-11,Miami,venues google,15.0,residential
2020-06-11,Miami,venues google,-27.0,retail_and_recreation
2020-06-11,Miami,venues google,-13.0,grocery_and_pharmacy
2020-06-11,Miami,venues google,-51.0,transit_stations
2020-06-11,Miami,venues google,-34.0,workplaces
2020-06-11,Miami,venues google,-41.0,parks
2020-06-12,Miami,venues google,15.0,residential
2020-06-12,Miami,venues google,-27.0,retail_and_recreation
2020-06-12,Miami,venues google,-11.0,grocery_and_pharmacy
2020-06-12,Miami,venues google,-49.0,transit_stations
2020-06-12,Miami,venues google,-32.0,workplaces
2020-06-12,Miami,venues google,-37.0,parks
2020-06-13,Miami,venues google,9.0,residential
2020-06-13,Miami,venues google,-30.0,retail_and_recreation
2020-06-13,Miami,venues google,-13.0,grocery_and_pharmacy
2020-06-13,Miami,venues google,-49.0,transit_stations
2020-06-13,Miami,venues google,-18.0,workplaces
2020-06-13,Miami,venues google,-40.0,parks
2020-06-14,Miami,venues google,8.0,residential
2020-06-14,Miami,venues google,-33.0,retail_and_recreation
2020-06-14,Miami,venues google,-18.0,grocery_and_pharmacy
2020-06-14,Miami,venues google,-55.0,transit_stations
2020-06-14,Miami,venues google,-20.0,workplaces
2020-06-14,Miami,venues google,-46.0,parks
2020-06-15,Miami,venues google,15.0,residential
2020-06-15,Miami,venues google,-28.0,retail_and_recreation
2020-06-15,Miami,venues google,-19.0,grocery_and_pharmacy
2020-06-15,Miami,venues google,-51.0,transit_stations
2020-06-15,Miami,venues google,-33.0,workplaces
2020-06-15,Miami,venues google,-47.0,parks
2020-06-16,Miami,venues google,14.0,residential
2020-06-16,Miami,venues google,-24.0,retail_and_recreation
2020-06-16,Miami,venues google,-11.0,grocery_and_pharmacy
2020-06-16,Miami,venues google,-47.0,transit_stations
2020-06-16,Miami,venues google,-33.0,workplaces
2020-06-16,Miami,venues google,-33.0,parks
2020-06-17,Miami,venues google,15.0,residential
2020-06-17,Miami,venues google,-28.0,retail_and_recreation
2020-06-17,Miami,venues google,-18.0,grocery_and_pharmacy
2020-06-17,Miami,venues google,-50.0,transit_stations
2020-06-17,Miami,venues google,-34.0,workplaces
2020-06-17,Miami,venues google,-51.0,parks
2020-06-18,Miami,venues google,16.0,residential
2020-06-18,Miami,venues google,-28.0,retail_and_recreation
2020-06-18,Miami,venues google,-16.0,grocery_and_pharmacy
2020-06-18,Miami,venues google,-51.0,transit_stations
2020-06-18,Miami,venues google,-35.0,workplaces
2020-06-18,Miami,venues google,-51.0,parks
2020-06-19,Miami,venues google,14.0,residential
2020-06-19,Miami,venues google,-26.0,retail_and_recreation
2020-06-19,Miami,venues google,-9.0,grocery_and_pharmacy
2020-06-19,Miami,venues google,-50.0,transit_stations
2020-06-19,Miami,venues google,-33.0,workplaces
2020-06-19,Miami,venues google,-43.0,parks
2020-06-20,Miami,venues google,8.0,residential
2020-06-20,Miami,venues google,-27.0,retail_and_recreation
2020-06-20,Miami,venues google,-5.0,grocery_and_pharmacy
2020-06-20,Miami,venues google,-48.0,transit_stations
2020-06-20,Miami,venues google,-18.0,workplaces
2020-06-20,Miami,venues google,-41.0,parks
2020-06-21,Miami,venues google,6.0,residential
2020-06-21,Miami,venues google,-33.0,retail_and_recreation
2020-06-21,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-21,Miami,venues google,-55.0,transit_stations
2020-06-21,Miami,venues google,-19.0,workplaces
2020-06-21,Miami,venues google,-48.0,parks
2020-06-22,Miami,venues google,14.0,residential
2020-06-22,Miami,venues google,-28.0,retail_and_recreation
2020-06-22,Miami,venues google,-18.0,grocery_and_pharmacy
2020-06-22,Miami,venues google,-50.0,transit_stations
2020-06-22,Miami,venues google,-36.0,workplaces
2020-06-22,Miami,venues google,-37.0,parks
2020-06-23,Miami,venues google,15.0,residential
2020-06-23,Miami,venues google,-25.0,retail_and_recreation
2020-06-23,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-23,Miami,venues google,-47.0,transit_stations
2020-06-23,Miami,venues google,-35.0,workplaces
2020-06-23,Miami,venues google,-35.0,parks
2020-06-24,Miami,venues google,15.0,residential
2020-06-24,Miami,venues google,-26.0,retail_and_recreation
2020-06-24,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-24,Miami,venues google,-48.0,transit_stations
2020-06-24,Miami,venues google,-34.0,workplaces
2020-06-24,Miami,venues google,-36.0,parks
2020-06-25,Miami,venues google,15.0,residential
2020-06-25,Miami,venues google,-27.0,retail_and_recreation
2020-06-25,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-25,Miami,venues google,-50.0,transit_stations
2020-06-25,Miami,venues google,-35.0,workplaces
2020-06-25,Miami,venues google,-38.0,parks
2020-06-26,Miami,venues google,15.0,residential
2020-06-26,Miami,venues google,-28.0,retail_and_recreation
2020-06-26,Miami,venues google,-11.0,grocery_and_pharmacy
2020-06-26,Miami,venues google,-49.0,transit_stations
2020-06-26,Miami,venues google,-33.0,workplaces
2020-06-26,Miami,venues google,-38.0,parks
2020-06-27,Miami,venues google,9.0,residential
2020-06-27,Miami,venues google,-31.0,retail_and_recreation
2020-06-27,Miami,venues google,-14.0,grocery_and_pharmacy
2020-06-27,Miami,venues google,-49.0,transit_stations
2020-06-27,Miami,venues google,-20.0,workplaces
2020-06-27,Miami,venues google,-43.0,parks
2020-06-28,Miami,venues google,8.0,residential
2020-06-28,Miami,venues google,-34.0,retail_and_recreation
2020-06-28,Miami,venues google,-19.0,grocery_and_pharmacy
2020-06-28,Miami,venues google,-55.0,transit_stations
2020-06-28,Miami,venues google,-19.0,workplaces
2020-06-28,Miami,venues google,-43.0,parks
2020-06-29,Miami,venues google,14.0,residential
2020-06-29,Miami,venues google,-27.0,retail_and_recreation
2020-06-29,Miami,venues google,-16.0,grocery_and_pharmacy
2020-06-29,Miami,venues google,-51.0,transit_stations
2020-06-29,Miami,venues google,-34.0,workplaces
2020-06-29,Miami,venues google,-40.0,parks
2020-06-30,Miami,venues google,15.0,residential
2020-06-30,Miami,venues google,-24.0,retail_and_recreation
2020-06-30,Miami,venues google,-13.0,grocery_and_pharmacy
2020-06-30,Miami,venues google,-50.0,transit_stations
2020-06-30,Miami,venues google,-35.0,workplaces
2020-06-30,Miami,venues google,-39.0,parks
2020-07-01,Miami,venues google,15.0,residential
2020-07-01,Miami,venues google,-24.0,retail_and_recreation
2020-07-01,Miami,venues google,-14.0,grocery_and_pharmacy
2020-07-01,Miami,venues google,-50.0,transit_stations
2020-07-01,Miami,venues google,-35.0,workplaces
2020-07-01,Miami,venues google,-41.0,parks
2020-07-02,Miami,venues google,14.0,residential
2020-07-02,Miami,venues google,-23.0,retail_and_recreation
2020-07-02,Miami,venues google,-10.0,grocery_and_pharmacy
2020-07-02,Miami,venues google,-50.0,transit_stations
2020-07-02,Miami,venues google,-36.0,workplaces
2020-07-02,Miami,venues google,-42.0,parks
2020-07-03,Miami,venues google,20.0,residential
2020-07-03,Miami,venues google,-25.0,retail_and_recreation
2020-07-03,Miami,venues google,-2.0,grocery_and_pharmacy
2020-07-03,Miami,venues google,-55.0,transit_stations
2020-07-03,Miami,venues google,-52.0,workplaces
2020-07-03,Miami,venues google,-48.0,parks
2020-07-04,Miami,venues google,12.0,residential
2020-07-04,Miami,venues google,-43.0,retail_and_recreation
2020-07-04,Miami,venues google,-18.0,grocery_and_pharmacy
2020-07-04,Miami,venues google,-58.0,transit_stations
2020-07-04,Miami,venues google,-34.0,workplaces
2020-07-04,Miami,venues google,-61.0,parks
2020-07-05,Miami,venues google,10.0,residential
2020-07-05,Miami,venues google,-40.0,retail_and_recreation
2020-07-05,Miami,venues google,-28.0,grocery_and_pharmacy
2020-07-05,Miami,venues google,-61.0,transit_stations
2020-07-05,Miami,venues google,-26.0,workplaces
2020-07-05,Miami,venues google,-65.0,parks
2020-07-06,Miami,venues google,16.0,residential
2020-07-06,Miami,venues google,-28.0,retail_and_recreation
2020-07-06,Miami,venues google,-16.0,grocery_and_pharmacy
2020-07-06,Miami,venues google,-53.0,transit_stations
2020-07-06,Miami,venues google,-38.0,workplaces
2020-07-06,Miami,venues google,-52.0,parks
2020-07-07,Miami,venues google,16.0,residential
2020-07-07,Miami,venues google,-26.0,retail_and_recreation
2020-07-07,Miami,venues google,-12.0,grocery_and_pharmacy
2020-07-07,Miami,venues google,-49.0,transit_stations
2020-07-07,Miami,venues google,-38.0,workplaces
2020-07-07,Miami,venues google,-42.0,parks
2020-07-08,Miami,venues google,16.0,residential
2020-07-08,Miami,venues google,-29.0,retail_and_recreation
2020-07-08,Miami,venues google,-15.0,grocery_and_pharmacy
2020-07-08,Miami,venues google,-50.0,transit_stations
2020-07-08,Miami,venues google,-37.0,workplaces
2020-07-08,Miami,venues google,-45.0,parks
2020-07-09,Miami,venues google,16.0,residential
2020-07-09,Miami,venues google,-29.0,retail_and_recreation
2020-07-09,Miami,venues google,-12.0,grocery_and_pharmacy
2020-07-09,Miami,venues google,-52.0,transit_stations
2020-07-09,Miami,venues google,-37.0,workplaces
2020-07-09,Miami,venues google,-44.0,parks
2020-07-10,Miami,venues google,17.0,residential
2020-07-10,Miami,venues google,-33.0,retail_and_recreation
2020-07-10,Miami,venues google,-15.0,grocery_and_pharmacy
2020-07-10,Miami,venues google,-53.0,transit_stations
2020-07-10,Miami,venues google,-37.0,workplaces
2020-07-10,Miami,venues google,-51.0,parks
2020-07-11,Miami,venues google,12.0,residential
2020-07-11,Miami,venues google,-37.0,retail_and_recreation
2020-07-11,Miami,venues google,-17.0,grocery_and_pharmacy
2020-07-11,Miami,venues google,-57.0,transit_stations
2020-07-11,Miami,venues google,-23.0,workplaces
2020-07-11,Miami,venues google,-60.0,parks
2020-07-12,Miami,venues google,10.0,residential
2020-07-12,Miami,venues google,-35.0,retail_and_recreation
2020-07-12,Miami,venues google,-17.0,grocery_and_pharmacy
2020-07-12,Miami,venues google,-58.0,transit_stations
2020-07-12,Miami,venues google,-24.0,workplaces
2020-07-12,Miami,venues google,-47.0,parks
2020-07-13,Miami,venues google,16.0,residential
2020-07-13,Miami,venues google,-30.0,retail_and_recreation
2020-07-13,Miami,venues google,-16.0,grocery_and_pharmacy
2020-07-13,Miami,venues google,-53.0,transit_stations
2020-07-13,Miami,venues google,-38.0,workplaces
2020-07-13,Miami,venues google,-45.0,parks
2020-07-14,Miami,venues google,16.0,residential
2020-07-14,Miami,venues google,-29.0,retail_and_recreation
2020-07-14,Miami,venues google,-15.0,grocery_and_pharmacy
2020-07-14,Miami,venues google,-52.0,transit_stations
2020-07-14,Miami,venues google,-39.0,workplaces
2020-07-14,Miami,venues google,-44.0,parks
2020-07-15,Miami,venues google,17.0,residential
2020-07-15,Miami,venues google,-30.0,retail_and_recreation
2020-07-15,Miami,venues google,-16.0,grocery_and_pharmacy
2020-07-15,Miami,venues google,-53.0,transit_stations
2020-07-15,Miami,venues google,-38.0,workplaces
2020-07-15,Miami,venues google,-48.0,parks
2020-07-16,Miami,venues google,16.0,residential
2020-07-16,Miami,venues google,-29.0,retail_and_recreation
2020-07-16,Miami,venues google,-13.0,grocery_and_pharmacy
2020-07-16,Miami,venues google,-54.0,transit_stations
2020-07-16,Miami,venues google,-38.0,workplaces
2020-07-16,Miami,venues google,-45.0,parks
2020-07-17,Miami,venues google,18.0,residential
2020-07-17,Miami,venues google,-32.0,retail_and_recreation
2020-07-17,Miami,venues google,-15.0,grocery_and_pharmacy
2020-07-17,Miami,venues google,-55.0,transit_stations
2020-07-17,Miami,venues google,-37.0,workplaces
2020-07-17,Miami,venues google,-54.0,parks
2020-07-18,Miami,venues google,14.0,residential
2020-07-18,Miami,venues google,-39.0,retail_and_recreation
2020-07-18,Miami,venues google,-21.0,grocery_and_pharmacy
2020-07-18,Miami,venues google,-59.0,transit_stations
2020-07-18,Miami,venues google,-26.0,workplaces
2020-07-18,Miami,venues google,-69.0,parks
2020-07-19,Miami,venues google,9.0,residential
2020-07-19,Miami,venues google,-36.0,retail_and_recreation
2020-07-19,Miami,venues google,-19.0,grocery_and_pharmacy
2020-07-19,Miami,venues google,-58.0,transit_stations
2020-07-19,Miami,venues google,-24.0,workplaces
2020-07-19,Miami,venues google,-47.0,parks
2020-07-20,Miami,venues google,16.0,residential
2020-07-20,Miami,venues google,-30.0,retail_and_recreation
2020-07-20,Miami,venues google,-17.0,grocery_and_pharmacy
2020-07-20,Miami,venues google,-54.0,transit_stations
2020-07-20,Miami,venues google,-38.0,workplaces
2020-07-20,Miami,venues google,-45.0,parks
2020-07-21,Miami,venues google,17.0,residential
2020-07-21,Miami,venues google,-30.0,retail_and_recreation
2020-07-21,Miami,venues google,-18.0,grocery_and_pharmacy
2020-07-21,Miami,venues google,-54.0,transit_stations
2020-07-21,Miami,venues google,-39.0,workplaces
2020-07-21,Miami,venues google,-53.0,parks
2020-07-22,Miami,venues google,18.0,residential
2020-07-22,Miami,venues google,-32.0,retail_and_recreation
2020-07-22,Miami,venues google,-21.0,grocery_and_pharmacy
2020-07-22,Miami,venues google,-55.0,transit_stations
2020-07-22,Miami,venues google,-39.0,workplaces
2020-07-22,Miami,venues google,-60.0,parks
2020-07-23,Miami,venues google,17.0,residential
2020-07-23,Miami,venues google,-32.0,retail_and_recreation
2020-07-23,Miami,venues google,-19.0,grocery_and_pharmacy
2020-07-23,Miami,venues google,-56.0,transit_stations
2020-07-23,Miami,venues google,-39.0,workplaces
2020-07-23,Miami,venues google,-58.0,parks
2020-07-24,Miami,venues google,16.0,residential
2020-07-24,Miami,venues google,-30.0,retail_and_recreation
2020-07-24,Miami,venues google,-13.0,grocery_and_pharmacy
2020-07-24,Miami,venues google,-53.0,transit_stations
2020-07-24,Miami,venues google,-37.0,workplaces
2020-07-24,Miami,venues google,-45.0,parks
2020-07-25,Miami,venues google,10.0,residential
2020-07-25,Miami,venues google,-34.0,retail_and_recreation
2020-07-25,Miami,venues google,-17.0,grocery_and_pharmacy
2020-07-25,Miami,venues google,-54.0,transit_stations
2020-07-25,Miami,venues google,-24.0,workplaces
2020-07-25,Miami,venues google,-51.0,parks
2020-07-26,Miami,venues google,9.0,residential
2020-07-26,Miami,venues google,-35.0,retail_and_recreation
2020-07-26,Miami,venues google,-20.0,grocery_and_pharmacy
2020-07-26,Miami,venues google,-58.0,transit_stations
2020-07-26,Miami,venues google,-25.0,workplaces
2020-07-26,Miami,venues google,-45.0,parks
2020-07-27,Miami,venues google,15.0,residential
2020-07-27,Miami,venues google,-29.0,retail_and_recreation
2020-07-27,Miami,venues google,-18.0,grocery_and_pharmacy
2020-07-27,Miami,venues google,-53.0,transit_stations
2020-07-27,Miami,venues google,-39.0,workplaces
2020-07-27,Miami,venues google,-42.0,parks
2020-07-28,Miami,venues google,16.0,residential
2020-07-28,Miami,venues google,-28.0,retail_and_recreation
2020-07-28,Miami,venues google,-16.0,grocery_and_pharmacy
2020-07-28,Miami,venues google,-52.0,transit_stations
2020-07-28,Miami,venues google,-39.0,workplaces
2020-07-28,Miami,venues google,-41.0,parks
2020-07-29,Miami,venues google,15.0,residential
2020-07-29,Miami,venues google,-28.0,retail_and_recreation
2020-07-29,Miami,venues google,-15.0,grocery_and_pharmacy
2020-07-29,Miami,venues google,-52.0,transit_stations
2020-07-29,Miami,venues google,-39.0,workplaces
2020-07-29,Miami,venues google,-40.0,parks
2020-07-30,Miami,venues google,15.0,residential
2020-07-30,Miami,venues google,-28.0,retail_and_recreation
2020-07-30,Miami,venues google,-10.0,grocery_and_pharmacy
2020-07-30,Miami,venues google,-52.0,transit_stations
2020-07-30,Miami,venues google,-39.0,workplaces
2020-07-30,Miami,venues google,-42.0,parks
2020-07-31,Miami,venues google,15.0,residential
2020-07-31,Miami,venues google,-27.0,retail_and_recreation
2020-07-31,Miami,venues google,0.0,grocery_and_pharmacy
2020-07-31,Miami,venues google,-51.0,transit_stations
2020-07-31,Miami,venues google,-37.0,workplaces
2020-07-31,Miami,venues google,-43.0,parks
2020-08-01,Miami,venues google,16.0,residential
2020-08-01,Miami,venues google,-43.0,retail_and_recreation
2020-08-01,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-01,Miami,venues google,-63.0,transit_stations
2020-08-01,Miami,venues google,-33.0,workplaces
2020-08-01,Miami,venues google,-76.0,parks
2020-08-02,Miami,venues google,14.0,residential
2020-08-02,Miami,venues google,-47.0,retail_and_recreation
2020-08-02,Miami,venues google,-35.0,grocery_and_pharmacy
2020-08-02,Miami,venues google,-66.0,transit_stations
2020-08-02,Miami,venues google,-32.0,workplaces
2020-08-02,Miami,venues google,-78.0,parks
2020-08-03,Miami,venues google,16.0,residential
2020-08-03,Miami,venues google,-30.0,retail_and_recreation
2020-08-03,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-03,Miami,venues google,-54.0,transit_stations
2020-08-03,Miami,venues google,-38.0,workplaces
2020-08-03,Miami,venues google,-51.0,parks
2020-08-04,Miami,venues google,16.0,residential
2020-08-04,Miami,venues google,-28.0,retail_and_recreation
2020-08-04,Miami,venues google,-18.0,grocery_and_pharmacy
2020-08-04,Miami,venues google,-51.0,transit_stations
2020-08-04,Miami,venues google,-39.0,workplaces
2020-08-04,Miami,venues google,-44.0,parks
2020-08-05,Miami,venues google,16.0,residential
2020-08-05,Miami,venues google,-30.0,retail_and_recreation
2020-08-05,Miami,venues google,-20.0,grocery_and_pharmacy
2020-08-05,Miami,venues google,-51.0,transit_stations
2020-08-05,Miami,venues google,-38.0,workplaces
2020-08-05,Miami,venues google,-46.0,parks
2020-08-06,Miami,venues google,15.0,residential
2020-08-06,Miami,venues google,-30.0,retail_and_recreation
2020-08-06,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-06,Miami,venues google,-52.0,transit_stations
2020-08-06,Miami,venues google,-39.0,workplaces
2020-08-06,Miami,venues google,-46.0,parks
2020-08-07,Miami,venues google,15.0,residential
2020-08-07,Miami,venues google,-30.0,retail_and_recreation
2020-08-07,Miami,venues google,-14.0,grocery_and_pharmacy
2020-08-07,Miami,venues google,-51.0,transit_stations
2020-08-07,Miami,venues google,-37.0,workplaces
2020-08-07,Miami,venues google,-40.0,parks
2020-08-08,Miami,venues google,9.0,residential
2020-08-08,Miami,venues google,-33.0,retail_and_recreation
2020-08-08,Miami,venues google,-18.0,grocery_and_pharmacy
2020-08-08,Miami,venues google,-52.0,transit_stations
2020-08-08,Miami,venues google,-24.0,workplaces
2020-08-08,Miami,venues google,-43.0,parks
2020-08-09,Miami,venues google,7.0,residential
2020-08-09,Miami,venues google,-35.0,retail_and_recreation
2020-08-09,Miami,venues google,-20.0,grocery_and_pharmacy
2020-08-09,Miami,venues google,-57.0,transit_stations
2020-08-09,Miami,venues google,-25.0,workplaces
2020-08-09,Miami,venues google,-42.0,parks
2020-08-10,Miami,venues google,14.0,residential
2020-08-10,Miami,venues google,-29.0,retail_and_recreation
2020-08-10,Miami,venues google,-18.0,grocery_and_pharmacy
2020-08-10,Miami,venues google,-52.0,transit_stations
2020-08-10,Miami,venues google,-38.0,workplaces
2020-08-10,Miami,venues google,-40.0,parks
2020-08-11,Miami,venues google,15.0,residential
2020-08-11,Miami,venues google,-28.0,retail_and_recreation
