date,location,src,value
2020-10-05,San Francisco,indexed regular member,30.0
2020-10-06,San Francisco,indexed regular member,25.0
2020-10-07,San Francisco,indexed regular member,27.0
2020-10-09,San Francisco,indexed regular member,39.0
2020-10-10,San Francisco,indexed regular member,36.0
2020-10-11,San Francisco,indexed regular member,24.0
2020-10-12,San Francisco,indexed regular member,22.0
2020-10-13,San Francisco,indexed regular member,24.0
2020-10-14,San Francisco,indexed regular member,29.0
2020-10-15,San Francisco,indexed regular member,36.0
2020-10-16,San Francisco,indexed regular member,38.0
2020-10-17,San Francisco,indexed regular member,48.0
2020-10-18,San Francisco,indexed regular member,23.0
2020-10-19,San Francisco,indexed regular member,29.0
2020-10-20,San Francisco,indexed regular member,27.0
2020-10-21,San Francisco,indexed regular member,28.0
2020-10-22,San Francisco,indexed regular member,35.0
2020-10-23,San Francisco,indexed regular member,44.0
2020-10-24,San Francisco,indexed regular member,42.0
2020-10-25,San Francisco,indexed regular member,19.0
2020-10-26,San Francisco,indexed regular member,24.0
2020-10-27,San Francisco,indexed regular member,28.0
2020-10-28,San Francisco,indexed regular member,25.0
2020-10-29,San Francisco,indexed regular member,27.0
2020-10-30,San Francisco,indexed regular member,36.0
2020-03-01,San Francisco,mobility regular member,2.6630000000000003
2020-03-02,San Francisco,mobility regular member,3.3369999999999997
2020-03-03,San Francisco,mobility regular member,3.28
2020-03-04,San Francisco,mobility regular member,3.463
2020-03-05,San Francisco,mobility regular member,3.42
2020-03-06,San Francisco,mobility regular member,3.8369999999999997
2020-03-07,San Francisco,mobility regular member,3.065
2020-03-08,San Francisco,mobility regular member,2.622
2020-03-09,San Francisco,mobility regular member,2.699
2020-03-10,San Francisco,mobility regular member,2.8939999999999997
2020-03-11,San Francisco,mobility regular member,3.005
2020-03-12,San Francisco,mobility regular member,2.79
2020-03-13,San Francisco,mobility regular member,2.984
2020-03-14,San Francisco,mobility regular member,1.305
2020-03-15,San Francisco,mobility regular member,0.6709999999999999
2020-03-16,San Francisco,mobility regular member,1.6480000000000001
2020-03-17,San Francisco,mobility regular member,0.069
2020-03-18,San Francisco,mobility regular member,0.08199999999999999
2020-03-19,San Francisco,mobility regular member,0.042
2020-03-20,San Francisco,mobility regular member,0.11699999999999999
2020-03-21,San Francisco,mobility regular member,0.036000000000000004
2020-03-22,San Francisco,mobility regular member,0.042
2020-03-23,San Francisco,mobility regular member,0.034
2020-03-24,San Francisco,mobility regular member,0.027000000000000003
2020-03-25,San Francisco,mobility regular member,0.042
2020-03-26,San Francisco,mobility regular member,0.028999999999999998
2020-03-27,San Francisco,mobility regular member,0.038
2020-03-28,San Francisco,mobility regular member,0.025
2020-03-29,San Francisco,mobility regular member,0.021
2020-03-30,San Francisco,mobility regular member,0.03
2020-03-31,San Francisco,mobility regular member,0.028999999999999998
2020-04-01,San Francisco,mobility regular member,0.026000000000000002
2020-04-02,San Francisco,mobility regular member,0.042
2020-04-03,San Francisco,mobility regular member,0.043
2020-04-04,San Francisco,mobility regular member,0.025
2020-04-05,San Francisco,mobility regular member,0.02
2020-04-06,San Francisco,mobility regular member,0.023
2020-04-07,San Francisco,mobility regular member,0.033
2020-04-08,San Francisco,mobility regular member,0.025
2020-04-09,San Francisco,mobility regular member,0.027999999999999997
2020-04-10,San Francisco,mobility regular member,0.05
2020-04-11,San Francisco,mobility regular member,0.027000000000000003
2020-04-12,San Francisco,mobility regular member,0.019
2020-04-13,San Francisco,mobility regular member,0.03
2020-04-14,San Francisco,mobility regular member,0.027999999999999997
2020-04-15,San Francisco,mobility regular member,0.027000000000000003
2020-04-16,San Francisco,mobility regular member,0.024
2020-04-17,San Francisco,mobility regular member,0.033
2020-04-18,San Francisco,mobility regular member,0.028999999999999998
2020-04-19,San Francisco,mobility regular member,0.027000000000000003
2020-04-21,San Francisco,mobility regular member,0.025
2020-04-22,San Francisco,mobility regular member,0.027000000000000003
2020-04-23,San Francisco,mobility regular member,0.026000000000000002
2020-04-24,San Francisco,mobility regular member,0.032
2020-04-25,San Francisco,mobility regular member,0.028999999999999998
2020-04-26,San Francisco,mobility regular member,0.022000000000000002
2020-04-27,San Francisco,mobility regular member,0.023
2020-04-28,San Francisco,mobility regular member,0.027000000000000003
2020-04-29,San Francisco,mobility regular member,0.024
2020-04-30,San Francisco,mobility regular member,0.034
2020-05-01,San Francisco,mobility regular member,0.052000000000000005
2020-05-02,San Francisco,mobility regular member,0.036000000000000004
2020-05-03,San Francisco,mobility regular member,0.04
2020-05-04,San Francisco,mobility regular member,0.028999999999999998
2020-05-05,San Francisco,mobility regular member,0.025
2020-05-06,San Francisco,mobility regular member,0.031
2020-05-07,San Francisco,mobility regular member,0.026000000000000002
2020-05-08,San Francisco,mobility regular member,0.026000000000000002
2020-05-09,San Francisco,mobility regular member,0.027000000000000003
2020-05-10,San Francisco,mobility regular member,0.025
2020-05-11,San Francisco,mobility regular member,0.023
2020-05-12,San Francisco,mobility regular member,0.023
2020-05-13,San Francisco,mobility regular member,0.025
2020-05-14,San Francisco,mobility regular member,0.023
2020-05-15,San Francisco,mobility regular member,0.14800000000000002
2020-05-16,San Francisco,mobility regular member,0.091
2020-05-17,San Francisco,mobility regular member,0.034
2020-05-18,San Francisco,mobility regular member,0.034
2020-05-19,San Francisco,mobility regular member,0.049
2020-05-20,San Francisco,mobility regular member,0.064
2020-05-21,San Francisco,mobility regular member,0.11199999999999999
2020-05-22,San Francisco,mobility regular member,0.301
2020-05-23,San Francisco,mobility regular member,0.156
2020-05-24,San Francisco,mobility regular member,0.146
2020-05-25,San Francisco,mobility regular member,0.071
2020-05-26,San Francisco,mobility regular member,0.142
2020-05-27,San Francisco,mobility regular member,0.09
2020-05-28,San Francisco,mobility regular member,0.165
2020-05-30,San Francisco,mobility regular member,0.06
2020-05-31,San Francisco,mobility regular member,0.057999999999999996
2020-06-01,San Francisco,mobility regular member,0.11599999999999999
2020-06-02,San Francisco,mobility regular member,0.22699999999999998
2020-06-03,San Francisco,mobility regular member,0.18600000000000005
2020-06-04,San Francisco,mobility regular member,0.311
2020-06-05,San Francisco,mobility regular member,0.461
2020-06-06,San Francisco,mobility regular member,0.493
2020-06-07,San Francisco,mobility regular member,0.07200000000000001
2020-06-08,San Francisco,mobility regular member,0.436
2020-06-09,San Francisco,mobility regular member,0.083
2020-06-10,San Francisco,mobility regular member,0.488
2020-06-11,San Francisco,mobility regular member,0.423
2020-06-12,San Francisco,mobility regular member,0.479
2020-06-13,San Francisco,mobility regular member,0.732
2020-06-14,San Francisco,mobility regular member,0.134
2020-06-15,San Francisco,mobility regular member,0.282
2020-06-16,San Francisco,mobility regular member,0.15
2020-06-17,San Francisco,mobility regular member,0.413
2020-06-18,San Francisco,mobility regular member,0.941
2020-06-19,San Francisco,mobility regular member,1.466
2020-06-20,San Francisco,mobility regular member,0.718
2020-06-21,San Francisco,mobility regular member,0.136
2020-06-22,San Francisco,mobility regular member,0.41700000000000004
2020-06-23,San Francisco,mobility regular member,0.48700000000000004
2020-06-24,San Francisco,mobility regular member,0.898
2020-06-25,San Francisco,mobility regular member,0.504
2020-06-26,San Francisco,mobility regular member,1.281
2020-06-27,San Francisco,mobility regular member,1.31
2020-06-28,San Francisco,mobility regular member,0.273
2020-06-29,San Francisco,mobility regular member,0.66
2020-06-30,San Francisco,mobility regular member,0.9440000000000001
2020-07-01,San Francisco,mobility regular member,0.9440000000000001
2020-07-02,San Francisco,mobility regular member,1.1640000000000001
2020-07-03,San Francisco,mobility regular member,1.29
2020-07-04,San Francisco,mobility regular member,0.418
2020-07-05,San Francisco,mobility regular member,0.33399999999999996
2020-07-06,San Francisco,mobility regular member,1.026
2020-07-07,San Francisco,mobility regular member,0.78
2020-07-08,San Francisco,mobility regular member,0.723
2020-07-09,San Francisco,mobility regular member,0.8270000000000001
2020-07-10,San Francisco,mobility regular member,0.8190000000000001
2020-07-11,San Francisco,mobility regular member,1.0959999999999999
2020-07-12,San Francisco,mobility regular member,0.37799999999999995
2020-07-13,San Francisco,mobility regular member,0.446
2020-07-14,San Francisco,mobility regular member,0.5589999999999999
2020-07-15,San Francisco,mobility regular member,0.382
2020-07-16,San Francisco,mobility regular member,0.47700000000000004
2020-07-17,San Francisco,mobility regular member,0.41700000000000004
2020-07-18,San Francisco,mobility regular member,0.163
2020-07-19,San Francisco,mobility regular member,0.29
2020-07-20,San Francisco,mobility regular member,0.29600000000000004
2020-07-21,San Francisco,mobility regular member,0.336
2020-07-22,San Francisco,mobility regular member,0.424
2020-07-23,San Francisco,mobility regular member,0.327
2020-07-24,San Francisco,mobility regular member,0.645
2020-07-25,San Francisco,mobility regular member,0.396
2020-07-26,San Francisco,mobility regular member,0.111
2020-07-27,San Francisco,mobility regular member,0.392
2020-07-28,San Francisco,mobility regular member,0.41700000000000004
2020-07-29,San Francisco,mobility regular member,0.461
2020-07-30,San Francisco,mobility regular member,0.45399999999999996
2020-07-31,San Francisco,mobility regular member,0.907
2020-08-01,San Francisco,mobility regular member,0.6809999999999999
2020-08-02,San Francisco,mobility regular member,0.073
2020-08-03,San Francisco,mobility regular member,0.48100000000000004
2020-08-04,San Francisco,mobility regular member,0.494
2020-08-05,San Francisco,mobility regular member,0.65
2020-08-06,San Francisco,mobility regular member,0.584
2020-08-07,San Francisco,mobility regular member,0.7609999999999999
2020-08-08,San Francisco,mobility regular member,0.8
2020-08-09,San Francisco,mobility regular member,0.245
2020-08-10,San Francisco,mobility regular member,0.389
2020-08-11,San Francisco,mobility regular member,0.5379999999999999
2020-08-12,San Francisco,mobility regular member,0.597
2020-08-13,San Francisco,mobility regular member,0.7020000000000001
2020-08-14,San Francisco,mobility regular member,0.852
2020-08-15,San Francisco,mobility regular member,1.011
2020-08-16,San Francisco,mobility regular member,0.068
2020-08-17,San Francisco,mobility regular member,0.33
2020-08-18,San Francisco,mobility regular member,0.7559999999999999
2020-08-19,San Francisco,mobility regular member,0.4270000000000001
2020-08-20,San Francisco,mobility regular member,0.622
2020-08-21,San Francisco,mobility regular member,1.114
2020-08-22,San Francisco,mobility regular member,0.907
2020-08-23,San Francisco,mobility regular member,0.228
2020-08-24,San Francisco,mobility regular member,0.583
2020-08-25,San Francisco,mobility regular member,0.603
2020-08-26,San Francisco,mobility regular member,0.41200000000000003
2020-08-27,San Francisco,mobility regular member,0.672
2020-08-28,San Francisco,mobility regular member,0.917
2020-08-29,San Francisco,mobility regular member,1.107
2020-08-30,San Francisco,mobility regular member,0.184
2020-08-31,San Francisco,mobility regular member,0.575
2020-09-01,San Francisco,mobility regular member,0.8270000000000001
2020-09-02,San Francisco,mobility regular member,0.9640000000000001
2020-09-03,San Francisco,mobility regular member,0.878
2020-09-04,San Francisco,mobility regular member,1.287
2020-09-05,San Francisco,mobility regular member,1.075
2020-09-06,San Francisco,mobility regular member,1.041
2020-09-07,San Francisco,mobility regular member,0.475
2020-09-08,San Francisco,mobility regular member,0.611
2020-09-09,San Francisco,mobility regular member,0.6629999999999999
2020-09-10,San Francisco,mobility regular member,0.536
2020-09-11,San Francisco,mobility regular member,0.71
2020-09-12,San Francisco,mobility regular member,0.629
2020-09-13,San Francisco,mobility regular member,0.172
2020-09-14,San Francisco,mobility regular member,0.767
2020-09-15,San Francisco,mobility regular member,0.5870000000000001
2020-09-16,San Francisco,mobility regular member,1.018
2020-09-17,San Francisco,mobility regular member,0.9179999999999999
2020-09-18,San Francisco,mobility regular member,1.518
2020-09-19,San Francisco,mobility regular member,1.396
2020-09-20,San Francisco,mobility regular member,0.7759999999999999
2020-09-21,San Francisco,mobility regular member,0.828
2020-09-22,San Francisco,mobility regular member,0.5539999999999999
2020-09-23,San Francisco,mobility regular member,0.841
2020-09-24,San Francisco,mobility regular member,0.9129999999999999
2020-09-25,San Francisco,mobility regular member,1.6119999999999999
2020-09-26,San Francisco,mobility regular member,1.473
2020-09-27,San Francisco,mobility regular member,0.657
2020-09-28,San Francisco,mobility regular member,0.696
2020-09-29,San Francisco,mobility regular member,1.1440000000000001
2020-09-30,San Francisco,mobility regular member,1.4180000000000001
2020-10-01,San Francisco,mobility regular member,2.174
2020-10-02,San Francisco,mobility regular member,1.838
2020-10-03,San Francisco,mobility regular member,1.324
2020-10-04,San Francisco,mobility regular member,0.516
2020-10-05,San Francisco,mobility regular member,1.05
2020-10-06,San Francisco,mobility regular member,0.8640000000000001
2020-10-07,San Francisco,mobility regular member,0.9470000000000001
2020-10-09,San Francisco,mobility regular member,1.364
2020-10-10,San Francisco,mobility regular member,1.24
2020-10-11,San Francisco,mobility regular member,0.846
2020-10-12,San Francisco,mobility regular member,0.759
2020-10-13,San Francisco,mobility regular member,0.84
2020-10-14,San Francisco,mobility regular member,1.018
2020-10-15,San Francisco,mobility regular member,1.236
2020-10-16,San Francisco,mobility regular member,1.319
2020-10-17,San Francisco,mobility regular member,1.65
2020-10-18,San Francisco,mobility regular member,0.787
2020-10-19,San Francisco,mobility regular member,1.014
2020-10-20,San Francisco,mobility regular member,0.941
2020-10-21,San Francisco,mobility regular member,0.968
2020-10-22,San Francisco,mobility regular member,1.228
2020-10-23,San Francisco,mobility regular member,1.538
2020-10-24,San Francisco,mobility regular member,1.449
2020-10-25,San Francisco,mobility regular member,0.65
2020-10-26,San Francisco,mobility regular member,0.8440000000000001
2020-10-27,San Francisco,mobility regular member,0.987
2020-10-28,San Francisco,mobility regular member,0.867
2020-10-29,San Francisco,mobility regular member,0.955
2020-10-30,San Francisco,mobility regular member,1.247
2020-01-13,San Francisco,transit,100.0
2020-01-14,San Francisco,transit,101.59
2020-01-15,San Francisco,transit,104.05
2020-01-16,San Francisco,transit,97.69
2020-01-17,San Francisco,transit,115.19
2020-01-18,San Francisco,transit,108.1
2020-01-19,San Francisco,transit,92.83
2020-01-20,San Francisco,transit,98.47
2020-01-21,San Francisco,transit,108.29
2020-01-22,San Francisco,transit,114.0
2020-01-23,San Francisco,transit,113.35
2020-01-24,San Francisco,transit,122.65
2020-01-25,San Francisco,transit,112.84
2020-01-26,San Francisco,transit,90.13
2020-01-27,San Francisco,transit,107.83
2020-01-28,San Francisco,transit,104.67
2020-01-29,San Francisco,transit,108.54
2020-01-30,San Francisco,transit,110.47
2020-01-31,San Francisco,transit,122.26
2020-02-01,San Francisco,transit,111.39
2020-02-02,San Francisco,transit,87.44
2020-02-03,San Francisco,transit,103.25
2020-02-04,San Francisco,transit,106.6
2020-02-05,San Francisco,transit,108.83
2020-02-06,San Francisco,transit,112.99
2020-02-07,San Francisco,transit,125.9
2020-02-08,San Francisco,transit,121.33
2020-02-09,San Francisco,transit,90.89
2020-02-10,San Francisco,transit,108.49
2020-02-11,San Francisco,transit,111.13
2020-02-12,San Francisco,transit,112.76
2020-02-13,San Francisco,transit,115.84
2020-02-14,San Francisco,transit,129.3
2020-02-15,San Francisco,transit,116.41
2020-02-16,San Francisco,transit,99.89
2020-02-17,San Francisco,transit,101.12
2020-02-18,San Francisco,transit,111.35
2020-02-19,San Francisco,transit,113.44
2020-02-20,San Francisco,transit,116.27
2020-02-21,San Francisco,transit,129.56
2020-02-22,San Francisco,transit,120.02
2020-02-23,San Francisco,transit,98.3
2020-02-24,San Francisco,transit,108.15
2020-02-25,San Francisco,transit,109.17
2020-02-26,San Francisco,transit,113.6
2020-02-27,San Francisco,transit,114.74
2020-02-28,San Francisco,transit,123.34
2020-02-29,San Francisco,transit,110.45
2020-03-01,San Francisco,transit,88.94
2020-03-02,San Francisco,transit,99.32
2020-03-03,San Francisco,transit,103.16
2020-03-04,San Francisco,transit,107.46
2020-03-05,San Francisco,transit,104.42
2020-03-06,San Francisco,transit,116.29
2020-03-07,San Francisco,transit,93.85
2020-03-08,San Francisco,transit,78.34
2020-03-09,San Francisco,transit,95.86
2020-03-10,San Francisco,transit,94.8
2020-03-11,San Francisco,transit,91.52
2020-03-12,San Francisco,transit,80.45
2020-03-13,San Francisco,transit,79.75
2020-03-14,San Francisco,transit,49.01
2020-03-15,San Francisco,transit,42.38
2020-03-16,San Francisco,transit,43.54
2020-03-17,San Francisco,transit,28.09
2020-03-18,San Francisco,transit,26.75
2020-03-19,San Francisco,transit,27.13
2020-03-20,San Francisco,transit,26.78
2020-03-21,San Francisco,transit,18.94
2020-03-22,San Francisco,transit,21.62
2020-03-23,San Francisco,transit,24.92
2020-03-24,San Francisco,transit,22.92
2020-03-25,San Francisco,transit,23.28
2020-03-26,San Francisco,transit,23.78
2020-03-27,San Francisco,transit,21.86
2020-03-28,San Francisco,transit,15.46
2020-03-29,San Francisco,transit,17.89
2020-03-30,San Francisco,transit,21.95
2020-03-31,San Francisco,transit,22.88
2020-04-01,San Francisco,transit,22.52
2020-04-02,San Francisco,transit,21.29
2020-04-03,San Francisco,transit,22.66
2020-04-04,San Francisco,transit,14.8
2020-04-05,San Francisco,transit,16.69
2020-04-06,San Francisco,transit,19.14
2020-04-07,San Francisco,transit,21.05
2020-04-08,San Francisco,transit,19.83
2020-04-09,San Francisco,transit,21.28
2020-04-10,San Francisco,transit,19.61
2020-04-11,San Francisco,transit,14.89
2020-04-12,San Francisco,transit,15.92
2020-04-13,San Francisco,transit,19.97
2020-04-14,San Francisco,transit,19.16
2020-04-15,San Francisco,transit,23.26
2020-04-16,San Francisco,transit,21.01
2020-04-17,San Francisco,transit,24.66
2020-04-18,San Francisco,transit,14.62
2020-04-19,San Francisco,transit,17.9
2020-04-20,San Francisco,transit,19.63
2020-04-21,San Francisco,transit,19.62
2020-04-22,San Francisco,transit,20.46
2020-04-23,San Francisco,transit,20.31
