date,location,src,value
2020-04-14,Miami-Dade County,indexed regular member,4.0
2020-04-15,Miami-Dade County,indexed regular member,7.0
2020-04-16,Miami-Dade County,indexed regular member,8.0
2020-04-17,Miami-Dade County,indexed regular member,16.0
2020-04-18,Miami-Dade County,indexed regular member,4.0
2020-04-19,Miami-Dade County,indexed regular member,0.0
2020-04-21,Miami-Dade County,indexed regular member,17.0
2020-04-22,Miami-Dade County,indexed regular member,19.0
2020-04-23,Miami-Dade County,indexed regular member,21.0
2020-04-24,Miami-Dade County,indexed regular member,25.0
2020-04-25,Miami-Dade County,indexed regular member,10.0
2020-04-26,Miami-Dade County,indexed regular member,0.0
2020-04-27,Miami-Dade County,indexed regular member,21.0
2020-04-28,Miami-Dade County,indexed regular member,25.0
2020-04-29,Miami-Dade County,indexed regular member,26.0
2020-04-30,Miami-Dade County,indexed regular member,24.0
2020-05-01,Miami-Dade County,indexed regular member,38.0
2020-05-02,Miami-Dade County,indexed regular member,22.0
2020-05-03,Miami-Dade County,indexed regular member,8.0
2020-05-04,Miami-Dade County,indexed regular member,19.0
2020-05-05,Miami-Dade County,indexed regular member,29.0
2020-05-06,Miami-Dade County,indexed regular member,38.0
2020-05-07,Miami-Dade County,indexed regular member,28.0
2020-05-08,Miami-Dade County,indexed regular member,37.0
2020-05-09,Miami-Dade County,indexed regular member,27.0
2020-05-10,Miami-Dade County,indexed regular member,5.0
2020-05-11,Miami-Dade County,indexed regular member,15.0
2020-05-12,Miami-Dade County,indexed regular member,29.0
2020-05-13,Miami-Dade County,indexed regular member,20.0
2020-05-14,Miami-Dade County,indexed regular member,17.0
2020-05-15,Miami-Dade County,indexed regular member,24.0
2020-05-16,Miami-Dade County,indexed regular member,24.0
2020-05-17,Miami-Dade County,indexed regular member,10.0
2020-05-18,Miami-Dade County,indexed regular member,30.0
2020-05-19,Miami-Dade County,indexed regular member,29.0
2020-05-20,Miami-Dade County,indexed regular member,43.0
2020-05-21,Miami-Dade County,indexed regular member,45.0
2020-05-22,Miami-Dade County,indexed regular member,57.0
2020-05-23,Miami-Dade County,indexed regular member,37.0
2020-05-24,Miami-Dade County,indexed regular member,2.0
2020-05-25,Miami-Dade County,indexed regular member,2.0
2020-05-26,Miami-Dade County,indexed regular member,43.0
2020-05-27,Miami-Dade County,indexed regular member,49.0
2020-05-28,Miami-Dade County,indexed regular member,51.0
2020-05-30,Miami-Dade County,indexed regular member,42.0
2020-05-31,Miami-Dade County,indexed regular member,12.0
2020-06-01,Miami-Dade County,indexed regular member,53.0
2020-06-02,Miami-Dade County,indexed regular member,46.0
2020-06-03,Miami-Dade County,indexed regular member,59.0
2020-06-04,Miami-Dade County,indexed regular member,52.0
2020-06-05,Miami-Dade County,indexed regular member,62.0
2020-06-06,Miami-Dade County,indexed regular member,46.0
2020-06-07,Miami-Dade County,indexed regular member,23.0
2020-06-08,Miami-Dade County,indexed regular member,57.0
2020-06-09,Miami-Dade County,indexed regular member,65.0
2020-06-10,Miami-Dade County,indexed regular member,58.0
2020-06-11,Miami-Dade County,indexed regular member,64.0
2020-06-12,Miami-Dade County,indexed regular member,58.0
2020-06-13,Miami-Dade County,indexed regular member,53.0
2020-06-14,Miami-Dade County,indexed regular member,20.0
2020-06-15,Miami-Dade County,indexed regular member,45.0
2020-06-16,Miami-Dade County,indexed regular member,52.0
2020-06-17,Miami-Dade County,indexed regular member,65.0
2020-06-18,Miami-Dade County,indexed regular member,63.0
2020-06-19,Miami-Dade County,indexed regular member,69.0
2020-06-20,Miami-Dade County,indexed regular member,50.0
2020-06-21,Miami-Dade County,indexed regular member,29.0
2020-06-22,Miami-Dade County,indexed regular member,51.0
2020-06-23,Miami-Dade County,indexed regular member,63.0
2020-06-24,Miami-Dade County,indexed regular member,60.0
2020-06-25,Miami-Dade County,indexed regular member,67.0
2020-06-26,Miami-Dade County,indexed regular member,69.0
2020-06-27,Miami-Dade County,indexed regular member,52.0
2020-06-28,Miami-Dade County,indexed regular member,29.0
2020-06-29,Miami-Dade County,indexed regular member,51.0
2020-06-30,Miami-Dade County,indexed regular member,63.0
2020-07-01,Miami-Dade County,indexed regular member,62.0
2020-07-02,Miami-Dade County,indexed regular member,61.0
2020-07-03,Miami-Dade County,indexed regular member,56.0
2020-07-04,Miami-Dade County,indexed regular member,30.0
2020-07-05,Miami-Dade County,indexed regular member,16.0
2020-07-06,Miami-Dade County,indexed regular member,51.0
2020-07-07,Miami-Dade County,indexed regular member,59.0
2020-07-08,Miami-Dade County,indexed regular member,64.0
2020-07-09,Miami-Dade County,indexed regular member,62.0
2020-07-10,Miami-Dade County,indexed regular member,66.0
2020-07-11,Miami-Dade County,indexed regular member,43.0
2020-07-12,Miami-Dade County,indexed regular member,33.0
2020-07-13,Miami-Dade County,indexed regular member,61.0
2020-07-14,Miami-Dade County,indexed regular member,73.0
2020-07-15,Miami-Dade County,indexed regular member,63.0
2020-07-16,Miami-Dade County,indexed regular member,57.0
2020-07-17,Miami-Dade County,indexed regular member,81.0
2020-07-18,Miami-Dade County,indexed regular member,36.0
2020-07-19,Miami-Dade County,indexed regular member,24.0
2020-07-20,Miami-Dade County,indexed regular member,46.0
2020-07-21,Miami-Dade County,indexed regular member,48.0
2020-07-22,Miami-Dade County,indexed regular member,46.0
2020-07-23,Miami-Dade County,indexed regular member,48.0
2020-07-24,Miami-Dade County,indexed regular member,60.0
2020-07-25,Miami-Dade County,indexed regular member,36.0
2020-07-26,Miami-Dade County,indexed regular member,17.0
2020-07-27,Miami-Dade County,indexed regular member,46.0
2020-07-28,Miami-Dade County,indexed regular member,53.0
2020-07-29,Miami-Dade County,indexed regular member,51.0
2020-07-30,Miami-Dade County,indexed regular member,53.0
2020-07-31,Miami-Dade County,indexed regular member,56.0
2020-08-01,Miami-Dade County,indexed regular member,15.0
2020-08-02,Miami-Dade County,indexed regular member,0.0
2020-08-03,Miami-Dade County,indexed regular member,38.0
2020-08-04,Miami-Dade County,indexed regular member,55.0
2020-08-05,Miami-Dade County,indexed regular member,59.0
2020-08-06,Miami-Dade County,indexed regular member,53.0
2020-08-07,Miami-Dade County,indexed regular member,63.0
2020-08-08,Miami-Dade County,indexed regular member,52.0
2020-08-09,Miami-Dade County,indexed regular member,23.0
2020-08-10,Miami-Dade County,indexed regular member,56.0
2020-08-11,Miami-Dade County,indexed regular member,62.0
2020-08-12,Miami-Dade County,indexed regular member,59.0
2020-08-13,Miami-Dade County,indexed regular member,61.0
2020-08-14,Miami-Dade County,indexed regular member,70.0
2020-08-15,Miami-Dade County,indexed regular member,56.0
2020-08-16,Miami-Dade County,indexed regular member,22.0
2020-08-17,Miami-Dade County,indexed regular member,54.0
2020-08-18,Miami-Dade County,indexed regular member,61.0
2020-08-19,Miami-Dade County,indexed regular member,56.0
2020-08-20,Miami-Dade County,indexed regular member,63.0
2020-08-21,Miami-Dade County,indexed regular member,77.0
2020-08-22,Miami-Dade County,indexed regular member,58.0
2020-08-23,Miami-Dade County,indexed regular member,29.0
2020-08-24,Miami-Dade County,indexed regular member,58.0
2020-08-25,Miami-Dade County,indexed regular member,67.0
2020-08-26,Miami-Dade County,indexed regular member,69.0
2020-08-27,Miami-Dade County,indexed regular member,67.0
2020-08-28,Miami-Dade County,indexed regular member,78.0
2020-08-29,Miami-Dade County,indexed regular member,62.0
2020-08-30,Miami-Dade County,indexed regular member,27.0
2020-08-31,Miami-Dade County,indexed regular member,52.0
2020-09-01,Miami-Dade County,indexed regular member,62.0
2020-09-02,Miami-Dade County,indexed regular member,69.0
2020-09-03,Miami-Dade County,indexed regular member,70.0
2020-09-04,Miami-Dade County,indexed regular member,78.0
2020-09-05,Miami-Dade County,indexed regular member,58.0
2020-09-06,Miami-Dade County,indexed regular member,37.0
2020-09-07,Miami-Dade County,indexed regular member,34.0
2020-09-08,Miami-Dade County,indexed regular member,58.0
2020-09-09,Miami-Dade County,indexed regular member,62.0
2020-09-10,Miami-Dade County,indexed regular member,63.0
2020-09-11,Miami-Dade County,indexed regular member,75.0
2020-09-12,Miami-Dade County,indexed regular member,37.0
2020-09-13,Miami-Dade County,indexed regular member,28.0
2020-09-14,Miami-Dade County,indexed regular member,61.0
2020-09-15,Miami-Dade County,indexed regular member,55.0
2020-09-16,Miami-Dade County,indexed regular member,71.0
2020-09-17,Miami-Dade County,indexed regular member,70.0
2020-09-18,Miami-Dade County,indexed regular member,82.0
2020-09-19,Miami-Dade County,indexed regular member,61.0
2020-09-20,Miami-Dade County,indexed regular member,35.0
2020-09-21,Miami-Dade County,indexed regular member,50.0
2020-09-22,Miami-Dade County,indexed regular member,55.0
2020-09-23,Miami-Dade County,indexed regular member,69.0
2020-09-24,Miami-Dade County,indexed regular member,67.0
2020-09-25,Miami-Dade County,indexed regular member,74.0
2020-09-26,Miami-Dade County,indexed regular member,62.0
2020-09-27,Miami-Dade County,indexed regular member,41.0
2020-09-28,Miami-Dade County,indexed regular member,66.0
2020-09-29,Miami-Dade County,indexed regular member,74.0
2020-09-30,Miami-Dade County,indexed regular member,79.0
2020-10-01,Miami-Dade County,indexed regular member,84.0
2020-10-02,Miami-Dade County,indexed regular member,87.0
2020-10-03,Miami-Dade County,indexed regular member,56.0
2020-10-04,Miami-Dade County,indexed regular member,36.0
2020-10-05,Miami-Dade County,indexed regular member,61.0
2020-10-06,Miami-Dade County,indexed regular member,71.0
2020-10-07,Miami-Dade County,indexed regular member,76.0
2020-10-09,Miami-Dade County,indexed regular member,76.0
2020-10-10,Miami-Dade County,indexed regular member,66.0
2020-10-11,Miami-Dade County,indexed regular member,42.0
2020-10-12,Miami-Dade County,indexed regular member,65.0
2020-10-13,Miami-Dade County,indexed regular member,73.0
2020-10-14,Miami-Dade County,indexed regular member,77.0
2020-10-15,Miami-Dade County,indexed regular member,79.0
2020-10-16,Miami-Dade County,indexed regular member,84.0
2020-10-17,Miami-Dade County,indexed regular member,74.0
2020-10-18,Miami-Dade County,indexed regular member,45.0
2020-10-19,Miami-Dade County,indexed regular member,69.0
2020-10-20,Miami-Dade County,indexed regular member,73.0
2020-10-21,Miami-Dade County,indexed regular member,68.0
2020-10-22,Miami-Dade County,indexed regular member,75.0
2020-10-23,Miami-Dade County,indexed regular member,88.0
2020-10-24,Miami-Dade County,indexed regular member,66.0
2020-10-25,Miami-Dade County,indexed regular member,32.0
2020-10-26,Miami-Dade County,indexed regular member,65.0
2020-10-27,Miami-Dade County,indexed regular member,70.0
2020-10-28,Miami-Dade County,indexed regular member,75.0
2020-10-29,Miami-Dade County,indexed regular member,76.0
2020-10-30,Miami-Dade County,indexed regular member,84.0
2020-03-01,San Francisco County,indexed regular member,77.0
2020-03-02,San Francisco County,indexed regular member,97.0
2020-03-03,San Francisco County,indexed regular member,95.0
2020-03-04,San Francisco County,indexed regular member,101.0
2020-03-05,San Francisco County,indexed regular member,100.0
2020-03-06,San Francisco County,indexed regular member,112.0
2020-03-07,San Francisco County,indexed regular member,89.0
2020-03-08,San Francisco County,indexed regular member,76.0
2020-03-09,San Francisco County,indexed regular member,78.0
2020-03-10,San Francisco County,indexed regular member,84.0
2020-03-11,San Francisco County,indexed regular member,87.0
2020-03-12,San Francisco County,indexed regular member,81.0
2020-03-13,San Francisco County,indexed regular member,87.0
2020-03-14,San Francisco County,indexed regular member,38.0
2020-03-15,San Francisco County,indexed regular member,19.0
2020-03-16,San Francisco County,indexed regular member,48.0
2020-03-17,San Francisco County,indexed regular member,2.0
2020-03-18,San Francisco County,indexed regular member,2.0
2020-03-19,San Francisco County,indexed regular member,1.0
2020-03-20,San Francisco County,indexed regular member,3.0
2020-03-21,San Francisco County,indexed regular member,1.0
2020-03-22,San Francisco County,indexed regular member,1.0
2020-03-23,San Francisco County,indexed regular member,0.0
2020-03-24,San Francisco County,indexed regular member,0.0
2020-03-25,San Francisco County,indexed regular member,1.0
2020-03-26,San Francisco County,indexed regular member,0.0
2020-03-27,San Francisco County,indexed regular member,1.0
2020-03-28,San Francisco County,indexed regular member,0.0
2020-03-29,San Francisco County,indexed regular member,0.0
2020-03-30,San Francisco County,indexed regular member,0.0
2020-03-31,San Francisco County,indexed regular member,0.0
2020-04-01,San Francisco County,indexed regular member,0.0
2020-04-02,San Francisco County,indexed regular member,1.0
2020-04-03,San Francisco County,indexed regular member,1.0
2020-04-04,San Francisco County,indexed regular member,0.0
2020-04-05,San Francisco County,indexed regular member,0.0
2020-04-06,San Francisco County,indexed regular member,0.0
2020-04-07,San Francisco County,indexed regular member,0.0
2020-04-08,San Francisco County,indexed regular member,0.0
2020-04-09,San Francisco County,indexed regular member,0.0
2020-04-10,San Francisco County,indexed regular member,1.0
2020-04-11,San Francisco County,indexed regular member,0.0
2020-04-12,San Francisco County,indexed regular member,0.0
2020-04-13,San Francisco County,indexed regular member,0.0
2020-04-14,San Francisco County,indexed regular member,0.0
2020-04-15,San Francisco County,indexed regular member,0.0
2020-04-16,San Francisco County,indexed regular member,0.0
2020-04-17,San Francisco County,indexed regular member,0.0
2020-04-18,San Francisco County,indexed regular member,0.0
2020-04-19,San Francisco County,indexed regular member,0.0
2020-04-21,San Francisco County,indexed regular member,0.0
2020-04-22,San Francisco County,indexed regular member,0.0
2020-04-23,San Francisco County,indexed regular member,0.0
2020-04-24,San Francisco County,indexed regular member,0.0
2020-04-25,San Francisco County,indexed regular member,0.0
2020-04-26,San Francisco County,indexed regular member,0.0
2020-04-27,San Francisco County,indexed regular member,0.0
2020-04-28,San Francisco County,indexed regular member,0.0
2020-04-29,San Francisco County,indexed regular member,0.0
2020-04-30,San Francisco County,indexed regular member,0.0
2020-05-01,San Francisco County,indexed regular member,1.0
2020-05-02,San Francisco County,indexed regular member,1.0
2020-05-03,San Francisco County,indexed regular member,1.0
2020-05-04,San Francisco County,indexed regular member,0.0
2020-05-05,San Francisco County,indexed regular member,0.0
2020-05-06,San Francisco County,indexed regular member,0.0
2020-05-07,San Francisco County,indexed regular member,0.0
2020-05-08,San Francisco County,indexed regular member,0.0
2020-05-09,San Francisco County,indexed regular member,0.0
2020-05-10,San Francisco County,indexed regular member,0.0
2020-05-11,San Francisco County,indexed regular member,0.0
2020-05-12,San Francisco County,indexed regular member,0.0
2020-05-13,San Francisco County,indexed regular member,0.0
2020-05-14,San Francisco County,indexed regular member,0.0
2020-05-15,San Francisco County,indexed regular member,4.0
2020-05-16,San Francisco County,indexed regular member,2.0
2020-05-17,San Francisco County,indexed regular member,0.0
2020-05-18,San Francisco County,indexed regular member,0.0
2020-05-19,San Francisco County,indexed regular member,1.0
2020-05-20,San Francisco County,indexed regular member,1.0
2020-05-21,San Francisco County,indexed regular member,3.0
2020-05-22,San Francisco County,indexed regular member,8.0
2020-05-23,San Francisco County,indexed regular member,4.0
2020-05-24,San Francisco County,indexed regular member,4.0
2020-05-25,San Francisco County,indexed regular member,2.0
2020-05-26,San Francisco County,indexed regular member,4.0
2020-05-27,San Francisco County,indexed regular member,2.0
2020-05-28,San Francisco County,indexed regular member,4.0
2020-05-30,San Francisco County,indexed regular member,1.0
2020-05-31,San Francisco County,indexed regular member,1.0
2020-06-01,San Francisco County,indexed regular member,3.0
2020-06-02,San Francisco County,indexed regular member,6.0
2020-06-03,San Francisco County,indexed regular member,5.0
2020-06-04,San Francisco County,indexed regular member,9.0
2020-06-05,San Francisco County,indexed regular member,13.0
2020-06-06,San Francisco County,indexed regular member,14.0
2020-06-07,San Francisco County,indexed regular member,2.0
2020-06-08,San Francisco County,indexed regular member,12.0
2020-06-09,San Francisco County,indexed regular member,2.0
2020-06-10,San Francisco County,indexed regular member,14.0
2020-06-11,San Francisco County,indexed regular member,12.0
2020-06-12,San Francisco County,indexed regular member,14.0
2020-06-13,San Francisco County,indexed regular member,21.0
2020-06-14,San Francisco County,indexed regular member,3.0
2020-06-15,San Francisco County,indexed regular member,8.0
2020-06-16,San Francisco County,indexed regular member,4.0
2020-06-17,San Francisco County,indexed regular member,12.0
2020-06-18,San Francisco County,indexed regular member,27.0
2020-06-19,San Francisco County,indexed regular member,42.0
2020-06-20,San Francisco County,indexed regular member,20.0
2020-06-21,San Francisco County,indexed regular member,3.0
2020-06-22,San Francisco County,indexed regular member,12.0
2020-06-23,San Francisco County,indexed regular member,14.0
2020-06-24,San Francisco County,indexed regular member,26.0
2020-06-25,San Francisco County,indexed regular member,14.0
2020-06-26,San Francisco County,indexed regular member,37.0
2020-06-27,San Francisco County,indexed regular member,38.0
2020-06-28,San Francisco County,indexed regular member,7.0
2020-06-29,San Francisco County,indexed regular member,19.0
2020-06-30,San Francisco County,indexed regular member,27.0
2020-07-01,San Francisco County,indexed regular member,27.0
2020-07-02,San Francisco County,indexed regular member,34.0
2020-07-03,San Francisco County,indexed regular member,37.0
2020-07-04,San Francisco County,indexed regular member,12.0
2020-07-05,San Francisco County,indexed regular member,9.0
2020-07-06,San Francisco County,indexed regular member,30.0
2020-07-07,San Francisco County,indexed regular member,22.0
2020-07-08,San Francisco County,indexed regular member,21.0
2020-07-09,San Francisco County,indexed regular member,24.0
2020-07-10,San Francisco County,indexed regular member,23.0
2020-07-11,San Francisco County,indexed regular member,32.0
2020-07-12,San Francisco County,indexed regular member,11.0
2020-07-13,San Francisco County,indexed regular member,13.0
2020-07-14,San Francisco County,indexed regular member,16.0
2020-07-15,San Francisco County,indexed regular member,11.0
2020-07-16,San Francisco County,indexed regular member,13.0
2020-07-17,San Francisco County,indexed regular member,12.0
2020-07-18,San Francisco County,indexed regular member,4.0
2020-07-19,San Francisco County,indexed regular member,8.0
2020-07-20,San Francisco County,indexed regular member,8.0
2020-07-21,San Francisco County,indexed regular member,9.0
2020-07-22,San Francisco County,indexed regular member,12.0
2020-07-23,San Francisco County,indexed regular member,9.0
2020-07-24,San Francisco County,indexed regular member,18.0
2020-07-25,San Francisco County,indexed regular member,11.0
2020-07-26,San Francisco County,indexed regular member,3.0
2020-07-27,San Francisco County,indexed regular member,11.0
2020-07-28,San Francisco County,indexed regular member,12.0
2020-07-29,San Francisco County,indexed regular member,13.0
2020-07-30,San Francisco County,indexed regular member,13.0
2020-07-31,San Francisco County,indexed regular member,26.0
2020-08-01,San Francisco County,indexed regular member,19.0
2020-08-02,San Francisco County,indexed regular member,2.0
2020-08-03,San Francisco County,indexed regular member,14.0
2020-08-04,San Francisco County,indexed regular member,14.0
2020-08-05,San Francisco County,indexed regular member,19.0
2020-08-06,San Francisco County,indexed regular member,17.0
2020-08-07,San Francisco County,indexed regular member,22.0
2020-08-08,San Francisco County,indexed regular member,23.0
2020-08-09,San Francisco County,indexed regular member,7.0
2020-08-10,San Francisco County,indexed regular member,11.0
2020-08-11,San Francisco County,indexed regular member,15.0
2020-08-12,San Francisco County,indexed regular member,17.0
2020-08-13,San Francisco County,indexed regular member,20.0
2020-08-14,San Francisco County,indexed regular member,24.0
2020-08-15,San Francisco County,indexed regular member,29.0
2020-08-16,San Francisco County,indexed regular member,1.0
2020-08-17,San Francisco County,indexed regular member,9.0
2020-08-18,San Francisco County,indexed regular member,22.0
2020-08-19,San Francisco County,indexed regular member,12.0
2020-08-20,San Francisco County,indexed regular member,18.0
2020-08-21,San Francisco County,indexed regular member,32.0
2020-08-22,San Francisco County,indexed regular member,26.0
2020-08-23,San Francisco County,indexed regular member,6.0
2020-08-24,San Francisco County,indexed regular member,17.0
2020-08-25,San Francisco County,indexed regular member,17.0
2020-08-26,San Francisco County,indexed regular member,12.0
2020-08-27,San Francisco County,indexed regular member,19.0
2020-08-28,San Francisco County,indexed regular member,26.0
2020-08-29,San Francisco County,indexed regular member,32.0
2020-08-30,San Francisco County,indexed regular member,5.0
2020-08-31,San Francisco County,indexed regular member,16.0
2020-09-01,San Francisco County,indexed regular member,24.0
2020-09-02,San Francisco County,indexed regular member,28.0
2020-09-03,San Francisco County,indexed regular member,25.0
2020-09-04,San Francisco County,indexed regular member,37.0
2020-09-05,San Francisco County,indexed regular member,31.0
2020-09-06,San Francisco County,indexed regular member,30.0
2020-09-07,San Francisco County,indexed regular member,13.0
2020-09-08,San Francisco County,indexed regular member,17.0
2020-09-09,San Francisco County,indexed regular member,19.0
2020-09-10,San Francisco County,indexed regular member,15.0
2020-09-11,San Francisco County,indexed regular member,20.0
2020-09-12,San Francisco County,indexed regular member,18.0
2020-09-13,San Francisco County,indexed regular member,5.0
2020-09-14,San Francisco County,indexed regular member,22.0
2020-09-15,San Francisco County,indexed regular member,17.0
2020-09-16,San Francisco County,indexed regular member,29.0
2020-09-17,San Francisco County,indexed regular member,26.0
2020-09-18,San Francisco County,indexed regular member,44.0
2020-09-19,San Francisco County,indexed regular member,40.0
2020-09-20,San Francisco County,indexed regular member,22.0
2020-09-21,San Francisco County,indexed regular member,24.0
2020-09-22,San Francisco County,indexed regular member,16.0
2020-09-23,San Francisco County,indexed regular member,24.0
2020-09-24,San Francisco County,indexed regular member,26.0
2020-09-25,San Francisco County,indexed regular member,47.0
2020-09-26,San Francisco County,indexed regular member,43.0
2020-09-27,San Francisco County,indexed regular member,19.0
2020-09-28,San Francisco County,indexed regular member,20.0
2020-09-29,San Francisco County,indexed regular member,33.0
2020-09-30,San Francisco County,indexed regular member,41.0
2020-10-01,San Francisco County,indexed regular member,63.0
2020-10-02,San Francisco County,indexed regular member,53.0
2020-10-03,San Francisco County,indexed regular member,38.0
2020-10-04,San Francisco County,indexed regular member,15.0
2020-10-05,San Francisco County,indexed regular member,30.0
2020-10-06,San Francisco County,indexed regular member,25.0
2020-10-07,San Francisco County,indexed regular member,27.0
2020-10-09,San Francisco County,indexed regular member,39.0
2020-10-10,San Francisco County,indexed regular member,36.0
2020-10-11,San Francisco County,indexed regular member,24.0
2020-10-12,San Francisco County,indexed regular member,22.0
2020-10-13,San Francisco County,indexed regular member,24.0
2020-10-14,San Francisco County,indexed regular member,29.0
2020-10-15,San Francisco County,indexed regular member,36.0
2020-10-16,San Francisco County,indexed regular member,38.0
2020-10-17,San Francisco County,indexed regular member,48.0
2020-10-18,San Francisco County,indexed regular member,23.0
2020-10-19,San Francisco County,indexed regular member,29.0
2020-10-20,San Francisco County,indexed regular member,27.0
2020-10-21,San Francisco County,indexed regular member,28.0
2020-10-22,San Francisco County,indexed regular member,35.0
2020-10-23,San Francisco County,indexed regular member,44.0
2020-10-24,San Francisco County,indexed regular member,42.0
2020-10-25,San Francisco County,indexed regular member,19.0
2020-10-26,San Francisco County,indexed regular member,24.0
2020-10-27,San Francisco County,indexed regular member,28.0
2020-10-28,San Francisco County,indexed regular member,25.0
2020-10-29,San Francisco County,indexed regular member,27.0
2020-10-30,San Francisco County,indexed regular member,36.0
2020-03-01,Miami-Dade County,kms regular member,5.4670000000000005
2020-03-02,Miami-Dade County,kms regular member,7.934
2020-03-03,Miami-Dade County,kms regular member,7.82
2020-03-04,Miami-Dade County,kms regular member,7.949
2020-03-05,Miami-Dade County,kms regular member,8.283
2020-03-06,Miami-Dade County,kms regular member,8.69
2020-03-07,Miami-Dade County,kms regular member,7.428
2020-03-08,Miami-Dade County,kms regular member,5.146
2020-03-09,Miami-Dade County,kms regular member,7.638
2020-03-10,Miami-Dade County,kms regular member,7.7479999999999976
2020-03-11,Miami-Dade County,kms regular member,7.87
2020-03-12,Miami-Dade County,kms regular member,7.7810000000000015
2020-03-13,Miami-Dade County,kms regular member,7.621
2020-03-14,Miami-Dade County,kms regular member,5.354
2020-03-15,Miami-Dade County,kms regular member,3.275
2020-03-16,Miami-Dade County,kms regular member,5.449
2020-03-17,Miami-Dade County,kms regular member,4.5
2020-03-18,Miami-Dade County,kms regular member,3.523
2020-03-19,Miami-Dade County,kms regular member,3.485
2020-03-20,Miami-Dade County,kms regular member,3.952
2020-03-21,Miami-Dade County,kms regular member,1.238
2020-03-22,Miami-Dade County,kms regular member,0.265
2020-03-23,Miami-Dade County,kms regular member,1.422
2020-03-24,Miami-Dade County,kms regular member,1.052
2020-03-25,Miami-Dade County,kms regular member,0.953
2020-03-26,Miami-Dade County,kms regular member,0.733
2020-03-27,Miami-Dade County,kms regular member,0.81
2020-03-28,Miami-Dade County,kms regular member,0.078
2020-03-29,Miami-Dade County,kms regular member,0.038
2020-03-30,Miami-Dade County,kms regular member,0.318
2020-03-31,Miami-Dade County,kms regular member,0.428
2020-04-01,Miami-Dade County,kms regular member,0.419
2020-04-02,Miami-Dade County,kms regular member,0.595
2020-04-03,Miami-Dade County,kms regular member,0.629
2020-04-04,Miami-Dade County,kms regular member,0.08900000000000001
2020-04-05,Miami-Dade County,kms regular member,0.033
2020-04-06,Miami-Dade County,kms regular member,0.184
2020-04-07,Miami-Dade County,kms regular member,0.282
2020-04-08,Miami-Dade County,kms regular member,0.262
2020-04-09,Miami-Dade County,kms regular member,0.34600000000000003
2020-04-10,Miami-Dade County,kms regular member,0.624
2020-04-11,Miami-Dade County,kms regular member,0.052000000000000005
2020-04-12,Miami-Dade County,kms regular member,0.032
2020-04-13,Miami-Dade County,kms regular member,0.45399999999999996
2020-04-14,Miami-Dade County,kms regular member,0.391
2020-04-15,Miami-Dade County,kms regular member,0.607
2020-04-16,Miami-Dade County,kms regular member,0.6779999999999999
2020-04-17,Miami-Dade County,kms regular member,1.304
2020-04-18,Miami-Dade County,kms regular member,0.35
2020-04-19,Miami-Dade County,kms regular member,0.048
2020-04-21,Miami-Dade County,kms regular member,1.4169999999999998
2020-04-22,Miami-Dade County,kms regular member,1.5659999999999998
2020-04-23,Miami-Dade County,kms regular member,1.732
