i,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
1182,WavvLdfdP6g8aZTtbBQHTw,Gary Danko,4.5,5535,$$$$,[],False,"American (New), French, Wine Bars","newamerican, french, wine_bars",37.80587,-122.42058,US,CA,San Francisco,94109,
1183,PsY5DMHxa5iNX_nX0T-qPA,Kokkari Estiatorio,4.5,4545,$$$,['pickup'],False,"Greek, Mediterranean","greek, mediterranean",37.796996,-122.399661,US,CA,San Francisco,94111,['pickup']
1184,i09UMzccKgyLwGYKDVP28w,Surisan,4.5,2028,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Korean, American (New), Breakfast & Brunch","korean, newamerican, breakfast_brunch",37.80678,-122.41756,US,CA,San Francisco,94133,"['pickup', 'delivery', 'restaurant_reservation']"
1185,XR4giIOCQ5D-mxtOPUUY_Q,Palette Tea House,4.0,656,,"['pickup', 'delivery', 'restaurant_reservation']",False,"Dim Sum, Seafood, Cantonese","dimsum, seafood, cantonese",37.80585,-122.42292,US,CA,San Francisco,94109,"['pickup', 'delivery', 'restaurant_reservation']"
1186,f-m7-hyFzkf0HSEeQ2s-9A,Fog Harbor Fish House,4.0,6264,$$,[],False,"Seafood, Bars","seafood, bars",37.80885,-122.41023,US,CA,San Francisco,94133,
1187,e2aA95s3lbjHu4jza-l-eA,Serafina,5.0,19,,"['pickup', 'delivery']",False,Italian,italian,37.796928,-122.415427,US,CA,San Francisco,94109,"['pickup', 'delivery']"
1188,q21-izqsFPYZnL83X660Tg,Fisherman's Wharf  Chowder and Crab Sidewalk Stands,3.5,397,$$,[],False,"Food Stands, Seafood, Soup","foodstands, seafood, soup",37.8082513064146,-122.415970489383,US,CA,San Francisco,94133,
1189,yyi2GpG_p7TX7XAq_eHSZA,Boudin Bakery & Cafe,4.0,3790,$$,"['pickup', 'delivery']",False,"Bakeries, Salad, Sandwiches","bakeries, salad, sandwiches",37.8084100293993,-122.41507940311,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1190,ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,4.0,3943,$$$,"['pickup', 'delivery']",False,American (Traditional),tradamerican,37.794169,-122.402359,US,CA,San Francisco,94111,"['pickup', 'delivery']"
1191,FmGF1B-Rpsjq1f5b56qMwg,Molinari Delicatessen,4.5,1144,$$,"['pickup', 'delivery']",False,Delis,delis,37.79838,-122.40782,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1192,ssGyoOJwpxswEd8m3GAmsw,Joanie's Happy Days Diner,4.0,450,$$,"['pickup', 'delivery']",False,Diners,diners,37.80639,-122.4194,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1193,cvWuRzkFcf5KrEBiZEoYEA,Bask,4.0,665,$$,"['pickup', 'restaurant_reservation']",False,"Basque, Spanish, Tapas Bars","basque, spanish, tapas",37.7962703,-122.4041447,US,CA,San Francisco,94111,"['pickup', 'restaurant_reservation']"
1194,RsxMKMZSCgt8qeCXhvnVhQ,Chief Sullivan's,4.0,97,$$,['delivery'],False,"Sports Bars, Breakfast & Brunch, Cocktail Bars","sportsbars, breakfast_brunch, cocktailbars",37.7995457022787,-122.409681715071,US,CA,San Francisco,94133,['delivery']
1195,RMoKSITxmxEP8-5UPKv_pg,The Ligurian,4.5,5,,[],False,Italian,italian,37.80006,-122.40944,US,CA,San Francisco,94133,
1196,PTFxtXS47ZVRCdZIrEWvGw,Golden Boy Pizza,4.5,3665,$,['delivery'],False,"Pizza, Italian","pizza, italian",37.7997956,-122.4080729,US,CA,San Francisco,94133,['delivery']
1197,8I6p4tBy8eiw7PzRD-cd8g,Cilantro SF Taqueria,4.0,174,$,"['pickup', 'delivery']",False,Mexican,mexican,37.80449,-122.41356,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1198,__RnSySB3Z1rESyxOLilyw,Caffe Capriccio,4.0,391,$,"['pickup', 'delivery']",False,Breakfast & Brunch,breakfast_brunch,37.8038161711187,-122.413139602513,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1199,HaAb_L9zVNLjJwrBkSf_Vw,Pier Market Seafood Restaurant,4.0,2193,$$,[],False,"Seafood, Bars, Sandwiches","seafood, bars, sandwiches",37.8099386456994,-122.410550415516,US,CA,San Francisco,94133,
1200,66khyY7kxNKiW6x7anZj9g,Il Pollaio,4.5,392,$$,['delivery'],False,"Italian, Argentine","italian, argentine",37.800039,-122.4098505,US,CA,San Francisco,94133,['delivery']
1201,nXYmPSl2Gy_ge1QwhD6tgw,Osmanthus Dim Sum Lounge,4.5,89,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Cocktail Bars, Dim Sum","cocktailbars, dimsum",37.79815,-122.405662,US,CA,San Francisco,94133,"['pickup', 'delivery', 'restaurant_reservation']"
1202,CzhF2Ye0-4gCVthYqm9p0w,Barrio,5.0,91,$$,['delivery'],False,"Wine Bars, Beer Bar, Latin American","wine_bars, beerbar, latin",37.7995429440611,-122.410825960609,US,CA,San Francisco,94133,['delivery']
1203,EziYeY5tc3CVRLPXF-_McA,Da Flora-A Venetian Osteria,4.0,311,$$$,['delivery'],False,Italian,italian,37.8012275695801,-122.411804199219,US,CA,San Francisco,94133,['delivery']
1204,zkVm2lMNdKWfbE4Uo1tMeA,Abrazo,4.5,71,,['delivery'],False,"Spanish, American (New), Seafood","spanish, newamerican, seafood",37.7994,-122.41888,US,CA,San Francisco,94109,['delivery']
1205,x29tzG5M7VbZhpG1jcREKQ,Cafe de Casa,4.5,425,$$,"['pickup', 'delivery']",False,"Coffee & Tea, Brazilian, Gluten-Free","coffee, brazilian, gluten_free",37.8061099,-122.41892,US,CA,San Francisco,94133,"['pickup', 'delivery']"
1206,-c4PVZ6ceySFd4DiVAuoBQ,Little Original Joe's,4.0,29,,[],False,"Pizza, Italian, Beer, Wine & Spirits","pizza, italian, beer_and_wine",37.736583,-122.470316,US,CA,San Francisco,94127,
1207,rKBJs9Pifk5k7FvGYG2GXw,Uncle Tetsu,4.0,59,,[],False,"Bakeries, Desserts, Japanese","bakeries, desserts, japanese",37.727502,-122.476955,US,CA,San Francisco,94132,
1208,Ei3hIQpYq9j-F1WhzurFLA,Lucho's,4.5,237,$$,"['pickup', 'delivery']",False,"Breakfast & Brunch, Sandwiches, Latin American","breakfast_brunch, sandwiches, latin",37.73193,-122.47434,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1209,QnJblnCp-mVsm5HVxcC0ig,The Mango Tree,4.5,13,,"['restaurant_reservation', 'delivery', 'pickup']",False,"Bars, Korean","bars, korean",37.74211,-122.49121,US,CA,San Francisco,94116,"['restaurant_reservation', 'delivery', 'pickup']"
1210,BI40rGhpngLNPacrjWpseQ,Dumpling Kitchen,4.0,1626,$$,"['delivery', 'pickup']",False,Chinese,chinese,37.7423,-122.48701,US,CA,San Francisco,94116,"['delivery', 'pickup']"
1211,q1Mv7oQSOorl4a9zbtl-rQ,Marugame Udon,4.0,1817,$$,"['pickup', 'delivery']",False,"Japanese, Noodles","japanese, noodles",37.727494,-122.476531,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1212,gk6DkRAjbVIIRq90zA6t3Q,BOAVIDA,5.0,49,$$,['delivery'],False,"Cafes, Portuguese, Beer, Wine & Spirits","cafes, portuguese, beer_and_wine",37.741965,-122.504468,US,CA,San Francisco,94116,['delivery']
1213,0q5Zm8j9vhOblbS9rz04Qg,Bruh Bruh's BBQ SF,5.0,1,,[],False,"Food Trucks, Barbeque","foodtrucks, bbq",37.7219352722168,-122.480911254883,US,CA,San Francisco,94132,
1214,viwE4vY314mJDudoDxBIQg,Los Kuyas,4.0,106,$,"['pickup', 'delivery']",False,Filipino,filipino,37.7282160035107,-122.476862869801,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1215,xYLz336Fq_VsLq6qgJ654Q,Stix,4.5,173,$,['delivery'],False,"Bubble Tea, Korean, Hot Dogs","bubbletea, korean, hotdog",37.742616,-122.4809192,US,CA,San Francisco,94116,['delivery']
1216,o28PaFyPT3lhVa6BICi3IQ,Clean Bites,3.5,19,,"['pickup', 'delivery']",False,"Juice Bars & Smoothies, Acai Bowls, Wraps","juicebars, acaibowls, wraps",37.7227892,-122.4838201,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1217,6mimgHs5Zp92w10yy5TjzA,Tang Bar,3.5,102,$$,"['pickup', 'delivery']",False,"Szechuan, Noodles, Hot Pot","szechuan, noodles, hotpot",37.728083291061026,-122.47708348221732,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1218,XhbkZ-5nUJ3bRy7uKPx7iQ,Mr Szechuan,4.5,284,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Chinese, Bubble Tea, Shaved Ice","chinese, bubbletea, shavedice",37.74331,-122.47544,US,CA,San Francisco,94116,"['restaurant_reservation', 'delivery', 'pickup']"
1219,tWSiYjdEqOgEhefCfTjJQQ,Bake N Grill,4.5,12,,"['pickup', 'delivery']",False,Asian Fusion,asianfusion,37.72733,-122.47711,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1220,H0yNa1X5BkrqyzvoIRTYqA,Boulevard Cafe,3.5,1726,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"American (Traditional), Wine Bars, Breakfast & Brunch","tradamerican, wine_bars, breakfast_brunch",37.7039532644672,-122.475024310405,US,CA,Daly City,94015,"['restaurant_reservation', 'pickup', 'delivery']"
1221,Dy4FqsShb-I6uSiLEOibBw,Shin Toe Bul Yi,4.0,633,$$,['delivery'],False,Korean,korean,37.7423844,-122.4876569,US,CA,San Francisco,94116,['delivery']
1222,xIrCKSeHRJvNdxKkkluc3A,Dumpling Specialist,4.5,145,,['delivery'],False,"Shanghainese, Taiwanese","shanghainese, taiwanese",37.74278,-122.47815,US,CA,San Francisco,94116,['delivery']
1223,qgYKg19InZ_2FK6II9-OKw,Asian American Food Company,4.5,194,$,[],False,"Grocery, Chinese, Food Delivery Services","grocery, chinese, fooddeliveryservices",37.7426348,-122.4880172,US,CA,San Francisco,94116,
1224,-VfqKRZzgpp6MH1k9Rnegw,Rooster & Rice,3.5,21,,"['pickup', 'delivery']",False,"Chicken Shop, Thai","chickenshop, thai",37.727883,-122.476875,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1225,5PzrfsdClyKipu3La3F20g,Bart Grocery & BBQ,4.5,843,$,['delivery'],False,"Grocery, Korean, Barbeque","grocery, korean, bbq",37.70578,-122.4641,US,CA,Daly City,94014,['delivery']
1226,1Bk_0NSVkKxR6MuEi4rzbQ,Happy Family Gourmet,4.5,7,,[],False,Chinese,chinese,37.74322,-122.4774,US,CA,San Francisco,94116,
1227,hHGAmXGKg8X1p_ImpbXm_A,Poke Kana,4.0,169,$$,"['pickup', 'delivery']",False,"Japanese, Poke, Hawaiian","japanese, poke, hawaiian",37.71784,-122.47395,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1228,iRmdKzcbdFLIp3s9e4xrHA,Java Beach At The Zoo,4.0,506,$,"['pickup', 'delivery']",False,"Sandwiches, Bagels, Coffee Roasteries","sandwiches, bagels, coffeeroasteries",37.7356872558594,-122.502906799316,US,CA,San Francisco,94116,"['pickup', 'delivery']"
1229,DQy0uYB0kym-s3oZZRxs5Q,House Of Pancakes,4.0,999,$,['delivery'],False,"Chinese, Noodles, Pancakes","chinese, noodles, pancakes",37.742904,-122.476349,US,CA,San Francisco,94116,['delivery']
1230,23V7g4GuIJW1JWgLidewog,Dinosaurs Vietnamese Sandwiches,4.0,691,$,"['pickup', 'delivery']",False,"Sandwiches, Vietnamese, Juice Bars & Smoothies","sandwiches, vietnamese, juicebars",37.7315483093262,-122.472511291504,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1231,dJ4bSlqY3a5uU14WRqBrzA,Ono Hawaiian BBQ,3.0,422,$$,['delivery'],False,"Hawaiian, Barbeque","hawaiian, bbq",37.7338469359768,-122.489394939291,US,CA,San Francisco,94132,['delivery']
1232,3yPTDS6aWaMi4tNHZcf5rw,Grubbin',4.5,504,$,"['pickup', 'delivery']",False,Sandwiches,sandwiches,37.7429221,-122.4812913,US,CA,San Francisco,94116,"['pickup', 'delivery']"
1233,eCRpZzBx5NNHVncFzRwcmg,Franco's Latin Table,4.5,99,$$,"['pickup', 'delivery']",False,"Latin American, Peruvian","latin, peruvian",37.7406245,-122.4663397,US,CA,San Francisco,94127,"['pickup', 'delivery']"
1234,IGXlabFSIPGG85twYOSGzw,The Cypress Grill,3.5,101,$$,[],False,"American (Traditional), Breakfast & Brunch, Sandwiches","tradamerican, breakfast_brunch, sandwiches",37.724708,-122.4937578,US,CA,San Francisco,94132,
1235,Du3-fALBKDhn0osed2kOpg,Orexi,4.0,374,$$,['delivery'],False,"Greek, Mediterranean, Desserts","greek, mediterranean, desserts",37.73832,-122.46817,US,CA,San Francisco,94127,['delivery']
1236,tQBPUcdlsyzVa2NCtZAcJw,Odumak,4.0,133,$$,"['pickup', 'delivery']",False,"Chicken Wings, Korean","chicken_wings, korean",37.74287,-122.47416,US,CA,San Francisco,94116,"['pickup', 'delivery']"
1237,baKnRYuk8iGq8IpN3ccTgw,Roti Indian Bistro,4.0,773,$$,['delivery'],False,Indian,indpak,37.7401922,-122.4662449,US,CA,San Francisco,94127,['delivery']
1238,faFRyTBWfNT-5FJW84_mqg,Sugar & Water,5.0,3,,"['pickup', 'delivery']",False,"Desserts, Noodles, Cafes","desserts, noodles, cafes",37.742779,-122.478759,US,CA,San Francisco,94116,"['pickup', 'delivery']"
1239,AHAwTupaiU3ApMEramtF1g,Shihlin Taiwan Street Snacks,3.0,183,$$,"['pickup', 'delivery']",False,"Taiwanese, Fast Food","taiwanese, hotdogs",37.727882234626,-122.476875409484,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1240,OC_Z6gunpUXuak8ruZsjVg,Ocean Thai,4.0,146,$$,"['pickup', 'delivery']",False,Thai,thai,37.7313745538454,-122.473065666854,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1241,imm-ncidDSPsgL5y1Be7Og,Honey Bar,4.5,90,$$,"['pickup', 'delivery']",False,"Acai Bowls, Juice Bars & Smoothies, Breakfast & Brunch","acaibowls, juicebars, breakfast_brunch",37.728081752110974,-122.47708149059636,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1242,OeTD5HlXMjrmztfu02niQQ,Bursa,4.0,814,$$,['pickup'],False,"Middle Eastern, Turkish, Mediterranean","mideastern, turkish, mediterranean",37.74036,-122.46674,US,CA,San Francisco,94127,['pickup']
1243,RqgWlpeFjR-ky6smod6jnA,Teazo,4.0,96,$,"['pickup', 'delivery']",False,"Bubble Tea, Juice Bars & Smoothies, Pancakes","bubbletea, juicebars, pancakes",37.74311,-122.47766,US,CA,San Francisco,94116,"['pickup', 'delivery']"
1244,m5c-bIR-Y6h5ylUIbRDP7Q,Zhong Shan Hakka Restaurant,4.0,28,$$,['delivery'],False,Chinese,chinese,37.74216,-122.49031,US,CA,San Francisco,94116,['delivery']
1245,BswKTdnuqpGB0tzE_0Ob1g,Park Plaza Fine Foods,3.0,109,$$$$,"['pickup', 'delivery']",False,"Grocery, Delis","grocery, delis",37.7171244,-122.4741286,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1246,2FR395iJImCphQNGWubUtw,Champa Garden,4.0,823,$$,"['pickup', 'delivery']",False,"Laotian, Asian Fusion, Thai","laotian, asianfusion, thai",37.725079,-122.460196,US,CA,San Francisco,94112,"['pickup', 'delivery']"
1247,QDac11gEbAHlpBmOEJlPBg,Taqueria Dos Charros,3.5,249,$,"['pickup', 'delivery']",False,Mexican,mexican,37.7182143688882,-122.474491011863,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1248,etsccoxcDJ0IsBtcq5siyg,Mekeni Restaurant,4.0,44,$,[],False,Filipino,filipino,37.7053765,-122.4616491,US,CA,Daly City,94014,
1249,S0OVpWde3SlzzrygVQXdoQ,Hall Of Flame Burgers,4.0,544,$$,"['pickup', 'delivery']",False,"Burgers, Sports Bars, American (Traditional)","burgers, sportsbars, tradamerican",37.7174879011283,-122.473734660797,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1250,HUGRJvgK5kFyy2f_DEx-rg,The Vista Room,4.5,51,$$,['restaurant_reservation'],False,"American (New), Venues & Event Spaces","newamerican, venues",37.722949,-122.479177,US,CA,San Francisco,94132,['restaurant_reservation']
1251,Ygi8x9Ysqb13ONIqtY8PDg,Falafelia Mediterranean,4.0,5,,[],False,Mediterranean,mediterranean,37.7278705,-122.4770314,US,CA,San Francisco,94132,
1252,tS2ka1uSjwo7jdWIWDpuCw,New Taraval Cafe,4.0,524,$,['delivery'],False,"Breakfast & Brunch, Diners, Cafes","breakfast_brunch, diners, cafes",37.74321,-122.47767,US,CA,San Francisco,94116,['delivery']
1253,aUjc_iwTfSR0ZtHCp3IuZA,Wang Dae Bak,3.5,293,$$,['delivery'],False,"Korean, Bars","korean, bars",37.7321815,-122.4737625,US,CA,San Francisco,94132,['delivery']
1254,Q7_I2n1Fbza6uyDScaKyOw,Ambrosia Bakery,4.0,566,$,"['pickup', 'delivery']",False,"Bakeries, Sandwiches, Patisserie/Cake Shop","bakeries, sandwiches, cakeshop",37.731637,-122.473456,US,CA,San Francisco,94132,"['pickup', 'delivery']"
1255,FvPRM23d7NAOdyS_OX0MpQ,Trattoria da Vittorio - San Francisco,4.0,781,$$,"['pickup', 'delivery']",False,"Italian, Pizza","italian, pizza",37.73933,-122.46775,US,CA,San Francisco,94127,"['pickup', 'delivery']"
1256,ZdKUKq7A94x9cEobARf2cA,Breakfast at Tiffany's,4.0,907,$$,"['delivery', 'pickup']",False,"Diners, Breakfast & Brunch, American (Traditional)","diners, breakfast_brunch, tradamerican",37.7304538339376,-122.40473203361,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1257,qxDLT24j7-LxPb7lzRXxCg,Pho Nation,5.0,16,,"['delivery', 'pickup']",False,Vietnamese,vietnamese,37.73166,-122.4056,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1258,02wUJF0661zMeXLgArujlg,United Dumplings,4.5,60,,"['delivery', 'pickup']",False,"Chinese, Asian Fusion, Noodles","chinese, asianfusion, noodles",37.739223,-122.416008,US,CA,San Francisco,94110,"['delivery', 'pickup']"
1259,hjm9vP4L5xTvqUNoZpQ0eA,Sunshine Wheat Field Dim Sum,4.0,21,$,[],False,"Dim Sum, Bakeries","dimsum, bakeries",37.72787,-122.40399,US,CA,San Francisco,94134,
1260,kvqXqZqGfEqfA0shqAgXDw,Bloomstock,5.0,19,,['delivery'],False,"Coffee & Tea, Waffles, Cafes","coffee, waffles, cafes",37.72846,-122.39397,US,CA,San Francisco,94124,['delivery']
1261,T_8tOL18qiwy9VYR4mnl4Q,Do Eat Restaurant,4.5,5,,"['delivery', 'pickup']",False,Chinese,chinese,37.72546,-122.43389,US,CA,San Francisco,94112,"['delivery', 'pickup']"
1262,EpDYdBl4Ix_BTiqAHIWDPQ,Banh Mi House,4.5,176,$,[],False,"Sandwiches, Coffee & Tea, Vietnamese","sandwiches, coffee, vietnamese",37.72756,-122.403471,US,CA,San Francisco,94134,
1263,QueFVMcMlT-6aZFv2M47mg,Bottega 90,5.0,23,,"['delivery', 'pickup']",False,"Italian, Pasta Shops, Pizza","italian, pastashops, pizza",37.73683354777911,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1264,pCo6N707ezGZCoVF-t5l5A,Sunday Gather,4.5,83,$,"['delivery', 'pickup']",False,"Cafes, Hawaiian, Bakeries","cafes, hawaiian, bakeries",37.740334,-122.3891112,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1265,0piv8Y-TaJltsQDhu4Ngwg,Ming Hui Dim Sum,4.0,37,$,[],False,"Dim Sum, Bakeries","dimsum, bakeries",37.7305240809599,-122.404693529567,US,CA,San Francisco,94134,
1266,5Tzv1bMQZWnJpTmKxVSsAA,Mysterious Garden,5.0,5,,"['delivery', 'pickup']",False,"Thai, Asian Fusion, Gluten-Free","thai, asianfusion, gluten_free",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1267,vVuPM8g9SA9m-iIOM_93dA,Jim Georgie's Donuts,4.5,159,$,['delivery'],False,"Donuts, American (Traditional)","donuts, tradamerican",37.73082,-122.40509,US,CA,San Francisco,94134,['delivery']
1268,vsiJDU-0_cdYrf1Otawtbw,Piqueo's,4.0,681,$$$,['delivery'],False,"Latin American, Peruvian","latin, peruvian",37.7387299,-122.41407,US,CA,San Francisco,94110,['delivery']
1269,6HvY8EnovnQEsEWNEE9UBw,Dim Sum Kitchen,3.0,48,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese, Buffets","dimsum, cantonese, buffets",37.72965,-122.40472,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1270,2oj_6uCp4DgVTJhYqEmBbA,Old Skool Cafe,4.5,561,$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Soul Food, American (Traditional)","soulfood, tradamerican",37.734266,-122.390515,US,CA,San Francisco,94124,"['delivery', 'pickup', 'restaurant_reservation']"
1271,6GpsP11XaFLUT5SDt9HTWA,Ramen House,4.0,109,$$,['delivery'],False,Ramen,ramen,37.72859,-122.40371,US,CA,San Francisco,94134,['delivery']
1272,5nmJoZWnYKl6pAi7mMMsUg,Auntie April's Chicken-n-Waffles,4.0,641,$$,"['delivery', 'pickup']",False,"Soul Food, Breakfast & Brunch, Chicken Wings","soulfood, breakfast_brunch, chicken_wings",37.7361999,-122.39059,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1273,I198k7wIkK0Xr4r0jco0Og,Frisco Fried,4.0,439,$$,"['delivery', 'pickup']",False,"Soul Food, Seafood, Southern","soulfood, seafood, southern",37.73116,-122.39235,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1274,qKmtzhb79_GSCDdq8Bf2wA,Kusan Uyghur Cuisine,5.0,6,,"['delivery', 'pickup']",False,"Halal, Asian Fusion, Middle Eastern","halal, asianfusion, mideastern",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1275,X876cPuxIxfLuuZIUOZA6w,City Lunch Restaurant,4.5,32,$$,['pickup'],False,"Breakfast & Brunch, Korean","breakfast_brunch, korean",37.72577,-122.3868,US,CA,San Francisco,94124,['pickup']
1276,HBoimLjD4YBuY2pmwpQkWA,Hawaiian Drive Inn,3.0,135,$,['delivery'],False,Hawaiian,hawaiian,37.7286415100098,-122.404357910156,US,CA,San Francisco,94134,['delivery']
1277,IxGgjF0US9_-g13XB1BsKg,Bayside Cafe,4.0,196,$$,['delivery'],False,"Coffee & Tea, Breakfast & Brunch, Sandwiches","coffee, breakfast_brunch, sandwiches",37.7149624844932,-122.398811890352,US,CA,San Francisco,94134,['delivery']
1278,rXZAemGGNu9fdQWx5JqWQg,Hwaro,4.0,212,$$,"['delivery', 'pickup']",False,Korean,korean,37.72564,-122.4343,US,CA,San Francisco,94112,"['delivery', 'pickup']"
1279,cCVe4vppMNYQf9vguaf9Eg,Seafood Station,5.0,24,$$,[],False,"Seafood, Cajun/Creole, American (New)","seafood, cajun, newamerican",37.73901,-122.41446,US,CA,San Francisco,94110,
1280,-Q-iG5JGTTwfuifDMbXNAQ,Moonlight Cafe,4.0,249,$$,"['delivery', 'pickup']",False,"Cafes, Breakfast & Brunch","cafes, breakfast_brunch",37.73876,-122.4153,US,CA,San Francisco,94110,"['delivery', 'pickup']"
1281,zKW2G8DcIgsMn1H3o2zSRg,Saucy Bandits,5.0,14,,['delivery'],False,"Vegan, Southern, Burgers","vegan, southern, burgers",37.740006,-122.409366,US,CA,San Francisco,94110,['delivery']
1282,Zo-MWwGsVjRy5vRF1cGglw,Bayview krispy krunchy chicken,3.5,3,,"['delivery', 'pickup']",False,"Chicken Shop, Food Delivery Services","chickenshop, fooddeliveryservices",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1283,73VFNuKCwyDzkvyPZ0pIUA,Pampanguena Cuisine,4.5,340,$$,['delivery'],False,Filipino,filipino,37.7270576,-122.4327544,US,CA,San Francisco,94112,['delivery']
1284,znjP_ZGYsVTw3NIgsW1hjQ,Grumpy Cafe,4.0,30,$,['delivery'],False,"Japanese, Korean, American (Traditional)","japanese, korean, tradamerican",37.73978,-122.40344,US,CA,San Francisco,94124,['delivery']
1285,6v2tJFvRkeuXi3KyztDTqw,Sambal-sambal,5.0,2,,['delivery'],False,"Indonesian, Malaysian, Singaporean","indonesian, malaysian, singaporean",37.736819,-122.405298,US,CA,San Francisco,94124,['delivery']
1286,E1xT1uBDaL20n7GKOhh3Jw,Chef Li's Cafe,4.0,150,$$,"['delivery', 'pickup']",False,"Hot Pot, Chinese","hotpot, chinese",37.72718,-122.40375,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1287,W2Uu3BFI3dSCDVYUQR3IDg,YAYOI SF Kitchen,5.0,3,,"['delivery', 'pickup']",False,"Japanese, Asian Fusion","japanese, asianfusion",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1288,qQAwvheHpMU9MpYoJyMw6Q,Smokin' Warehouse Barbecue,4.0,166,$$,"['delivery', 'pickup']",False,"American (Traditional), Barbeque, Burgers","tradamerican, bbq, burgers",37.72328,-122.39091,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1289,RGeS1J38e5PmDOiGS-7bOA,Shish Ke Baba,5.0,282,$$,['delivery'],False,"Kebab, Turkish, Mediterranean","kebab, turkish, mediterranean",37.742213,-122.423143,US,CA,San Francisco,94110,['delivery']
1290,I_HROMlTfLb01M5R_qafyA,G & L Bakery & Restaurant,4.0,56,$,['delivery'],False,"Bakeries, Chinese","bakeries, chinese",37.71266,-122.40711,US,CA,San Francisco,94134,['delivery']
1291,IEcPu1HtVJfmPrRSGVMXiQ,3rd Cousin,4.0,291,$$$,['pickup'],False,American (New),newamerican,37.73907,-122.41366,US,CA,San Francisco,94110,['pickup']
1292,7l9xbtER_4nY6R1bQyqM0g,Oxbridge Market,4.5,64,$$,"['delivery', 'pickup']",False,"Grocery, Beer, Wine & Spirits, Delis","grocery, beer_and_wine, delis",37.72891,-122.41968,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1293,gcwl3UwaL_ogpYlgg8qdzQ,Amami Sushi Bistro,4.5,90,,"['delivery', 'pickup']",False,Sushi Bars,sushi,37.72715,-122.43271,US,CA,San Francisco,94112,"['delivery', 'pickup']"
1294,lF7N1IO-MnIlIYc76DCvDg,B & J 1/4 Lb Burgers,3.5,68,$,"['delivery', 'pickup']",False,Burgers,burgers,37.7223005,-122.3959689,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1295,ZVG-lXRiHH8RudQUoJGLBg,Frisco's Family Deli,5.0,37,,"['delivery', 'pickup']",False,Delis,delis,37.711626,-122.404259,US,CA,San Francisco,94134,"['delivery', 'pickup']"
1296,JvIkZI4Mz6zVtJcfBEY0hQ,Vons Chicken SF,4.0,6,,"['delivery', 'pickup']",False,"Korean, Chicken Wings","korean, chicken_wings",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
1297,OS-inNsv-GFH_qrk1_rfDg,J P Cafe,2.5,167,$,['delivery'],False,"Chinese, Hong Kong Style Cafe","chinese, hkcafe",37.72946,-122.40453,US,CA,San Francisco,94134,['delivery']
1298,25jFWHEbHmQbaTxaM_UfTg,Good Gai's,4.5,18,$$,"['delivery', 'pickup']",False,"Chicken Shop, Thai, Hainan","chickenshop, thai, hainan",37.741939,-122.403651,US,CA,San Francisco,94124,"['delivery', 'pickup']"
