i,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
447,2FR395iJImCphQNGWubUtw,Champa Garden,4.0,823,$$,"['delivery', 'pickup']",False,"Laotian, Asian Fusion, Thai","laotian, asianfusion, thai",37.725079,-122.460196,US,CA,San Francisco,94112,"['delivery', 'pickup']"
448,lZjho8m-yjFu-PODdhOhlg,Ocean Ale House,4.5,270,$$,['delivery'],False,"Beer Gardens, American (New)","beergardens, newamerican",37.72426,-122.45672,US,CA,San Francisco,94112,['delivery']
449,g8MVssDAAYMutOa_r5fjTQ,El Coreano Korean Mexican Food,4.5,15,,['delivery'],False,"Korean, Mexican, Asian Fusion","korean, mexican, asianfusion",37.754506,-122.409111,US,CA,San Francisco,94110,['delivery']
450,xv8dq_jBNfQkHeX2wJGlAg,Coqueta,4.0,2114,$$$,"['delivery', 'pickup']",False,"Spanish, Tapas/Small Plates","spanish, tapasmallplates",37.798588,-122.396639,US,CA,San Francisco,94111,"['delivery', 'pickup']"
451,kn782Mw92uchlBI2CyosOQ,Tokyo Hot Chicken San Francisco,4.0,21,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,37.792886,-122.397979,US,CA,San Francisco,94111,"['delivery', 'pickup']"
452,Xg-FyjVKAN70LO4u4Z1ozg,Hog Island Oyster Co,4.5,6090,$$,[],False,"Seafood, Seafood Markets, Live/Raw Food","seafood, seafoodmarkets, raw_food",37.795831,-122.393303,US,CA,San Francisco,94111,
453,Qbr2JG96K6d31NqqAUxf9g,La Mar Cebichería Peruana,4.0,3807,$$$,"['delivery', 'pickup']",False,"Latin American, Seafood, Peruvian","latin, seafood, peruvian",37.7974182368553,-122.395129846558,US,CA,San Francisco,94111,"['delivery', 'pickup']"
454,PsY5DMHxa5iNX_nX0T-qPA,Kokkari Estiatorio,4.5,4545,$$$,['pickup'],False,"Greek, Mediterranean","greek, mediterranean",37.796996,-122.399661,US,CA,San Francisco,94111,['pickup']
455,MvAo0hj9FXOeNL5PwBZ0fQ,Mama's On Washington Square,4.0,4293,$$,['pickup'],False,Breakfast & Brunch,breakfast_brunch,37.801606,-122.409599,US,CA,San Francisco,94133,['pickup']
456,DeGdhZKXoTnyyFc8GC2BHg,Waterfront Restaurant,3.0,1197,$$$,['delivery'],False,"Seafood, American (Traditional)","seafood, tradamerican",37.7993774767812,-122.397444471717,US,CA,San Francisco,94111,['delivery']
457,-sg6DqQNGyTMt0MHoY7diQ,Good Mong Kok Bakery,4.0,2748,$,['delivery'],False,"Bakeries, Dim Sum, Cantonese","bakeries, dimsum, cantonese",37.7954584839809,-122.408358365012,US,CA,San Francisco,94108,['delivery']
458,oRfws6g_zxtiYDTHtySDDQ,Little Window by Bicycle Banh Mi,4.5,46,$$,['delivery'],False,Vietnamese,vietnamese,37.8009263,-122.4022537,US,CA,San Francisco,94111,['delivery']
459,reY7L8hLSyh7pU1Etcfvpw,Dim Sum Bistro,4.5,202,$,['delivery'],False,"Dim Sum, Cantonese","dimsum, cantonese",37.79749,-122.40813,US,CA,San Francisco,94133,['delivery']
460,ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,4.0,3943,$$$,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.794169,-122.402359,US,CA,San Francisco,94111,"['delivery', 'pickup']"
461,_D1Ev_zTZs5ijHkleK6C2w,Hillstone,4.0,2235,$$$,['delivery'],False,"American (New), Wine Bars","newamerican, wine_bars",37.805712595582,-122.405280545354,US,CA,San Francisco,94111,['delivery']
462,GXUEdea6q-bULIdDEZz0yw,Saison Smokehouse,4.5,58,,[],False,"American (New), Barbeque","newamerican, bbq",37.79307,-122.39212,US,CA,San Francisco,94105,
463,bvdEOVmFuWUV0sAALc_-zw,Harborview Restaurant & Bar,4.0,474,,"['delivery', 'pickup', 'restaurant_reservation']",False,"Chinese, Lounges, Seafood","chinese, lounges, seafood",37.794959,-122.395663,US,CA,San Francisco,94111,"['delivery', 'pickup', 'restaurant_reservation']"
464,cvWuRzkFcf5KrEBiZEoYEA,Bask,4.0,665,$$,"['pickup', 'restaurant_reservation']",False,"Basque, Spanish, Tapas Bars","basque, spanish, tapas",37.7962703,-122.4041447,US,CA,San Francisco,94111,"['pickup', 'restaurant_reservation']"
465,msFOKAJZLW1yTrCIvKijmA,Man vs Fries,5.0,1,,"['delivery', 'pickup']",False,"Mexican, Food Trucks, Pop-Up Restaurants","mexican, foodtrucks, popuprestaurants",37.79736,-122.40165,US,CA,San Francisco,94111,"['delivery', 'pickup']"
466,RmiAHDQ9z-qzvA7gcLsUZQ,Unco Frank’s,5.0,2,,[],False,Hawaiian,hawaiian,37.797716,-122.406147,US,CA,San Francisco,94133,
467,eG5VcB6XuSp-C1mAggD_Cg,Piperade,4.0,881,$$$,['delivery'],False,"Basque, French","basque, french",37.800646,-122.401799,US,CA,San Francisco,94111,['delivery']
468,Fo5Wscbb9rwcLuaO-sc2zQ,Delicious Dim Sum,4.0,978,$,['delivery'],False,"Dim Sum, Cantonese","dimsum, cantonese",37.796051,-122.4076004,US,CA,San Francisco,94133,['delivery']
469,dqd3qpeDZKsR0AaRiM9PvA,Trailblazer Tavern - San Francisco,4.0,341,,"['delivery', 'pickup']",False,Hawaiian,hawaiian,37.79089,-122.39669,US,CA,San Francisco,94105,"['delivery', 'pickup']"
470,PNxwbgtfdpldd3CyJFIw3w,Ozumo,4.0,2322,$$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Sushi Bars, Japanese","sushi, japanese",37.792673,-122.392236,US,CA,San Francisco,94105,"['delivery', 'pickup', 'restaurant_reservation']"
471,JPL5OqxmoKGWXZxVSlYkag,Yo Yo's,4.5,557,$,['delivery'],False,Japanese,japanese,37.7977025439747,-122.401235478539,US,CA,San Francisco,94111,['delivery']
472,HVJdo4f_6MxkM_1aCAK3NA,Cotogna,4.0,1477,$$$,['delivery'],False,Italian,italian,37.7975,-122.40336,US,CA,San Francisco,94133,['delivery']
473,qXUzHmPdbGEt5EKSdWqbmg,Gott's Roadside,3.5,2715,$$,"['delivery', 'pickup']",False,"Ice Cream & Frozen Yogurt, Salad, Burgers","icecream, salad, burgers",37.7961786095916,-122.39410980362,US,CA,San Francisco,94111,"['delivery', 'pickup']"
474,8Fvu6GoWT4ZPV1N_9em_-Q,Noodle Time,4.0,91,$,['delivery'],False,Vietnamese,vietnamese,37.79689,-122.40106,US,CA,San Francisco,94111,['delivery']
475,Tttm1r5Dw1sRMCfc3EQWPw,Boulevard,4.0,2670,$$$,['delivery'],False,American (New),newamerican,37.79337,-122.39274,US,CA,San Francisco,94105,['delivery']
476,kKVCVJVVNFae6KA1X5FWew,Portofino,5.0,84,,[],False,"Seafood, Salad, Sandwiches","seafood, salad, sandwiches",37.7990847322348,-122.407166666667,US,CA,San Francisco,94133,
477,3f3mowACWFovTKv0YlcMgQ,Pier 23 Cafe Restaurant & Bar,3.5,1745,$$,"['delivery', 'pickup']",False,"Seafood, Bars, American (New)","seafood, bars, newamerican",37.8033755766027,-122.400886416435,US,CA,San Francisco,94102,"['delivery', 'pickup']"
478,I8T8aoAsFQYwQiRvLBayFA,Il Casaro Pizzeria & Mozzarella Bar - North Beach Location,4.5,1228,$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Italian, Pizza","italian, pizza",37.79852,-122.40739,US,CA,San Francisco,94133,"['delivery', 'pickup', 'restaurant_reservation']"
479,GtKxIGU6LJu14UErdNulmQ,Original Joe's,4.0,1535,$$,"['delivery', 'pickup']",False,"Italian, Steakhouses, Breakfast & Brunch","italian, steak, breakfast_brunch",37.80021,-122.40945,US,CA,San Francisco,94133,"['delivery', 'pickup']"
480,Ct5GgouaAvcegaaP4gR0EA,El Porteño Empanadas,4.0,797,$,['delivery'],False,"Argentine, Empanadas","argentine, empanadas",37.795599,-122.39341,US,CA,San Francisco,94111,['delivery']
481,MeSzHp6THRrWLP7gRTQIVA,Bourbon Burger Bar San Francisco,5.0,14,,[],False,Burgers,burgers,37.792886,-122.397979,US,CA,San Francisco,94111,
482,nXYmPSl2Gy_ge1QwhD6tgw,Osmanthus Dim Sum Lounge,4.5,89,$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Cocktail Bars, Dim Sum","cocktailbars, dimsum",37.79815,-122.405662,US,CA,San Francisco,94133,"['delivery', 'pickup', 'restaurant_reservation']"
483,PzPPcGVg5O4UuW5cTopJhA,BIX,4.0,1828,$$$,['delivery'],False,American (Traditional),tradamerican,37.79686,-122.40291,US,CA,San Francisco,94133,['delivery']
484,S4tSn5xFQo2ZgENosts-2g,Gambino's New York Subs,5.0,26,,"['delivery', 'pickup']",False,"Breakfast & Brunch, Sandwiches","breakfast_brunch, sandwiches",37.79842,-122.40117,US,CA,San Francisco,94111,"['delivery', 'pickup']"
485,Q7_LfqaY3TrDaSIr7lk1TQ,City View Restaurant,4.0,1333,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",37.7943,-122.40409,US,CA,San Francisco,94111,"['delivery', 'pickup']"
486,LSGANKWXnd5vASeKDHbnFw,Bob's Burgers,5.0,1,,[],False,Burgers,burgers,37.797082,-122.400446,US,CA,San Francisco,94114,
487,6nPRtXL7lSg48stPsMLU4g,Primavera,4.5,219,$$,[],False,Mexican,mexican,37.7957266353613,-122.392232702546,US,CA,San Francisco,94111,
488,0FpTfyn_QiG7e6cjPjxKqQ,HI City,4.0,50,$$,"['delivery', 'pickup']",False,"Hawaiian, Poke, Filipino","hawaiian, poke, filipino",37.79139,-122.4013,US,CA,San Francisco,94104,"['delivery', 'pickup']"
489,8GqReA8EJ3UGRuIFbd9jyQ,Chong Qing Xiao Mian,4.0,850,$$,['delivery'],False,"Noodles, Szechuan","noodles, szechuan",37.796386,-122.4053411,US,CA,San Francisco,94133,['delivery']
490,QQwsy-M3O5w6FSPaVFJ3uQ,Brioche Bakery & Cafe,4.0,524,$$,"['delivery', 'pickup']",False,"Bakeries, Cafes, Sandwiches","bakeries, cafes, sandwiches",37.7973133,-122.4055275,US,CA,San Francisco,94133,"['delivery', 'pickup']"
491,F9XZP_O1niMoRUgkj3AUGA,Grumpy's American Pub,3.5,334,$$,"['delivery', 'pickup']",False,"Pubs, American (Traditional)","pubs, tradamerican",37.79948,-122.40057,US,CA,San Francisco,94111,"['delivery', 'pickup']"
492,yrKFfnMSXTRuq-hkTGM9eA,Chubby Noodle,4.0,623,$$,"['delivery', 'pickup']",False,"Asian Fusion, Noodles, Chinese","asianfusion, noodles, chinese",37.7997609,-122.4085676,US,CA,San Francisco,94133,"['delivery', 'pickup']"
493,gBRjRvIfA4fIo6pNebTjuA,Oasis Grill,4.0,1264,$$,"['delivery', 'pickup']",False,"Mediterranean, Desserts, Salad","mediterranean, desserts, salad",37.7944464239893,-122.396736520868,US,CA,San Francisco,94111,"['delivery', 'pickup']"
494,FmGF1B-Rpsjq1f5b56qMwg,Molinari Delicatessen,4.5,1144,$$,"['delivery', 'pickup']",False,Delis,delis,37.79838,-122.40782,US,CA,San Francisco,94133,"['delivery', 'pickup']"
495,Q8cYhJGa9pwlu63f-KMV-A,5A5 Steak Lounge,4.0,2221,$$$,"['delivery', 'pickup']",False,"Steakhouses, Bars","steak, bars",37.7969972,-122.4000609,US,CA,San Francisco,94111,"['delivery', 'pickup']"
496,Wd5ho0_FKk9n7uV8pSCYIg,Barbacco,4.0,1622,$$,"['delivery', 'pickup']",False,"Italian, Bars","italian, bars",37.7935921194034,-122.399338591436,US,CA,San Francisco,94111,"['delivery', 'pickup']"
497,1pq5mmp71nXWBK_jG9VxHg,Golden Star Vietnamese Restaurant,4.0,1232,$,['delivery'],False,"Vietnamese, Noodles, Soup","vietnamese, noodles, soup",37.7945505827665,-122.405742555857,US,CA,San Francisco,94108,['delivery']
498,voFE8DTKsTFi1Vzm_zzd0Q,Don Pistos,4.0,1834,$$,"['delivery', 'pickup']",False,"Mexican, Tex-Mex, Latin American","mexican, tex-mex, latin",37.800773,-122.407964,US,CA,San Francisco,94133,"['delivery', 'pickup']"
499,mSMZJj2pFvttWLpcDmgrEA,Tony's Pizza Napoletana,4.0,5224,$$,['delivery'],False,"Pizza, Italian, Cocktail Bars","pizza, italian, cocktailbars",37.8003315377662,-122.409053979377,US,CA,San Francisco,94133,['delivery']
500,-DrR38H1Abk0wCyu9XOLug,Sweet Maple,4.5,3815,$$,"['pickup', 'delivery']",False,"American (Traditional), Breakfast & Brunch, Burgers","tradamerican, breakfast_brunch, burgers",37.785735681426,-122.43507770852,US,CA,San Francisco,94115,"['pickup', 'delivery']"
501,TIvMX0RWgx15o5zwfWe2Pw,Schlok’s,5.0,2,,[],False,"Pop-Up Restaurants, Bagels","popuprestaurants, bagels",37.790938,-122.434436,US,CA,San Francisco,94115,
502,cCVR9W_L2rqexfKAjfBTzQ,Routier,5.0,15,,[],False,French,french,37.78789,-122.440595,US,CA,San Francisco,94115,
503,_hOVIgjVRl_HzvLaa65KJg,The Snug,4.0,222,$$,['delivery'],False,"Cocktail Bars, American (Traditional)","cocktailbars, tradamerican",37.79094,-122.43443,US,CA,San Francisco,94115,['delivery']
504,o4x29HYKvEUf7Regrn-J9g,Troya,4.0,611,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Mediterranean, Turkish","mediterranean, turkish",37.7893743915288,-122.434076070785,US,CA,San Francisco,94115,"['pickup', 'delivery', 'restaurant_reservation']"
505,4eaK2-Q0dEXWMr5SOoV_Sg,Roam Artisan Burgers,4.0,1222,$$,"['pickup', 'delivery']",False,Burgers,burgers,37.787682,-122.433853,US,CA,San Francisco,94115,"['pickup', 'delivery']"
506,QZQGRJZ4bZCmNoXjs3z1XQ,State Bird Provisions,4.0,2778,$$$,['delivery'],False,"Tapas/Small Plates, American (New), Desserts","tapasmallplates, newamerican, desserts",37.78374,-122.433005,US,CA,San Francisco,94115,['delivery']
507,I0qXHSJwUR0Xj8H91ovBPA,My Father's Kitchen,3.5,472,$$,['delivery'],False,Vietnamese,vietnamese,37.78497,-122.44005,US,CA,San Francisco,94115,['delivery']
508,z4g4bZPR-Z8bFlwv9APl2w,Presidio Kebab,5.0,100,$$,"['pickup', 'delivery']",False,Kebab,kebab,37.7880728,-122.4468073,US,CA,San Francisco,94115,"['pickup', 'delivery']"
509,PFk6k_hEGG0n6_FAJSm9EQ,Woodhouse Fish Company,4.0,2272,$$,['delivery'],False,"Seafood, American (New)","seafood, newamerican",37.78742,-122.43327,US,CA,San Francisco,94115,['delivery']
510,HHtpR0RslupSQ99GIIwW5A,Marufuku Ramen SF,4.5,3098,$$,"['pickup', 'delivery']",False,Ramen,ramen,37.785014,-122.431842,US,CA,San Francisco,94115,"['pickup', 'delivery']"
511,h5ohkmv-UQiJTKFzxSS6RQ,Noosh,3.5,358,$$,['delivery'],False,"Mediterranean, Bakeries, Sandwiches","mediterranean, bakeries, sandwiches",37.7880771447147,-122.43393894285,US,CA,San Francisco,94115,['delivery']
512,dY0Mc_PHH6nLENvWmVtwxQ,Daeho Kalbijjim & Beef Soup,4.5,886,$$,"['pickup', 'delivery']",False,"Korean, Soup, Noodles","korean, soup, noodles",37.78601,-122.42858,US,CA,San Francisco,94115,"['pickup', 'delivery']"
513,4vqUi0Zrhj6D7nAaMZz-OQ,B on the Go,4.0,195,$$,[],False,"Cafes, Sandwiches","cafes, sandwiches",37.7882800064693,-122.440317458614,US,CA,San Francisco,94115,
514,UbKrcsBaZoaBkBOajEX08g,Brenda's Meat & Three,4.0,1151,$$,['delivery'],False,"Breakfast & Brunch, Southern, Cajun/Creole","breakfast_brunch, southern, cajun",37.7781489203981,-122.438551256878,US,CA,San Francisco,94115,['delivery']
515,Xc_ZRIqAbNfUb2m54xnRoA,Jane on Fillmore,4.0,1020,$$,"['pickup', 'delivery']",False,"Coffee & Tea, Bakeries, Breakfast & Brunch","coffee, bakeries, breakfast_brunch",37.78934,-122.43423,US,CA,San Francisco,94115,"['pickup', 'delivery']"
516,ejL_RHoWyyZBhoA9ImR9vg,apizza,4.5,121,$,"['pickup', 'delivery']",False,Pizza,pizza,37.78846,-122.434,US,CA,San Francisco,94115,"['pickup', 'delivery']"
517,CS0pUlk25RV2-vhKFFbxqA,The Progress,4.0,903,$$$$,[],False,"American (New), Bars","newamerican, bars",37.7836608886719,-122.433074951172,US,CA,San Francisco,94115,
518,CS6NaMbTlzD-9yc3DBBrKw,El Burrito Express,4.0,758,$,['pickup'],False,"Mexican, Seafood, Breakfast & Brunch","mexican, seafood, breakfast_brunch",37.78646,-122.43982,US,CA,San Francisco,94115,['pickup']
519,168JCbfPASa30FoHZZaIEg,Boba Guys,4.0,663,$,['delivery'],False,"Cafes, Bubble Tea, Tea Rooms","cafes, bubbletea, tea",37.78365,-122.43247,US,CA,San Francisco,94115,['delivery']
520,Ldq4XfNsXM-ciulyDUlMmw,Sweet Lime Thai Cuisine,4.0,505,$$,"['pickup', 'delivery']",False,"Thai, Gluten-Free","thai, gluten_free",37.7860027535405,-122.435123975131,US,CA,San Francisco,94115,"['pickup', 'delivery']"
521,tQE4SPlX9ZlFSbF4JPU4pg,"La Boulangerie de San Francisco, Pine",4.5,765,$,['pickup'],False,"Bakeries, Coffee & Tea, Breakfast & Brunch","bakeries, coffee, breakfast_brunch",37.787804,-122.434081,US,CA,San Francisco,94115,['pickup']
522,RJjuozKTsgwPNa429tnxbg,The Cheese Steak Shop,4.0,952,$$,"['pickup', 'delivery']",False,"Sandwiches, Cheesesteaks","sandwiches, cheesesteaks",37.78558,-122.43963,US,CA,San Francisco,94115,"['pickup', 'delivery']"
523,4YQg81cDjn2Ei7NYvRHXpA,Chouquet's,3.5,612,$$,"['pickup', 'delivery']",False,French,french,37.791795,-122.434541,US,CA,San Francisco,94115,"['pickup', 'delivery']"
524,sGXR_6KDm7svEc0dPzt1Vw,Cafe Diem,4.5,12,$,['delivery'],False,Cafes,cafes,37.790615,-122.431434,US,CA,San Francisco,94115,['delivery']
525,OVLexCW4wdYDUc_Oc4NfVw,opa cafe,4.5,331,$,"['pickup', 'delivery']",False,"Mediterranean, Sandwiches, Salad","mediterranean, sandwiches, salad",37.783969,-122.441505,US,CA,San Francisco,94115,"['pickup', 'delivery']"
526,Yb7cibCAku1zztMjiGuQHw,Jane The Bakery,4.5,352,$$,"['pickup', 'delivery']",False,"Bakeries, Coffee & Tea, Breakfast & Brunch","bakeries, coffee, breakfast_brunch",37.7838,-122.43411,US,CA,San Francisco,94115,"['pickup', 'delivery']"
527,UdRV_X0aah6c2_LLbB8dGg,Yama-chan,4.0,96,$,['delivery'],False,Japanese,japanese,37.785275,-122.429119,US,CA,San Francisco,94115,['delivery']
528,nGet0Wd9KwkF2OMoOSP0yg,Oasis Cafe,4.5,277,$$,[],False,"Ethiopian, Gluten-Free, Vegetarian","ethiopian, gluten_free, vegetarian",37.7778538803103,-122.438572457672,US,CA,San Francisco,94115,
529,kFgjHGp-cTUK5uPaSJOORA,Souvla,4.0,1414,$$,['delivery'],False,"Greek, Mediterranean","greek, mediterranean",37.77643,-122.425,US,CA,San Francisco,94102,['delivery']
530,SJEd7ymnKMp3vpElbEEa-g,San Francisco Athletic Club,4.0,246,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Sports Bars, Burgers, Hot Dogs","sportsbars, burgers, hotdog",37.785973,-122.439697,US,CA,San Francisco,94115,"['pickup', 'delivery', 'restaurant_reservation']"
531,eL1aKZx9bplkBesYcGJ11w,Curbside Cafe,4.0,762,$$,['delivery'],False,"Breakfast & Brunch, French, American (New)","breakfast_brunch, french, newamerican",37.78869,-122.43405,US,CA,San Francisco,94115,['delivery']
532,9PhrFgMv94H6iWHjpL8SZA,Super Mira Market,4.0,169,$$,['delivery'],False,"International Grocery, Fruits & Veggies, Delis","intlgrocery, markets, delis",37.78673,-122.42978,US,CA,San Francisco,94115,['delivery']
533,f_uf8paCL1pJ29ZI4AyiEg,Via Veneto,4.0,260,$$,['delivery'],False,Italian,italian,37.7904777526855,-122.433876037598,US,CA,San Francisco,94115,['delivery']
534,M4hrvI7_NwJ9igOgQBsCiw,Gardenias,4.0,135,$$$,['delivery'],False,"American (New), Seafood","newamerican, seafood",37.78595,-122.43261,US,CA,San Francisco,94115,['delivery']
535,vth2jtXfVUCRJeIP680CyA,Udon Mugizo,4.0,869,$$,"['pickup', 'delivery']",False,"Japanese, Noodles","japanese, noodles",37.78501,-122.431741,US,CA,San Francisco,94115,"['pickup', 'delivery']"
536,iZ5VBmyFAZyJCt88KLwhJw,La Mediterranee,4.0,1554,$$,"['pickup', 'delivery']",False,"Middle Eastern, Mediterranean, Armenian","mideastern, mediterranean, armenian",37.7900665,-122.4338783,US,CA,San Francisco,94115,"['pickup', 'delivery']"
537,wPJjpOZ0mnsajJLBkWUnwA,Pizzeria Delfina - Pacific Heights,4.0,1488,$$,"['pickup', 'delivery']",False,"Pizza, Italian","pizza, italian",37.789104,-122.434441,US,CA,San Francisco,94115,"['pickup', 'delivery']"
538,p6bLw7PS63Kbge_wyIOP8w,Garibaldi's,4.0,546,$$$,['delivery'],False,American (New),newamerican,37.7883799,-122.44729,US,CA,San Francisco,94115,['delivery']
539,_KtkAiwyxHbkn9O6yEMvjA,Bun Mee,3.5,919,$$,"['pickup', 'delivery']",False,"Vietnamese, Sandwiches","vietnamese, sandwiches",37.788177,-122.433951,US,CA,San Francisco,94115,"['pickup', 'delivery']"
540,u1SfgyXufKvyFLbYZGGI_g,Che Fico Alimentari,4.5,76,$$$,[],False,Italian,italian,37.777467,-122.437936,US,CA,San Francisco,94117,
541,3-QftDg5y7rqLfCVt_Ja-g,Nijiya Market - San Francisco,4.0,889,$$,[],False,"Japanese, International Grocery, Seafood Markets","japanese, intlgrocery, seafoodmarkets",37.7852432883522,-122.431033029569,US,CA,San Francisco,94115,
542,8aqzfjnuT5LhuveW3e6CoA,Octavia,4.0,579,$$$,['delivery'],False,American (New),newamerican,37.7879638671875,-122.427192687988,US,CA,San Francisco,94109,['delivery']
543,JoU4A0wItwpBr1s-pyiCxg,Sorrel,4.0,235,$$$,"['pickup', 'delivery']",False,"American (New), Italian","newamerican, italian",37.788563,-122.446188,US,CA,San Francisco,94115,"['pickup', 'delivery']"
544,_zfxJqH3XZ65X8sNYVKGqg,Pa'ina Lounge & Restaurant,4.0,610,$$,"['pickup', 'delivery']",False,"Hawaiian, Bars, Venues & Event Spaces","hawaiian, bars, venues",37.785115,-122.432376,US,CA,San Francisco,94115,"['pickup', 'delivery']"
545,Q9KeURmTqRFLKb_3Dxq6Jw,Cafe Murano,4.0,287,$,['delivery'],False,"Coffee & Tea, Breakfast & Brunch, Sandwiches","coffee, breakfast_brunch, sandwiches",37.785496,-122.435087,US,CA,San Francisco,94115,['delivery']
546,XAIuCODMY4aFeBnpYZArdw,Beijing Tokyo Bistro,4.5,9,,"['pickup', 'delivery']",False,"Chinese, Japanese","chinese, japanese",37.78834106855354,-122.4402103,US,CA,San Francisco,94115,"['pickup', 'delivery']"
547,U1UGWvpNxPAlojTpe1LSvA,Cool Cravings,4.5,136,$$,"['pickup', 'delivery']",False,"Cafes, Delis, Juice Bars & Smoothies","cafes, delis, juicebars",37.78479,-122.4403534,US,CA,San Francisco,94115,"['pickup', 'delivery']"
548,Fe-YjAdSRLqDC2H_pqPcSw,Hinodeya Ramen Bar,4.0,1177,$$,"['pickup', 'delivery']",False,Ramen,ramen,37.7861574638014,-122.430057115853,US,CA,San Francisco,94115,"['pickup', 'delivery']"
549,cEuUIXX-4MpkIen8QZVYOQ,Samara Southern Creations,4.5,4,,[],False,"Pop-Up Restaurants, Southern","popuprestaurants, southern",37.78655,-122.43719,US,CA,San Francisco,94115,
550,IrfmgL_zZk3T_G8OzWoqMw,Tripleta,4.5,11,,[],False,"Puerto Rican, Sandwiches","puertorican, sandwiches",37.761695,-122.424087,US,CA,San Francisco,94110,
551,gqVl3RprESEqkIPeJH0yOg,Zazie,4.0,4514,$$,['delivery'],False,"Breakfast & Brunch, French","breakfast_brunch, french",37.765244,-122.4501138,US,CA,San Francisco,94117,['delivery']
552,_1pt3zjz2Om9QC3OUSuTtA,Mahila,4.0,154,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,Malaysian,malaysian,37.750925,-122.4342714,US,CA,San Francisco,94114,"['restaurant_reservation', 'delivery', 'pickup']"
553,XQLmEdXoMzOpffwoFaBtaQ,Kitchen Story,4.0,3433,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Breakfast & Brunch, Asian Fusion, American (New)","breakfast_brunch, asianfusion, newamerican",37.7642352,-122.4306936,US,CA,San Francisco,94114,"['restaurant_reservation', 'pickup', 'delivery']"
554,2IgUNNcCoUcmhiv5ei-Vlw,Plain Jane,4.5,263,$$,"['pickup', 'delivery']",False,Breakfast & Brunch,breakfast_brunch,37.75497,-122.4235,US,CA,San Francisco,94110,"['pickup', 'delivery']"
555,n3hTvILJyQ-XDchvrW7PBg,Billingsgate,4.5,12,,[],False,"Seafood, Bars, Seafood Markets","seafood, bars, seafoodmarkets",37.75152,-122.42879,US,CA,San Francisco,94114,
556,agq8VUqVQ_Y3dZh6-IjeIg,MaMa Ji's,4.0,764,$$,['delivery'],False,"Dim Sum, Szechuan","dimsum, szechuan",37.7607584141734,-122.438729188523,US,CA,San Francisco,94114,['delivery']
557,reXWH9Wo0ZTOuQsTMNOSxg,Fable,4.0,523,$$,"['pickup', 'delivery']",False,"American (New), Wine Bars, Breakfast & Brunch","newamerican, wine_bars, breakfast_brunch",37.759958,-122.435089,US,CA,San Francisco,94114,"['pickup', 'delivery']"
558,0tiSST3GCwTa7eqY6yTlHQ,Tastebuds,4.0,132,$$,"['restaurant_reservation', 'delivery']",False,"Cafes, Soul Food, Breakfast & Brunch","cafes, soulfood, breakfast_brunch",37.77715801324,-122.46266875416,US,CA,San Francisco,94118,"['restaurant_reservation', 'delivery']"
559,sVc32Y9epCUnurrbkyOlcA,Heroic Italian,4.5,16,,"['pickup', 'delivery']",False,"Italian, Sandwiches, Salad","italian, sandwiches, salad",37.75972,-122.43525,US,CA,San Francisco,94114,"['pickup', 'delivery']"
560,VcJzpsjaPi8HZ8zXI6GMOQ,Dear Inga,4.5,68,$$$,['delivery'],False,"Cocktail Bars, Hungarian, Modern European","cocktailbars, hungarian, modern_european",37.76183,-122.42292,US,CA,San Francisco,94110,['delivery']
561,J7_-faNq_Ag9qTOlDn81Pw,Starbelly,4.0,1880,$$,"['pickup', 'delivery']",False,"Comfort Food, Cocktail Bars, Wine Bars","comfortfood, cocktailbars, wine_bars",37.7640744,-122.4325634,US,CA,San Francisco,94114,"['pickup', 'delivery']"
562,LsGkxQK217twdzZzVXsSRg,CreoLa,4.5,55,,"['restaurant_reservation', 'delivery']",False,"Bars, Seafood, Cajun/Creole","bars, seafood, cajun",37.7662642,-122.4527631,US,CA,San Francisco,94117,"['restaurant_reservation', 'delivery']"
563,xWXaISh4p2lAqwpwaLx3cQ,Farmhouse Express,4.0,8,,[],False,Thai,thai,37.7713385,-122.4304478,US,CA,San Francisco,94117,
564,IlkvuSkI1LF5y-Q3jpWrWQ,Cafe De Casa,4.5,49,,"['pickup', 'delivery']",False,"Brazilian, Salad, Seafood","brazilian, salad, seafood",37.76236,-122.43471,US,CA,San Francisco,94114,"['pickup', 'delivery']"
565,ri7UUYmx21AgSpRsf4-9QA,Tartine Bakery & Cafe,4.0,8012,$$,['delivery'],False,"Bakeries, Cafes, Desserts","bakeries, cafes, desserts",37.76131,-122.42431,US,CA,San Francisco,94110,['delivery']
566,HECB3khkUffaD2zWCngLuw,El Techo,4.0,2028,$$,['restaurant_reservation'],False,"Latin American, Cocktail Bars, Breakfast & Brunch","latin, cocktailbars, breakfast_brunch",37.756576,-122.4190831,US,CA,San Francisco,94110,['restaurant_reservation']
