,date,drv,trn,wlk,city
0,2020-01-13,100.0,100.0,100.0,New York City
1,2020-01-14,101.51,92.66,96.09,New York City
2,2020-01-15,104.51,95.29,105.77,New York City
3,2020-01-16,108.78,96.42,101.73,New York City
4,2020-01-17,122.44,107.5,117.09,New York City
5,2020-01-18,99.7,101.22,115.37,New York City
6,2020-01-19,93.56,93.41,110.42,New York City
7,2020-01-20,97.6,87.91,88.56,New York City
8,2020-01-21,99.99,94.76,91.09,New York City
9,2020-01-22,101.69,98.07,98.48,New York City
10,2020-01-23,106.78,101.52,105.69,New York City
11,2020-01-24,121.91,114.06,131.74,New York City
12,2020-01-25,112.91,105.16,122.53,New York City
13,2020-01-26,89.93,85.92,98.1,New York City
14,2020-01-27,94.43,91.57,91.96,New York City
15,2020-01-28,97.47,91.79,93.49,New York City
16,2020-01-29,99.39,93.18,95.82,New York City
17,2020-01-30,103.34,98.02,100.4,New York City
18,2020-01-31,119.15,110.46,126.24,New York City
19,2020-02-01,116.34,109.24,136.71,New York City
20,2020-02-02,85.28,83.39,89.21,New York City
21,2020-02-03,95.86,91.31,97.54,New York City
22,2020-02-04,98.35,92.84,98.84,New York City
23,2020-02-05,99.11,93.88,98.97,New York City
24,2020-02-06,104.82,97.57,100.91,New York City
25,2020-02-07,117.89,111.75,122.43,New York City
26,2020-02-08,119.65,117.34,143.47,New York City
27,2020-02-09,93.07,89.88,102.55,New York City
28,2020-02-10,99.16,91.7,89.63,New York City
29,2020-02-11,102.68,95.7,98.37,New York City
30,2020-02-12,104.14,97.68,103.49,New York City
31,2020-02-13,111.82,103.34,106.9,New York City
32,2020-02-14,136.44,118.61,141.51,New York City
33,2020-02-15,121.06,113.45,144.7,New York City
34,2020-02-16,98.96,95.82,124.04,New York City
35,2020-02-17,103.57,100.99,115.57,New York City
36,2020-02-18,103.61,99.87,106.31,New York City
37,2020-02-19,107.16,102.57,112.61,New York City
38,2020-02-20,108.96,104.23,111.55,New York City
39,2020-02-21,124.45,115.72,132.75,New York City
40,2020-02-22,124.87,117.34,153.65,New York City
41,2020-02-23,97.11,87.97,108.09,New York City
42,2020-02-24,99.75,91.49,98.45,New York City
43,2020-02-25,103.04,92.14,94.25,New York City
44,2020-02-26,105.31,94.63,101.43,New York City
45,2020-02-27,108.88,97.48,102.48,New York City
46,2020-02-28,127.84,114.48,130.16,New York City
47,2020-02-29,126.33,115.21,138.83,New York City
48,2020-03-01,96.78,87.01,103.41,New York City
49,2020-03-02,102.58,92.87,102.8,New York City
50,2020-03-03,105.46,93.89,99.36,New York City
51,2020-03-04,107.92,98.65,110.29,New York City
52,2020-03-05,112.64,100.54,114.95,New York City
53,2020-03-06,126.8,108.43,121.34,New York City
54,2020-03-07,125.82,114.48,147.96,New York City
55,2020-03-08,96.7,86.13,110.32,New York City
56,2020-03-09,104.61,92.2,114.55,New York City
57,2020-03-10,101.42,85.1,102.1,New York City
58,2020-03-11,100.27,81.65,97.08,New York City
59,2020-03-12,93.95,69.1,83.02,New York City
60,2020-03-13,100.36,66.28,86.93,New York City
61,2020-03-14,88.65,58.17,80.86,New York City
62,2020-03-15,64.46,40.65,53.22,New York City
63,2020-03-16,67.81,36.57,45.04,New York City
64,2020-03-17,60.47,30.15,38.52,New York City
65,2020-03-18,59.38,27.35,38.01,New York City
66,2020-03-19,54.24,25.2,33.0,New York City
67,2020-03-20,59.45,24.13,38.56,New York City
68,2020-03-21,49.13,18.74,32.23,New York City
69,2020-03-22,34.34,14.97,22.22,New York City
70,2020-03-23,36.26,15.46,18.98,New York City
71,2020-03-24,42.53,16.52,27.06,New York City
72,2020-03-25,39.39,15.32,21.93,New York City
73,2020-03-26,43.45,16.05,27.1,New York City
74,2020-03-27,48.15,17.14,30.7,New York City
75,2020-03-28,37.18,13.4,20.61,New York City
76,2020-03-29,30.64,12.84,18.23,New York City
77,2020-03-30,39.39,15.43,23.46,New York City
78,2020-03-31,39.59,14.55,22.96,New York City
79,2020-04-01,41.2,14.39,25.07,New York City
80,2020-04-02,41.01,13.84,24.07,New York City
81,2020-04-03,43.97,13.76,23.7,New York City
82,2020-04-04,41.34,12.71,26.26,New York City
83,2020-04-05,34.1,12.03,21.96,New York City
84,2020-04-06,42.46,14.26,27.33,New York City
85,2020-04-07,42.49,13.54,26.41,New York City
86,2020-04-08,41.44,13.32,24.83,New York City
87,2020-04-09,40.03,12.73,21.52,New York City
88,2020-04-10,45.9,13.37,24.01,New York City
89,2020-04-11,44.55,12.52,26.8,New York City
90,2020-04-12,31.33,11.25,20.49,New York City
91,2020-04-13,36.46,12.75,19.22,New York City
92,2020-04-14,45.9,14.13,26.62,New York City
93,2020-04-15,46.55,13.42,25.84,New York City
94,2020-04-16,47.23,13.34,25.0,New York City
95,2020-04-17,51.86,13.46,27.12,New York City
96,2020-04-18,45.56,12.1,23.84,New York City
97,2020-04-19,42.87,12.61,27.06,New York City
98,2020-04-20,47.49,14.58,26.88,New York City
99,2020-04-21,44.69,13.49,23.22,New York City
100,2020-04-22,50.27,14.06,26.76,New York City
101,2020-04-23,49.36,14.03,25.58,New York City
102,2020-04-24,52.27,13.83,25.79,New York City
103,2020-04-25,57.52,14.08,34.81,New York City
104,2020-04-26,38.51,12.19,19.37,New York City
105,2020-04-27,48.12,14.98,25.33,New York City
106,2020-04-28,56.29,16.01,33.1,New York City
107,2020-04-29,51.8,15.39,27.39,New York City
108,2020-04-30,51.3,14.9,25.92,New York City
109,2020-05-01,61.39,16.51,32.66,New York City
110,2020-05-02,66.58,16.37,42.71,New York City
111,2020-05-03,55.59,15.64,36.23,New York City
112,2020-05-04,58.29,18.02,33.19,New York City
113,2020-05-05,62.13,17.96,35.24,New York City
114,2020-05-06,57.36,17.03,29.16,New York City
115,2020-05-07,63.77,17.64,36.79,New York City
116,2020-05-08,64.28,16.14,31.43,New York City
117,2020-05-09,65.61,15.41,33.37,New York City
118,2020-05-10,57.22,14.63,32.85,New York City
119,2020-05-11,,,,New York City
120,2020-05-12,,,,New York City
121,2020-05-13,68.48,18.45,38.51,New York City
122,2020-05-14,71.1,18.54,39.57,New York City
123,2020-05-15,84.12,20.14,48.47,New York City
124,2020-05-16,82.52,19.17,50.41,New York City
125,2020-05-17,65.55,17.42,39.91,New York City
126,2020-05-18,70.3,20.05,39.45,New York City
127,2020-05-19,74.14,20.02,41.29,New York City
128,2020-05-20,77.27,20.18,42.99,New York City
129,2020-05-21,81.65,20.81,45.87,New York City
130,2020-05-22,89.53,21.19,49.22,New York City
131,2020-05-23,72.63,18.05,37.71,New York City
132,2020-05-24,74.79,19.4,45.57,New York City
133,2020-05-25,69.55,20.75,43.0,New York City
134,2020-05-26,82.71,23.33,48.13,New York City
135,2020-05-27,85.27,23.22,48.88,New York City
136,2020-05-28,81.9,22.2,44.69,New York City
137,2020-05-29,91.98,23.33,50.81,New York City
138,2020-05-30,96.18,24.22,59.86,New York City
139,2020-05-31,78.61,21.25,48.6,New York City
140,2020-06-01,82.96,24.33,50.4,New York City
141,2020-06-02,80.97,24.42,48.68,New York City
142,2020-06-03,79.87,22.37,43.22,New York City
143,2020-06-04,91.0,24.83,51.73,New York City
144,2020-06-05,93.55,24.1,48.82,New York City
145,2020-06-06,100.86,26.42,58.64,New York City
146,2020-06-07,86.66,25.28,51.87,New York City
147,2020-06-08,92.18,29.69,53.58,New York City
148,2020-06-09,100.69,30.39,57.44,New York City
149,2020-06-10,98.67,29.56,55.13,New York City
150,2020-06-11,91.57,27.4,47.9,New York City
151,2020-06-12,118.14,32.8,67.72,New York City
152,2020-06-13,111.98,30.61,68.19,New York City
153,2020-06-14,90.69,27.9,54.09,New York City
154,2020-06-15,98.02,31.34,55.74,New York City
155,2020-06-16,103.47,32.34,59.99,New York City
156,2020-06-17,104.3,32.05,59.28,New York City
157,2020-06-18,106.3,32.31,59.45,New York City
158,2020-06-19,126.65,37.48,76.36,New York City
159,2020-06-20,116.95,32.9,68.66,New York City
160,2020-06-21,89.91,28.85,50.68,New York City
161,2020-06-22,109.55,37.0,62.04,New York City
162,2020-06-23,113.58,37.82,66.96,New York City
163,2020-06-24,114.63,37.75,66.04,New York City
164,2020-06-25,118.19,38.22,68.27,New York City
165,2020-06-26,135.63,41.52,79.4,New York City
166,2020-06-27,116.3,35.44,67.25,New York City
167,2020-06-28,100.91,34.24,59.3,New York City
168,2020-06-29,115.7,40.51,66.7,New York City
169,2020-06-30,114.29,38.73,65.33,New York City
170,2020-07-01,116.68,38.98,64.71,New York City
171,2020-07-02,134.71,43.94,75.84,New York City
172,2020-07-03,122.37,38.13,68.42,New York City
173,2020-07-04,104.35,38.15,70.16,New York City
174,2020-07-05,100.21,34.58,57.4,New York City
175,2020-07-06,111.22,39.14,60.83,New York City
176,2020-07-07,115.68,41.36,69.0,New York City
177,2020-07-08,116.19,41.48,66.59,New York City
178,2020-07-09,126.98,45.38,76.13,New York City
179,2020-07-10,114.03,35.25,57.93,New York City
180,2020-07-11,121.99,39.64,72.49,New York City
181,2020-07-12,118.33,41.64,71.61,New York City
182,2020-07-13,117.54,43.21,69.22,New York City
183,2020-07-14,123.96,45.44,74.52,New York City
184,2020-07-15,124.75,44.93,74.92,New York City
185,2020-07-16,127.08,44.67,76.08,New York City
186,2020-07-17,135.13,45.44,79.74,New York City
187,2020-07-18,137.93,48.72,86.28,New York City
188,2020-07-19,113.92,41.67,65.19,New York City
189,2020-07-20,118.19,44.56,67.03,New York City
190,2020-07-21,123.11,46.42,72.32,New York City
191,2020-07-22,119.4,42.97,66.1,New York City
192,2020-07-23,123.38,43.37,70.44,New York City
193,2020-07-24,135.89,46.23,78.79,New York City
194,2020-07-25,141.19,51.61,90.53,New York City
195,2020-07-26,115.37,43.28,67.45,New York City
196,2020-07-27,122.71,47.13,70.48,New York City
197,2020-07-28,123.5,46.83,71.98,New York City
198,2020-07-29,129.46,49.14,76.3,New York City
199,2020-07-30,128.9,47.56,74.59,New York City
200,2020-07-31,135.53,48.66,81.42,New York City
201,2020-08-01,141.94,50.66,91.65,New York City
202,2020-08-02,104.84,39.81,62.84,New York City
203,2020-08-03,123.74,48.54,73.75,New York City
204,2020-08-04,103.28,42.04,55.97,New York City
205,2020-08-05,144.32,53.21,83.26,New York City
206,2020-08-06,138.52,49.81,81.04,New York City
207,2020-08-07,142.53,50.24,82.71,New York City
208,2020-08-08,141.47,51.7,94.24,New York City
209,2020-08-09,121.89,47.33,76.9,New York City
210,2020-08-10,128.89,50.62,76.64,New York City
211,2020-08-11,130.87,50.63,78.69,New York City
212,2020-08-12,126.56,47.64,72.69,New York City
213,2020-08-13,127.45,46.72,72.9,New York City
214,2020-08-14,148.85,55.75,92.08,New York City
215,2020-08-15,141.53,54.6,95.57,New York City
216,2020-08-16,99.08,38.2,56.59,New York City
217,2020-08-17,123.29,51.68,77.17,New York City
218,2020-08-18,130.33,53.73,83.89,New York City
219,2020-08-19,123.86,49.75,76.18,New York City
220,2020-08-20,135.63,55.29,87.59,New York City
221,2020-08-21,149.98,58.65,96.39,New York City
222,2020-08-22,143.88,55.97,96.89,New York City
223,2020-08-23,113.86,47.32,75.02,New York City
224,2020-08-24,121.94,52.29,76.79,New York City
225,2020-08-25,123.91,52.22,77.15,New York City
226,2020-08-26,127.88,53.22,82.53,New York City
227,2020-08-27,125.49,49.8,76.03,New York City
228,2020-08-28,140.71,55.04,89.61,New York City
229,2020-08-29,119.75,47.59,81.37,New York City
230,2020-08-30,120.6,50.17,82.68,New York City
231,2020-08-31,117.46,49.09,76.96,New York City
232,2020-09-01,120.92,49.23,80.1,New York City
233,2020-09-02,120.24,49.11,77.86,New York City
234,2020-09-03,128.38,51.79,81.56,New York City
235,2020-09-04,152.09,59.41,101.39,New York City
236,2020-09-05,139.13,57.42,105.61,New York City
237,2020-09-06,118.49,49.0,87.4,New York City
238,2020-09-07,106.79,49.15,75.62,New York City
239,2020-09-08,119.42,51.71,78.8,New York City
240,2020-09-09,119.99,51.53,78.75,New York City
241,2020-09-10,117.52,47.97,71.56,New York City
242,2020-09-11,144.16,59.99,100.83,New York City
243,2020-09-12,144.16,60.36,110.01,New York City
244,2020-09-13,108.24,47.2,76.65,New York City
245,2020-09-14,114.76,50.49,75.44,New York City
246,2020-09-15,118.19,50.35,78.07,New York City
247,2020-09-16,118.17,51.16,79.11,New York City
248,2020-09-17,123.4,53.07,82.06,New York City
249,2020-09-18,142.13,58.55,97.27,New York City
250,2020-09-19,142.23,61.66,109.69,New York City
251,2020-09-20,107.52,50.43,77.22,New York City
252,2020-09-21,108.88,49.18,72.01,New York City
253,2020-09-22,112.39,49.6,75.49,New York City
254,2020-09-23,116.76,52.08,79.63,New York City
255,2020-09-24,119.13,52.39,80.37,New York City
256,2020-09-25,141.72,61.3,101.16,New York City
257,2020-09-26,141.1,63.75,112.78,New York City
258,2020-09-27,107.92,49.82,78.37,New York City
259,2020-09-28,107.93,50.37,73.9,New York City
260,2020-09-29,106.6,47.02,66.64,New York City
261,2020-09-30,112.6,50.69,75.36,New York City
262,2020-10-01,119.21,54.46,81.35,New York City
263,2020-10-02,133.83,59.66,94.32,New York City
264,2020-10-03,138.65,63.07,110.23,New York City
265,2020-10-04,104.71,48.4,75.86,New York City
266,2020-10-05,105.97,49.63,70.99,New York City
267,2020-10-06,109.84,50.57,74.81,New York City
268,2020-10-07,110.06,50.36,73.17,New York City
269,2020-10-08,115.49,53.56,77.76,New York City
270,2020-10-09,138.24,61.5,97.63,New York City
271,2020-10-10,140.45,65.53,111.03,New York City
272,2020-10-11,102.35,48.49,75.44,New York City
273,2020-10-12,93.85,42.43,55.64,New York City
274,2020-10-13,101.31,47.13,64.5,New York City
275,2020-10-14,111.6,52.71,77.33,New York City
276,2020-10-15,117.77,54.51,81.23,New York City
277,2020-10-16,121.98,51.44,75.12,New York City
278,2020-10-17,137.42,65.09,111.69,New York City
279,2020-10-18,106.13,50.49,77.14,New York City
280,2020-10-19,104.5,50.52,70.55,New York City
281,2020-10-20,106.27,50.32,71.79,New York City
282,2020-10-21,108.86,51.62,74.84,New York City
283,2020-10-22,113.36,53.26,77.51,New York City
284,2020-10-23,133.57,62.07,97.57,New York City
285,2020-10-24,135.4,64.22,109.72,New York City
286,2020-10-25,100.99,47.94,71.76,New York City
287,2020-10-26,101.11,48.25,66.59,New York City
288,2020-10-27,106.01,50.23,73.06,New York City
289,2020-10-28,105.96,49.65,71.19,New York City
290,2020-10-29,103.17,46.44,62.7,New York City
291,2020-10-30,123.86,55.89,83.41,New York City
292,2020-10-31,125.45,62.81,105.34,New York City
293,2020-11-01,88.23,43.1,60.0,New York City
294,2020-11-02,97.67,47.29,64.31,New York City
295,2020-11-03,96.74,43.62,68.14,New York City
296,2020-11-04,94.95,44.2,63.47,New York City
297,2020-11-05,103.91,50.18,71.78,New York City
298,2020-11-06,120.64,58.54,89.38,New York City
299,2020-11-07,122.29,62.59,107.3,New York City
300,2020-11-08,95.56,50.02,77.06,New York City
301,2020-11-09,95.92,49.65,69.2,New York City
302,2020-11-10,100.83,51.29,73.28,New York City
303,2020-11-11,95.46,46.52,64.25,New York City
304,2020-11-12,92.43,46.26,61.07,New York City
305,2020-11-13,112.66,55.02,79.55,New York City
306,2020-11-14,115.18,60.93,96.46,New York City
307,2020-11-15,82.05,43.98,61.1,New York City
308,2020-11-16,92.48,47.23,63.1,New York City
309,2020-11-17,93.43,46.72,61.92,New York City
310,2020-11-18,94.81,46.02,60.64,New York City
311,2020-11-19,97.68,47.14,65.16,New York City
312,2020-11-20,117.72,55.9,83.99,New York City
313,2020-11-21,113.67,57.45,90.48,New York City
314,2020-11-22,82.71,43.09,59.21,New York City
315,2020-11-23,95.45,45.59,61.27,New York City
316,2020-11-24,104.23,46.91,67.43,New York City
317,2020-11-25,110.33,45.05,71.79,New York City
318,2020-11-26,56.33,29.8,38.1,New York City
319,2020-11-27,95.11,43.9,69.14,New York City
320,2020-11-28,99.29,46.86,74.83,New York City
321,2020-11-29,82.24,41.0,59.5,New York City
322,2020-11-30,84.37,39.72,52.24,New York City
323,2020-12-01,93.5,44.94,62.04,New York City
324,2020-12-02,92.74,44.16,61.7,New York City
325,2020-12-03,95.52,45.75,66.84,New York City
326,2020-12-04,106.5,48.53,74.16,New York City
327,2020-12-05,97.33,48.42,74.27,New York City
328,2020-12-06,82.26,44.62,61.99,New York City
329,2020-12-07,89.28,44.48,60.87,New York City
330,2020-12-08,90.71,43.82,60.26,New York City
331,2020-12-09,92.02,43.81,60.24,New York City
332,2020-12-10,97.85,46.79,68.23,New York City
333,2020-12-11,113.45,53.32,85.55,New York City
334,2020-12-12,107.65,53.28,89.45,New York City
335,2020-12-13,87.83,46.24,72.28,New York City
336,2020-12-14,89.07,42.21,57.13,New York City
337,2020-12-15,102.48,45.59,66.98,New York City
338,2020-12-16,78.61,36.99,50.63,New York City
339,2020-12-17,53.84,37.18,41.18,New York City
340,2020-12-18,103.54,50.48,71.29,New York City
341,2020-12-19,104.78,51.58,78.19,New York City
342,2020-12-20,80.44,41.36,56.91,New York City
343,2020-12-21,104.43,49.23,69.58,New York City
344,2020-12-22,110.61,49.14,72.77,New York City
345,2020-12-23,121.78,49.32,77.96,New York City
346,2020-12-24,93.73,36.44,60.9,New York City
347,2020-12-25,49.77,25.17,34.02,New York City
348,2020-12-26,89.16,39.07,60.55,New York City
349,2020-12-27,80.13,38.96,56.61,New York City
350,2020-12-28,98.51,48.54,71.94,New York City
351,2020-12-29,101.39,47.5,69.1,New York City
352,2020-12-30,104.95,47.95,73.46,New York City
353,2020-12-31,96.14,41.79,71.6,New York City
354,2021-01-01,65.46,31.83,49.14,New York City
355,2021-01-02,95.8,45.46,76.34,New York City
356,2021-01-03,69.18,35.35,45.3,New York City
357,2021-01-04,87.64,44.94,60.9,New York City
358,2021-01-05,91.0,44.17,60.15,New York City
359,2021-01-06,89.34,42.69,59.39,New York City
360,2020-01-13,100.0,100.0,100.0,Los Angeles
361,2020-01-14,105.93,103.78,105.72,Los Angeles
362,2020-01-15,112.23,105.28,111.35,Los Angeles
363,2020-01-16,111.73,103.12,111.68,Los Angeles
364,2020-01-17,130.2,109.34,134.45,Los Angeles
365,2020-01-18,122.3,92.96,154.54,Los Angeles
366,2020-01-19,92.49,76.92,116.52,Los Angeles
367,2020-01-20,101.89,93.71,109.02,Los Angeles
368,2020-01-21,108.51,112.4,107.66,Los Angeles
369,2020-01-22,111.56,110.84,110.91,Los Angeles
370,2020-01-23,118.7,115.03,116.0,Los Angeles
371,2020-01-24,129.35,115.94,135.03,Los Angeles
372,2020-01-25,125.81,94.56,155.49,Los Angeles
373,2020-01-26,90.7,74.66,106.78,Los Angeles
374,2020-01-27,103.78,110.61,106.25,Los Angeles
375,2020-01-28,108.2,109.55,109.04,Los Angeles
376,2020-01-29,109.24,107.99,107.61,Los Angeles
377,2020-01-30,112.39,108.11,112.22,Los Angeles
378,2020-01-31,128.35,114.67,136.63,Los Angeles
379,2020-02-01,123.78,98.76,161.75,Los Angeles
380,2020-02-02,84.36,74.59,100.75,Los Angeles
381,2020-02-03,100.73,102.41,97.36,Los Angeles
382,2020-02-04,106.09,107.02,102.34,Los Angeles
383,2020-02-05,110.28,107.68,106.62,Los Angeles
384,2020-02-06,115.53,113.5,112.67,Los Angeles
385,2020-02-07,131.6,115.53,136.95,Los Angeles
386,2020-02-08,126.0,95.08,155.66,Los Angeles
387,2020-02-09,89.54,73.04,100.95,Los Angeles
388,2020-02-10,108.51,115.51,110.08,Los Angeles
389,2020-02-11,114.01,116.09,111.05,Los Angeles
390,2020-02-12,116.93,114.86,114.35,Los Angeles
391,2020-02-13,127.6,118.05,125.75,Los Angeles
392,2020-02-14,152.08,123.05,159.21,Los Angeles
393,2020-02-15,127.42,95.89,164.35,Los Angeles
394,2020-02-16,101.93,83.93,131.75,Los Angeles
395,2020-02-17,107.66,100.27,118.54,Los Angeles
396,2020-02-18,115.76,123.62,112.9,Los Angeles
397,2020-02-19,117.01,121.08,114.73,Los Angeles
398,2020-02-20,123.74,122.6,121.76,Los Angeles
399,2020-02-21,137.91,123.56,143.82,Los Angeles
400,2020-02-22,127.2,97.24,155.36,Los Angeles
401,2020-02-23,100.94,84.87,122.46,Los Angeles
402,2020-02-24,113.05,122.25,112.99,Los Angeles
403,2020-02-25,116.44,120.6,112.18,Los Angeles
404,2020-02-26,116.42,116.93,112.44,Los Angeles
405,2020-02-27,120.34,116.08,116.16,Los Angeles
406,2020-02-28,136.12,121.19,141.16,Los Angeles
407,2020-02-29,132.75,101.11,163.07,Los Angeles
408,2020-03-01,95.14,78.11,109.06,Los Angeles
409,2020-03-02,107.53,111.77,108.99,Los Angeles
410,2020-03-03,117.58,118.77,123.12,Los Angeles
411,2020-03-04,114.67,114.33,111.02,Los Angeles
412,2020-03-05,121.15,114.58,116.47,Los Angeles
413,2020-03-06,134.88,118.67,139.02,Los Angeles
414,2020-03-07,127.12,96.8,157.79,Los Angeles
415,2020-03-08,97.79,79.62,125.71,Los Angeles
416,2020-03-09,104.25,106.63,104.38,Los Angeles
417,2020-03-10,105.16,94.98,97.52,Los Angeles
418,2020-03-11,105.95,101.68,105.93,Los Angeles
419,2020-03-12,103.85,76.0,81.78,Los Angeles
420,2020-03-13,103.23,70.41,92.63,Los Angeles
421,2020-03-14,82.59,55.08,91.26,Los Angeles
422,2020-03-15,62.77,47.97,70.35,Los Angeles
423,2020-03-16,73.91,50.28,63.04,Los Angeles
424,2020-03-17,68.19,46.31,63.51,Los Angeles
425,2020-03-18,63.35,42.19,59.28,Los Angeles
426,2020-03-19,59.1,36.73,53.2,Los Angeles
427,2020-03-20,56.79,33.16,53.02,Los Angeles
428,2020-03-21,47.54,27.5,52.41,Los Angeles
429,2020-03-22,36.18,23.56,39.64,Los Angeles
430,2020-03-23,45.99,30.78,46.69,Los Angeles
431,2020-03-24,46.25,29.21,46.49,Los Angeles
432,2020-03-25,46.0,28.44,46.4,Los Angeles
433,2020-03-26,46.38,27.09,46.12,Los Angeles
434,2020-03-27,51.27,27.99,50.01,Los Angeles
435,2020-03-28,43.19,23.33,47.22,Los Angeles
436,2020-03-29,34.94,21.78,39.9,Los Angeles
437,2020-03-30,44.97,27.76,47.19,Los Angeles
438,2020-03-31,45.54,26.68,46.51,Los Angeles
439,2020-04-01,46.7,26.25,48.68,Los Angeles
440,2020-04-02,45.87,25.76,47.22,Los Angeles
441,2020-04-03,52.04,26.3,52.6,Los Angeles
442,2020-04-04,44.77,22.14,48.28,Los Angeles
443,2020-04-05,33.92,19.22,36.02,Los Angeles
444,2020-04-06,40.81,21.76,37.63,Los Angeles
445,2020-04-07,41.36,22.16,38.13,Los Angeles
446,2020-04-08,42.38,21.82,41.92,Los Angeles
447,2020-04-09,40.85,19.1,35.31,Los Angeles
448,2020-04-10,48.47,21.7,45.5,Los Angeles
449,2020-04-11,46.57,21.66,50.85,Los Angeles
450,2020-04-12,30.88,17.8,31.73,Los Angeles
451,2020-04-13,44.59,23.47,44.12,Los Angeles
452,2020-04-14,47.28,23.76,48.69,Los Angeles
453,2020-04-15,50.4,24.21,51.17,Los Angeles
454,2020-04-16,50.79,23.78,51.17,Los Angeles
455,2020-04-17,56.06,23.98,54.26,Los Angeles
456,2020-04-18,50.5,21.05,52.17,Los Angeles
457,2020-04-19,41.8,20.25,44.5,Los Angeles
458,2020-04-20,51.13,25.8,52.06,Los Angeles
459,2020-04-21,51.43,24.82,51.61,Los Angeles
460,2020-04-22,53.78,24.93,53.91,Los Angeles
461,2020-04-23,55.45,25.19,54.66,Los Angeles
462,2020-04-24,62.76,25.85,60.69,Los Angeles
463,2020-04-25,58.24,23.52,60.26,Los Angeles
464,2020-04-26,47.3,21.48,48.41,Los Angeles
465,2020-04-27,54.68,26.14,54.81,Los Angeles
466,2020-04-28,56.89,27.27,56.16,Los Angeles
467,2020-04-29,57.52,26.49,55.92,Los Angeles
468,2020-04-30,60.37,26.73,59.08,Los Angeles
469,2020-05-01,68.53,28.52,66.7,Los Angeles
470,2020-05-02,63.88,25.62,65.73,Los Angeles
471,2020-05-03,52.2,23.45,54.15,Los Angeles
472,2020-05-04,60.98,28.56,62.18,Los Angeles
473,2020-05-05,64.24,28.34,64.02,Los Angeles
474,2020-05-06,64.21,28.85,63.69,Los Angeles
475,2020-05-07,66.74,28.59,65.65,Los Angeles
476,2020-05-08,79.04,30.79,76.98,Los Angeles
477,2020-05-09,76.7,27.25,80.87,Los Angeles
478,2020-05-10,60.36,23.06,60.53,Los Angeles
479,2020-05-11,,,,Los Angeles
480,2020-05-12,,,,Los Angeles
481,2020-05-13,69.97,29.9,72.19,Los Angeles
482,2020-05-14,72.93,29.46,74.8,Los Angeles
483,2020-05-15,85.18,31.91,87.97,Los Angeles
484,2020-05-16,81.94,28.61,88.75,Los Angeles
485,2020-05-17,66.97,26.12,72.61,Los Angeles
486,2020-05-18,70.42,29.98,70.38,Los Angeles
487,2020-05-19,76.6,31.55,79.23,Los Angeles
488,2020-05-20,79.43,32.3,81.75,Los Angeles
489,2020-05-21,82.49,32.98,83.55,Los Angeles
490,2020-05-22,95.27,34.91,95.6,Los Angeles
491,2020-05-23,86.97,31.04,94.4,Los Angeles
492,2020-05-24,74.8,27.74,81.16,Los Angeles
493,2020-05-25,70.66,30.58,78.24,Los Angeles
494,2020-05-26,82.46,35.85,84.2,Los Angeles
495,2020-05-27,84.89,36.06,86.29,Los Angeles
496,2020-05-28,86.17,35.56,88.34,Los Angeles
497,2020-05-29,96.43,37.87,95.77,Los Angeles
498,2020-05-30,92.4,35.84,106.83,Los Angeles
499,2020-05-31,69.13,28.49,76.64,Los Angeles
500,2020-06-01,73.83,33.16,74.77,Los Angeles
501,2020-06-02,76.42,34.25,81.45,Los Angeles
502,2020-06-03,83.99,35.87,89.11,Los Angeles
503,2020-06-04,86.08,36.29,87.37,Los Angeles
504,2020-06-05,96.99,37.8,98.12,Los Angeles
505,2020-06-06,92.75,35.38,103.71,Los Angeles
506,2020-06-07,79.1,34.14,92.68,Los Angeles
507,2020-06-08,88.07,42.22,91.02,Los Angeles
508,2020-06-09,92.74,42.03,95.72,Los Angeles
509,2020-06-10,96.11,42.71,96.02,Los Angeles
510,2020-06-11,98.15,42.99,98.91,Los Angeles
511,2020-06-12,111.75,44.55,112.67,Los Angeles
512,2020-06-13,105.9,40.42,117.67,Los Angeles
513,2020-06-14,87.97,38.65,102.99,Los Angeles
514,2020-06-15,94.78,45.78,98.36,Los Angeles
515,2020-06-16,97.48,46.21,99.71,Los Angeles
516,2020-06-17,99.08,46.58,101.17,Los Angeles
517,2020-06-18,101.64,46.56,102.17,Los Angeles
518,2020-06-19,118.2,50.63,122.04,Los Angeles
519,2020-06-20,108.28,42.19,119.82,Los Angeles
520,2020-06-21,81.01,35.99,86.09,Los Angeles
521,2020-06-22,97.34,49.25,101.32,Los Angeles
522,2020-06-23,100.04,49.44,103.57,Los Angeles
523,2020-06-24,102.34,49.08,105.0,Los Angeles
524,2020-06-25,104.6,47.9,107.85,Los Angeles
525,2020-06-26,117.96,51.3,121.11,Los Angeles
526,2020-06-27,110.78,43.55,126.37,Los Angeles
527,2020-06-28,86.7,37.55,94.76,Los Angeles
528,2020-06-29,97.74,47.92,102.45,Los Angeles
529,2020-06-30,102.21,47.18,104.9,Los Angeles
530,2020-07-01,104.51,47.38,105.97,Los Angeles
531,2020-07-02,111.16,46.93,111.07,Los Angeles
532,2020-07-03,109.17,44.5,120.14,Los Angeles
533,2020-07-04,76.96,33.76,92.59,Los Angeles
534,2020-07-05,78.77,34.87,84.97,Los Angeles
535,2020-07-06,96.69,47.33,101.87,Los Angeles
536,2020-07-07,100.47,47.16,105.67,Los Angeles
537,2020-07-08,102.16,47.22,106.68,Los Angeles
538,2020-07-09,105.36,47.62,110.24,Los Angeles
