,date,drv,trn,wlk,city
1086,2020-01-19,76.38,65.15,86.12,Detroit
1087,2020-01-20,92.79,84.1,98.9,Detroit
1088,2020-01-21,99.71,92.07,98.4,Detroit
1089,2020-01-22,101.26,94.23,99.95,Detroit
1090,2020-01-23,102.27,92.85,104.35,Detroit
1091,2020-01-24,118.67,99.02,130.09,Detroit
1092,2020-01-25,109.57,84.03,150.61,Detroit
1093,2020-01-26,73.8,67.32,82.4,Detroit
1094,2020-01-27,93.8,92.85,95.4,Detroit
1095,2020-01-28,97.31,93.45,95.53,Detroit
1096,2020-01-29,98.98,92.75,97.53,Detroit
1097,2020-01-30,103.07,91.72,103.26,Detroit
1098,2020-01-31,118.52,97.64,135.71,Detroit
1099,2020-02-01,108.69,84.31,144.43,Detroit
1100,2020-02-02,76.26,70.23,92.3,Detroit
1101,2020-02-03,94.83,95.22,103.82,Detroit
1102,2020-02-04,97.55,96.73,100.2,Detroit
1103,2020-02-05,99.66,95.6,100.72,Detroit
1104,2020-02-06,104.23,90.86,97.06,Detroit
1105,2020-02-07,114.58,95.71,132.96,Detroit
1106,2020-02-08,109.1,84.51,151.76,Detroit
1107,2020-02-09,78.54,69.14,95.73,Detroit
1108,2020-02-10,97.58,98.17,98.51,Detroit
1109,2020-02-11,103.38,98.49,104.61,Detroit
1110,2020-02-12,103.55,99.5,101.06,Detroit
1111,2020-02-13,108.89,93.07,105.41,Detroit
1112,2020-02-14,132.13,103.57,153.0,Detroit
1113,2020-02-15,116.11,87.53,154.03,Detroit
1114,2020-02-16,85.14,75.62,102.93,Detroit
1115,2020-02-17,98.62,91.16,105.62,Detroit
1116,2020-02-18,103.57,96.22,112.05,Detroit
1117,2020-02-19,104.43,97.27,110.28,Detroit
1118,2020-02-20,108.19,94.5,116.07,Detroit
1119,2020-02-21,124.85,102.38,146.91,Detroit
1120,2020-02-22,127.25,97.92,237.29,Detroit
1121,2020-02-23,86.47,77.67,114.3,Detroit
1122,2020-02-24,98.1,99.13,99.79,Detroit
1123,2020-02-25,105.36,98.79,108.39,Detroit
1124,2020-02-26,100.64,85.72,100.3,Detroit
1125,2020-02-27,109.5,89.44,110.33,Detroit
1126,2020-02-28,131.71,100.05,144.9,Detroit
1127,2020-02-29,133.18,92.03,177.98,Detroit
1128,2020-03-01,92.62,74.47,107.12,Detroit
1129,2020-03-02,110.6,102.69,112.63,Detroit
1130,2020-03-03,116.83,99.61,117.72,Detroit
1131,2020-03-04,116.52,101.56,120.71,Detroit
1132,2020-03-05,119.82,99.92,134.34,Detroit
1133,2020-03-06,137.26,105.92,167.26,Detroit
1134,2020-03-07,136.88,94.69,191.91,Detroit
1135,2020-03-08,96.2,77.38,123.14,Detroit
1136,2020-03-09,108.7,99.02,115.73,Detroit
1137,2020-03-10,115.72,100.43,128.81,Detroit
1138,2020-03-11,107.06,91.73,108.27,Detroit
1139,2020-03-12,101.43,85.98,106.88,Detroit
1140,2020-03-13,104.72,86.77,119.38,Detroit
1141,2020-03-14,89.28,70.99,113.68,Detroit
1142,2020-03-15,66.04,63.58,85.53,Detroit
1143,2020-03-16,74.8,69.89,83.81,Detroit
1144,2020-03-17,70.59,56.74,89.14,Detroit
1145,2020-03-18,65.33,52.36,76.81,Detroit
1146,2020-03-19,64.28,50.48,75.26,Detroit
1147,2020-03-20,69.34,54.86,83.83,Detroit
1148,2020-03-21,57.28,46.0,71.55,Detroit
1149,2020-03-22,42.4,40.87,54.34,Detroit
1150,2020-03-23,53.15,42.84,64.11,Detroit
1151,2020-03-24,38.97,37.06,55.93,Detroit
1152,2020-03-25,43.44,41.31,69.26,Detroit
1153,2020-03-26,41.71,37.01,59.84,Detroit
1154,2020-03-27,48.27,37.97,64.49,Detroit
1155,2020-03-28,39.7,32.1,50.18,Detroit
1156,2020-03-29,34.48,31.16,49.95,Detroit
1157,2020-03-30,41.44,36.37,55.76,Detroit
1158,2020-03-31,42.92,35.55,56.53,Detroit
1159,2020-04-01,44.21,35.45,62.25,Detroit
1160,2020-04-02,47.62,35.01,77.82,Detroit
1161,2020-04-03,52.24,35.73,80.69,Detroit
1162,2020-04-04,44.21,32.5,63.09,Detroit
1163,2020-04-05,37.2,29.01,62.26,Detroit
1164,2020-04-06,44.31,35.83,67.25,Detroit
1165,2020-04-07,43.58,31.46,63.93,Detroit
1166,2020-04-08,49.88,37.47,83.93,Detroit
1167,2020-04-09,46.37,31.47,62.91,Detroit
1168,2020-04-10,51.11,30.86,64.0,Detroit
1169,2020-04-11,48.6,31.1,71.14,Detroit
1170,2020-04-12,32.21,24.14,49.11,Detroit
1171,2020-04-13,44.08,31.27,56.83,Detroit
1172,2020-04-14,47.82,28.58,62.64,Detroit
1173,2020-04-15,50.4,27.73,60.01,Detroit
1174,2020-04-16,52.53,30.0,66.86,Detroit
1175,2020-04-17,53.04,28.02,61.47,Detroit
1176,2020-04-18,55.95,30.34,75.62,Detroit
1177,2020-04-19,45.46,28.26,65.67,Detroit
1178,2020-04-20,57.42,34.4,78.48,Detroit
1179,2020-04-21,53.11,30.76,63.44,Detroit
1180,2020-04-22,53.78,29.19,64.33,Detroit
1181,2020-04-23,55.51,29.11,65.96,Detroit
1182,2020-04-24,64.16,33.88,83.03,Detroit
1183,2020-04-25,59.99,30.58,82.07,Detroit
1184,2020-04-26,50.75,30.49,70.53,Detroit
1185,2020-04-27,62.53,35.07,87.35,Detroit
1186,2020-04-28,66.32,35.15,96.31,Detroit
1187,2020-04-29,62.27,32.68,78.86,Detroit
1188,2020-04-30,65.27,34.15,82.07,Detroit
1189,2020-05-01,80.87,40.45,112.03,Detroit
1190,2020-05-02,76.94,38.04,106.03,Detroit
1191,2020-05-03,66.91,37.31,98.11,Detroit
1192,2020-05-04,71.29,40.77,96.83,Detroit
1193,2020-05-05,73.77,37.26,94.97,Detroit
1194,2020-05-06,78.79,41.0,109.25,Detroit
1195,2020-05-07,82.49,39.27,109.75,Detroit
1196,2020-05-08,86.99,36.87,104.34,Detroit
1197,2020-05-09,86.41,35.51,101.95,Detroit
1198,2020-05-10,67.98,31.95,80.9,Detroit
1199,2020-05-11,,,,Detroit
1200,2020-05-12,,,,Detroit
1201,2020-05-13,94.69,42.83,134.53,Detroit
1202,2020-05-14,85.88,35.66,110.01,Detroit
1203,2020-05-15,103.85,43.68,136.27,Detroit
1204,2020-05-16,106.63,44.76,152.21,Detroit
1205,2020-05-17,74.36,36.63,97.96,Detroit
1206,2020-05-18,88.15,39.18,111.19,Detroit
1207,2020-05-19,101.76,48.59,135.79,Detroit
1208,2020-05-20,113.14,48.39,158.39,Detroit
1209,2020-05-21,114.14,47.23,159.82,Detroit
1210,2020-05-22,117.6,44.71,151.87,Detroit
1211,2020-05-23,109.95,46.95,159.3,Detroit
1212,2020-05-24,92.57,45.16,139.7,Detroit
1213,2020-05-25,88.99,43.96,136.94,Detroit
1214,2020-05-26,112.11,52.53,160.61,Detroit
1215,2020-05-27,114.9,53.41,175.42,Detroit
1216,2020-05-28,115.38,49.5,160.56,Detroit
1217,2020-05-29,126.37,49.79,180.19,Detroit
1218,2020-05-30,125.25,53.25,175.97,Detroit
1219,2020-05-31,96.48,44.84,141.25,Detroit
1220,2020-06-01,112.46,53.53,157.29,Detroit
1221,2020-06-02,119.49,54.78,170.33,Detroit
1222,2020-06-03,120.57,52.6,170.92,Detroit
1223,2020-06-04,129.04,57.98,178.44,Detroit
1224,2020-06-05,139.21,59.48,194.67,Detroit
1225,2020-06-06,136.78,59.76,191.67,Detroit
1226,2020-06-07,107.97,54.07,154.64,Detroit
1227,2020-06-08,126.37,62.36,173.61,Detroit
1228,2020-06-09,130.1,64.29,177.89,Detroit
1229,2020-06-10,122.41,58.31,158.28,Detroit
1230,2020-06-11,140.94,64.93,197.09,Detroit
1231,2020-06-12,150.62,63.8,206.06,Detroit
1232,2020-06-13,145.45,56.7,201.08,Detroit
1233,2020-06-14,115.06,52.79,165.65,Detroit
1234,2020-06-15,134.49,65.97,186.83,Detroit
1235,2020-06-16,139.43,65.07,189.71,Detroit
1236,2020-06-17,144.91,64.08,200.09,Detroit
1237,2020-06-18,151.05,63.29,200.57,Detroit
1238,2020-06-19,169.17,67.36,235.47,Detroit
1239,2020-06-20,159.8,64.25,229.89,Detroit
1240,2020-06-21,111.59,49.83,158.01,Detroit
1241,2020-06-22,138.89,66.19,186.76,Detroit
1242,2020-06-23,143.21,63.76,189.62,Detroit
1243,2020-06-24,152.15,64.04,209.82,Detroit
1244,2020-06-25,157.02,68.01,218.29,Detroit
1245,2020-06-26,165.76,68.62,229.89,Detroit
1246,2020-06-27,163.09,64.45,239.03,Detroit
1247,2020-06-28,131.92,57.41,192.93,Detroit
1248,2020-06-29,146.27,65.96,202.61,Detroit
1249,2020-06-30,151.81,65.6,208.2,Detroit
1250,2020-07-01,156.21,66.67,213.66,Detroit
1251,2020-07-02,159.37,66.06,208.05,Detroit
1252,2020-07-03,152.49,63.21,216.61,Detroit
1253,2020-07-04,125.36,55.85,177.94,Detroit
1254,2020-07-05,115.55,54.1,169.03,Detroit
1255,2020-07-06,140.73,62.73,189.06,Detroit
1256,2020-07-07,147.61,65.02,199.62,Detroit
1257,2020-07-08,152.85,63.45,201.49,Detroit
1258,2020-07-09,155.98,64.02,214.34,Detroit
1259,2020-07-10,160.55,60.88,209.62,Detroit
1260,2020-07-11,171.64,62.67,243.84,Detroit
1261,2020-07-12,131.06,54.59,191.09,Detroit
1262,2020-07-13,147.49,61.47,204.83,Detroit
1263,2020-07-14,152.81,63.46,212.88,Detroit
1264,2020-07-15,155.54,63.62,214.98,Detroit
1265,2020-07-16,151.09,57.77,196.49,Detroit
1266,2020-07-17,173.16,65.54,246.39,Detroit
1267,2020-07-18,170.72,63.52,240.88,Detroit
1268,2020-07-19,119.06,47.5,164.22,Detroit
1269,2020-07-20,149.29,62.31,205.85,Detroit
1270,2020-07-21,149.68,61.83,209.31,Detroit
1271,2020-07-22,153.76,60.17,213.87,Detroit
1272,2020-07-23,159.29,61.93,217.22,Detroit
1273,2020-07-24,173.35,66.1,248.16,Detroit
1274,2020-07-25,173.53,63.89,246.57,Detroit
1275,2020-07-26,134.45,57.27,191.11,Detroit
1276,2020-07-27,146.87,62.53,196.6,Detroit
1277,2020-07-28,153.85,62.06,217.41,Detroit
1278,2020-07-29,155.34,63.68,214.44,Detroit
1279,2020-07-30,158.93,60.58,213.46,Detroit
1280,2020-07-31,167.9,60.85,235.88,Detroit
1281,2020-08-01,153.62,55.71,206.93,Detroit
1282,2020-08-02,116.11,46.49,161.07,Detroit
1283,2020-08-03,146.0,63.56,197.04,Detroit
1284,2020-08-04,151.56,61.63,207.13,Detroit
1285,2020-08-05,155.11,58.86,212.72,Detroit
1286,2020-08-06,159.3,64.45,218.89,Detroit
1287,2020-08-07,172.32,64.89,252.13,Detroit
1288,2020-08-08,165.82,62.48,259.41,Detroit
1289,2020-08-09,129.61,56.07,193.58,Detroit
1290,2020-08-10,144.99,60.67,195.86,Detroit
1291,2020-08-11,150.48,62.22,209.2,Detroit
1292,2020-08-12,155.61,61.3,213.42,Detroit
1293,2020-08-13,159.11,60.93,219.4,Detroit
1294,2020-08-14,170.22,63.93,241.16,Detroit
1295,2020-08-15,165.05,63.24,252.73,Detroit
1296,2020-08-16,124.16,53.46,183.62,Detroit
1297,2020-08-17,145.61,63.67,201.09,Detroit
1298,2020-08-18,148.17,61.0,203.46,Detroit
1299,2020-08-19,152.02,62.27,208.34,Detroit
1300,2020-08-20,156.72,62.7,216.69,Detroit
1301,2020-08-21,171.6,64.28,247.46,Detroit
1302,2020-08-22,164.72,62.09,248.78,Detroit
1303,2020-08-23,128.23,54.68,186.05,Detroit
1304,2020-08-24,143.8,64.6,194.57,Detroit
1305,2020-08-25,145.24,62.47,198.99,Detroit
1306,2020-08-26,144.19,60.24,192.69,Detroit
1307,2020-08-27,151.26,60.68,204.73,Detroit
1308,2020-08-28,154.18,54.11,203.95,Detroit
1309,2020-08-29,156.77,57.19,246.57,Detroit
1310,2020-08-30,120.39,51.26,178.84,Detroit
1311,2020-08-31,137.71,59.57,195.34,Detroit
1312,2020-09-01,140.23,60.43,189.87,Detroit
1313,2020-09-02,144.62,59.07,197.67,Detroit
1314,2020-09-03,152.41,58.83,205.97,Detroit
1315,2020-09-04,164.76,60.81,239.41,Detroit
1316,2020-09-05,143.44,53.08,217.88,Detroit
1317,2020-09-06,117.37,49.99,171.26,Detroit
1318,2020-09-07,105.55,52.65,151.85,Detroit
1319,2020-09-08,126.26,54.93,161.68,Detroit
1320,2020-09-09,138.99,56.98,180.47,Detroit
1321,2020-09-10,144.15,59.41,191.21,Detroit
1322,2020-09-11,166.96,62.61,233.25,Detroit
1323,2020-09-12,165.18,60.72,246.65,Detroit
1324,2020-09-13,121.53,54.0,169.52,Detroit
1325,2020-09-14,133.76,58.14,170.96,Detroit
1326,2020-09-15,140.44,58.97,180.2,Detroit
1327,2020-09-16,142.27,59.96,189.37,Detroit
1328,2020-09-17,148.67,66.67,199.16,Detroit
1329,2020-09-18,168.04,66.84,229.33,Detroit
1330,2020-09-19,165.21,66.53,242.84,Detroit
1331,2020-09-20,120.76,55.22,166.73,Detroit
1332,2020-09-21,129.83,64.14,173.13,Detroit
1333,2020-09-22,132.84,62.85,178.88,Detroit
1334,2020-09-23,135.84,63.76,182.26,Detroit
1335,2020-09-24,140.49,62.85,189.49,Detroit
1336,2020-09-25,163.06,68.1,231.39,Detroit
1337,2020-09-26,163.23,64.3,249.28,Detroit
1338,2020-09-27,117.87,53.95,164.13,Detroit
1339,2020-09-28,120.29,57.94,155.35,Detroit
1340,2020-09-29,127.23,56.88,167.41,Detroit
1341,2020-09-30,126.86,54.05,166.09,Detroit
1342,2020-10-01,135.26,57.58,174.25,Detroit
1343,2020-10-02,154.01,55.59,208.82,Detroit
1344,2020-10-03,153.99,49.11,217.72,Detroit
1345,2020-10-04,102.8,37.47,139.65,Detroit
1346,2020-10-05,122.65,53.27,162.24,Detroit
1347,2020-10-06,126.02,55.14,166.34,Detroit
1348,2020-10-07,130.4,56.45,175.74,Detroit
1349,2020-10-08,134.03,58.11,177.14,Detroit
1350,2020-10-09,157.05,62.53,216.51,Detroit
1351,2020-10-10,152.48,58.32,223.45,Detroit
1352,2020-10-11,111.93,50.0,156.86,Detroit
1353,2020-10-12,116.98,51.61,153.66,Detroit
1354,2020-10-13,124.63,58.88,165.31,Detroit
1355,2020-10-14,125.78,56.67,165.82,Detroit
1356,2020-10-15,130.27,54.56,165.12,Detroit
1357,2020-10-16,155.31,59.4,205.93,Detroit
1358,2020-10-17,149.98,56.73,217.8,Detroit
1359,2020-10-18,100.68,45.07,137.11,Detroit
1360,2020-10-19,112.86,53.7,143.86,Detroit
1361,2020-10-20,120.05,55.61,156.68,Detroit
1362,2020-10-21,121.79,55.14,160.49,Detroit
1363,2020-10-22,124.85,54.14,160.74,Detroit
1364,2020-10-23,146.05,56.93,198.77,Detroit
1365,2020-10-24,144.32,56.06,205.26,Detroit
1366,2020-10-25,101.7,46.5,134.78,Detroit
1367,2020-10-26,114.22,55.58,148.79,Detroit
1368,2020-10-27,117.89,56.13,150.34,Detroit
1369,2020-10-28,122.2,55.68,161.36,Detroit
1370,2020-10-29,126.02,56.46,165.95,Detroit
1371,2020-10-30,147.5,58.9,195.37,Detroit
1372,2020-10-31,137.54,55.94,212.31,Detroit
1373,2020-11-01,90.93,42.06,122.41,Detroit
1374,2020-11-02,110.29,56.35,144.65,Detroit
1375,2020-11-03,118.06,56.59,172.28,Detroit
1376,2020-11-04,107.24,52.41,148.46,Detroit
1377,2020-11-05,111.66,54.26,148.42,Detroit
1378,2020-11-06,131.48,57.19,185.0,Detroit
1379,2020-11-07,126.45,49.76,190.26,Detroit
1380,2020-11-08,94.27,48.41,133.92,Detroit
1381,2020-11-09,105.47,57.98,146.62,Detroit
1382,2020-11-10,109.26,57.36,149.58,Detroit
1383,2020-11-11,108.93,53.12,143.49,Detroit
1384,2020-11-12,102.93,48.34,133.69,Detroit
1385,2020-11-13,123.87,53.09,171.45,Detroit
1386,2020-11-14,115.84,48.84,164.7,Detroit
1387,2020-11-15,79.72,35.92,108.45,Detroit
1388,2020-11-16,98.63,51.69,129.39,Detroit
1389,2020-11-17,101.21,50.03,131.66,Detroit
1390,2020-11-18,99.09,47.95,135.44,Detroit
1391,2020-11-19,101.82,47.28,139.74,Detroit
1392,2020-11-20,117.33,52.36,165.66,Detroit
1393,2020-11-21,104.93,46.44,147.7,Detroit
1394,2020-11-22,73.25,34.85,103.87,Detroit
1395,2020-11-23,98.73,49.03,130.4,Detroit
1396,2020-11-24,105.56,47.67,138.54,Detroit
1397,2020-11-25,114.11,46.19,156.36,Detroit
1398,2020-11-26,58.35,34.0,76.11,Detroit
1399,2020-11-27,98.95,45.18,141.15,Detroit
1400,2020-11-28,99.7,45.45,149.27,Detroit
1401,2020-11-29,78.9,40.14,110.96,Detroit
1402,2020-11-30,91.47,44.49,127.97,Detroit
1403,2020-12-01,91.86,45.89,128.39,Detroit
1404,2020-12-02,98.92,46.91,141.13,Detroit
1405,2020-12-03,100.72,43.88,138.11,Detroit
1406,2020-12-04,114.23,48.25,159.74,Detroit
1407,2020-12-05,107.26,43.62,157.57,Detroit
1408,2020-12-06,77.98,39.07,112.6,Detroit
1409,2020-12-07,93.95,48.63,128.12,Detroit
1410,2020-12-08,96.18,47.2,136.11,Detroit
1411,2020-12-09,99.96,45.08,141.52,Detroit
1412,2020-12-10,103.21,47.24,146.22,Detroit
1413,2020-12-11,118.84,48.54,173.8,Detroit
1414,2020-12-12,109.21,41.07,158.32,Detroit
1415,2020-12-13,82.46,37.91,114.15,Detroit
1416,2020-12-14,96.26,47.14,129.51,Detroit
1417,2020-12-15,100.08,45.06,136.77,Detroit
1418,2020-12-16,102.87,43.99,139.84,Detroit
1419,2020-12-17,104.16,43.29,141.12,Detroit
1420,2020-12-18,120.69,46.44,163.9,Detroit
1421,2020-12-19,111.89,40.04,156.41,Detroit
1422,2020-12-20,86.7,37.66,117.84,Detroit
1423,2020-12-21,109.28,47.48,141.58,Detroit
1424,2020-12-22,117.15,46.83,155.95,Detroit
1425,2020-12-23,127.56,46.9,171.63,Detroit
1426,2020-12-24,95.39,36.52,122.38,Detroit
1427,2020-12-25,46.98,24.74,58.01,Detroit
1428,2020-12-26,86.7,36.68,115.69,Detroit
1429,2020-12-27,77.89,34.8,102.13,Detroit
1430,2020-12-28,97.6,44.55,123.36,Detroit
1431,2020-12-29,101.74,44.93,130.48,Detroit
1432,2020-12-30,101.58,40.84,135.47,Detroit
1433,2020-12-31,107.44,40.95,153.63,Detroit
1434,2021-01-01,63.63,32.88,86.47,Detroit
1435,2021-01-02,90.09,38.26,122.0,Detroit
1436,2021-01-03,71.39,36.07,98.72,Detroit
1437,2021-01-04,93.5,43.88,122.64,Detroit
1438,2021-01-05,97.27,51.04,126.92,Detroit
1439,2021-01-06,95.41,42.95,125.85,Detroit
1440,2020-01-13,100.0,100.0,100.0,Dallas
1441,2020-01-14,104.04,100.41,105.98,Dallas
1442,2020-01-15,104.85,102.62,104.27,Dallas
1443,2020-01-16,108.54,95.6,97.22,Dallas
1444,2020-01-17,123.66,106.14,125.88,Dallas
1445,2020-01-18,119.86,99.5,160.2,Dallas
1446,2020-01-19,83.12,78.24,99.82,Dallas
1447,2020-01-20,99.95,98.65,105.52,Dallas
1448,2020-01-21,102.73,104.63,99.64,Dallas
1449,2020-01-22,99.65,95.68,92.38,Dallas
1450,2020-01-23,105.72,102.85,102.33,Dallas
1451,2020-01-24,125.75,107.98,131.7,Dallas
1452,2020-01-25,121.61,100.91,153.44,Dallas
1453,2020-01-26,80.57,73.23,90.62,Dallas
1454,2020-01-27,100.21,102.31,98.56,Dallas
1455,2020-01-28,99.39,98.15,94.16,Dallas
1456,2020-01-29,99.25,95.98,93.36,Dallas
1457,2020-01-30,104.22,98.05,95.09,Dallas
1458,2020-01-31,123.98,107.68,127.82,Dallas
1459,2020-02-01,121.13,101.39,157.65,Dallas
1460,2020-02-02,81.06,78.61,94.01,Dallas
1461,2020-02-03,100.08,100.47,95.8,Dallas
1462,2020-02-04,100.75,95.73,94.53,Dallas
1463,2020-02-05,87.81,85.93,80.73,Dallas
1464,2020-02-06,105.59,98.46,97.65,Dallas
1465,2020-02-07,123.65,108.18,127.4,Dallas
1466,2020-02-08,122.34,100.43,162.01,Dallas
1467,2020-02-09,81.9,75.61,86.98,Dallas
1468,2020-02-10,103.84,101.35,89.85,Dallas
1469,2020-02-11,103.98,94.1,89.98,Dallas
1470,2020-02-12,108.14,98.24,95.47,Dallas
1471,2020-02-13,116.81,103.99,112.28,Dallas
1472,2020-02-14,143.42,114.08,159.24,Dallas
1473,2020-02-15,126.79,102.23,176.33,Dallas
1474,2020-02-16,94.36,86.55,125.74,Dallas
1475,2020-02-17,106.2,105.27,115.99,Dallas
1476,2020-02-18,107.09,102.49,95.91,Dallas
1477,2020-02-19,110.56,101.15,94.0,Dallas
1478,2020-02-20,112.15,102.61,107.09,Dallas
1479,2020-02-21,133.82,113.77,143.97,Dallas
1480,2020-02-22,132.23,102.22,171.81,Dallas
1481,2020-02-23,88.15,78.27,95.08,Dallas
1482,2020-02-24,107.57,105.48,102.45,Dallas
1483,2020-02-25,111.27,103.51,103.31,Dallas
1484,2020-02-26,112.69,101.02,101.79,Dallas
1485,2020-02-27,121.21,106.18,117.5,Dallas
1486,2020-02-28,143.91,118.37,163.78,Dallas
1487,2020-02-29,142.93,114.34,202.47,Dallas
1488,2020-03-01,96.61,85.51,123.66,Dallas
1489,2020-03-02,107.6,106.36,104.79,Dallas
1490,2020-03-03,112.59,102.93,109.48,Dallas
1491,2020-03-04,109.3,96.44,97.71,Dallas
1492,2020-03-05,123.15,109.51,122.99,Dallas
1493,2020-03-06,143.35,117.82,149.96,Dallas
1494,2020-03-07,134.13,109.09,166.79,Dallas
1495,2020-03-08,91.47,83.75,104.92,Dallas
1496,2020-03-09,106.81,100.42,107.44,Dallas
1497,2020-03-10,115.5,108.45,120.58,Dallas
1498,2020-03-11,115.56,107.74,120.57,Dallas
1499,2020-03-12,110.87,96.98,114.01,Dallas
1500,2020-03-13,109.68,88.53,111.9,Dallas
1501,2020-03-14,94.36,75.21,117.07,Dallas
1502,2020-03-15,65.87,59.28,70.07,Dallas
1503,2020-03-16,81.28,75.4,82.13,Dallas
1504,2020-03-17,73.78,61.86,74.55,Dallas
1505,2020-03-18,70.9,60.27,72.89,Dallas
1506,2020-03-19,67.41,59.21,69.9,Dallas
1507,2020-03-20,71.16,55.47,70.19,Dallas
1508,2020-03-21,60.07,46.78,65.99,Dallas
1509,2020-03-22,41.72,38.32,46.69,Dallas
1510,2020-03-23,56.97,49.36,60.82,Dallas
1511,2020-03-24,53.92,46.34,62.94,Dallas
1512,2020-03-25,51.63,43.65,61.49,Dallas
1513,2020-03-26,53.41,44.34,60.98,Dallas
1514,2020-03-27,59.8,48.22,65.76,Dallas
1515,2020-03-28,52.5,42.16,63.75,Dallas
1516,2020-03-29,40.18,36.08,50.13,Dallas
1517,2020-03-30,47.98,40.38,48.36,Dallas
1518,2020-03-31,54.05,43.53,62.05,Dallas
1519,2020-04-01,55.56,42.61,62.05,Dallas
1520,2020-04-02,53.4,39.17,58.51,Dallas
1521,2020-04-03,57.98,37.85,58.28,Dallas
1522,2020-04-04,47.9,34.43,49.34,Dallas
1523,2020-04-05,38.58,32.43,45.91,Dallas
1524,2020-04-06,51.41,42.11,57.91,Dallas
1525,2020-04-07,55.12,43.26,65.07,Dallas
1526,2020-04-08,56.59,44.88,65.26,Dallas
1527,2020-04-09,57.52,41.76,64.03,Dallas
1528,2020-04-10,66.74,43.86,77.76,Dallas
1529,2020-04-11,52.96,37.58,60.87,Dallas
1530,2020-04-12,38.76,33.31,46.24,Dallas
1531,2020-04-13,55.63,40.26,60.55,Dallas
1532,2020-04-14,56.59,40.33,60.92,Dallas
1533,2020-04-15,62.51,41.55,68.36,Dallas
1534,2020-04-16,64.72,41.21,70.96,Dallas
1535,2020-04-17,69.72,42.56,72.43,Dallas
1536,2020-04-18,65.64,40.69,73.27,Dallas
1537,2020-04-19,49.21,36.36,55.64,Dallas
1538,2020-04-20,64.1,46.18,71.14,Dallas
1539,2020-04-21,64.3,45.07,71.55,Dallas
1540,2020-04-22,62.08,42.97,67.4,Dallas
1541,2020-04-23,70.69,46.5,79.03,Dallas
1542,2020-04-24,78.95,48.35,84.51,Dallas
1543,2020-04-25,72.26,43.57,81.68,Dallas
1544,2020-04-26,55.67,38.75,64.0,Dallas
1545,2020-04-27,66.54,44.68,71.67,Dallas
1546,2020-04-28,68.87,48.26,74.1,Dallas
1547,2020-04-29,71.72,47.16,78.54,Dallas
1548,2020-04-30,75.94,47.56,80.69,Dallas
1549,2020-05-01,89.04,54.18,95.75,Dallas
1550,2020-05-02,81.71,48.2,92.28,Dallas
1551,2020-05-03,64.0,44.54,71.85,Dallas
1552,2020-05-04,77.62,53.23,82.48,Dallas
1553,2020-05-05,81.98,52.16,89.25,Dallas
1554,2020-05-06,82.48,53.32,88.59,Dallas
1555,2020-05-07,83.55,51.89,89.33,Dallas
1556,2020-05-08,96.63,54.5,103.49,Dallas
1557,2020-05-09,94.09,51.87,109.97,Dallas
1558,2020-05-10,67.03,43.78,74.57,Dallas
1559,2020-05-11,,,,Dallas
1560,2020-05-12,,,,Dallas
1561,2020-05-13,89.37,55.99,102.21,Dallas
1562,2020-05-14,94.42,57.43,108.28,Dallas
1563,2020-05-15,106.49,58.46,121.63,Dallas
1564,2020-05-16,86.03,47.17,98.55,Dallas
1565,2020-05-17,81.87,49.87,100.31,Dallas
1566,2020-05-18,96.56,58.73,111.28,Dallas
1567,2020-05-19,100.61,60.5,117.71,Dallas
1568,2020-05-20,101.93,59.29,116.64,Dallas
1569,2020-05-21,104.65,57.27,118.91,Dallas
1570,2020-05-22,121.41,65.39,143.79,Dallas
1571,2020-05-23,111.04,60.08,138.85,Dallas
1572,2020-05-24,80.73,48.76,99.54,Dallas
1573,2020-05-25,75.12,47.05,83.5,Dallas
1574,2020-05-26,101.46,60.65,120.86,Dallas
1575,2020-05-27,105.97,63.17,125.2,Dallas
1576,2020-05-28,111.24,63.1,129.95,Dallas
1577,2020-05-29,129.1,68.94,157.64,Dallas
1578,2020-05-30,123.03,66.74,162.51,Dallas
1579,2020-05-31,90.26,55.6,107.22,Dallas
1580,2020-06-01,105.32,65.08,124.0,Dallas
1581,2020-06-02,106.98,61.56,123.81,Dallas
1582,2020-06-03,111.18,63.73,124.9,Dallas
1583,2020-06-04,115.06,64.01,129.46,Dallas
1584,2020-06-05,132.81,69.05,152.59,Dallas
1585,2020-06-06,126.15,66.32,156.64,Dallas
1586,2020-06-07,95.51,55.96,109.67,Dallas
1587,2020-06-08,111.57,69.02,124.01,Dallas
1588,2020-06-09,114.55,68.43,127.99,Dallas
1589,2020-06-10,116.92,66.22,132.85,Dallas
1590,2020-06-11,122.09,67.43,137.25,Dallas
1591,2020-06-12,138.61,71.65,159.46,Dallas
1592,2020-06-13,132.42,65.05,164.06,Dallas
1593,2020-06-14,99.73,55.38,112.89,Dallas
1594,2020-06-15,114.13,66.63,128.8,Dallas
1595,2020-06-16,117.8,68.26,130.0,Dallas
1596,2020-06-17,118.88,68.8,133.14,Dallas
1597,2020-06-18,123.91,67.94,139.65,Dallas
1598,2020-06-19,140.94,71.82,159.41,Dallas
1599,2020-06-20,133.55,64.8,163.54,Dallas
1600,2020-06-21,88.59,49.21,99.02,Dallas
1601,2020-06-22,111.33,66.95,126.19,Dallas
1602,2020-06-23,109.6,63.08,121.9,Dallas
1603,2020-06-24,120.01,69.49,141.18,Dallas
1604,2020-06-25,123.52,66.29,141.43,Dallas
